"Downloaded on",02/17/2020,"12:01:54 EST"
"Search URL",https://www.congress.gov/search?s=2&searchResultViewType=expanded&KWICView=false&q=%7B%22source%22%3A%5B%22legislation%22%5D%2C%22chamber%22%3A%22Senate%22%2C%22congress%22%3A%5B%2296%22%2C%2295%22%2C%2294%22%5D%2C%22bill-status%22%3A%5B%22law%22%5D%7D

"Legislation Number",URL,Congress,"Amends Bill",Title,Sponsor,"Date of Introduction","Date Offered","Date Submitted","Date Proposed","Number of Cosponsors",Committees,"Latest Action Date","Latest Action"
"S. 1153",https://www.congress.gov/bill/95th-congress/senate-bill/1153,"95th Congress (1977-1978)",,"An Act to abolish the Joint Committee on Atomic Energy and to reassign certain functions and authorities thereof, and for other purposes.","Sen. Jackson, Henry M. [D-WA]",03/29/1977,,,,4,"House - Rules",09/20/1977,"Public Law 95-110."
"S. 1142",https://www.congress.gov/bill/95th-congress/senate-bill/1142,"95th Congress (1977-1978)",,"A bill for the relief of Kam Lin Cheung.","Sen. Sarbanes, Paul S. [D-MD]",03/28/1977,,,,0,"House - Judiciary | Senate - Judiciary",11/14/1977,"Private Law 95-19."
"S. 1135",https://www.congress.gov/bill/95th-congress/senate-bill/1135,"95th Congress (1977-1978)",,"A bill for the relief of Young-Soon Choi.","Sen. Packwood, Bob [R-OR]",03/28/1977,,,,0,"House - Judiciary | Senate - Judiciary",03/27/1978,"Private Law 95-30."
"S. 1131",https://www.congress.gov/bill/95th-congress/senate-bill/1131,"95th Congress (1977-1978)",,"An Act to authorize appropriations for Nuclear Regulatory Commission for the fiscal years 1978, and for other purposes.","Sen. Hart, Gary W. [D-CO]",03/25/1977,,,,1,"Senate - Environment and Public Works",12/13/1977,"Public Law 95-209."
"S. 1110",https://www.congress.gov/bill/95th-congress/senate-bill/1110,"95th Congress (1977-1978)",,"A bill for the relief of Juanita Binabise.","Sen. Matsunaga, Spark M. [D-HI]",03/23/1977,,,,0,"House - Judiciary | Senate - Judiciary",10/28/1978,"Private Law 95-114."
"S. 1103",https://www.congress.gov/bill/95th-congress/senate-bill/1103,"95th Congress (1977-1978)",,"An Act to permit any State the reciprocal right to sue in the Superior Court of the District of Columbia to recover taxes due such State.","Sen. Eagleton, Thomas F. [D-MO]",03/23/1977,,,,0,"House - District of Columbia | Senate - Governmental Affairs",09/27/1978,"Public Law 95-387."
"S. 1081",https://www.congress.gov/bill/95th-congress/senate-bill/1081,"95th Congress (1977-1978)",,"An Act to amend certain laws relating to the Osage Tribe of Oklahoma, and for other purposes.","Sen. Bartlett, Dewey F. [R-OK]",03/22/1977,,,,1,"Senate - Indian Affairs",10/21/1978,"Public Law 95-496."
"S. 1063",https://www.congress.gov/bill/95th-congress/senate-bill/1063,"95th Congress (1977-1978)",,"An Act to amend the District of Columbia Self-Government and Governmental Reorganization Act with respect to the payment of certain revenue bonds issued by the Council of the District of Columbia.","Sen. Eagleton, Thomas F. [D-MO]",03/21/1977,,,,0,"House - District of Columbia | Senate - Governmental Affairs",12/28/1977,"Public Law 95-218."
"S. 1062",https://www.congress.gov/bill/95th-congress/senate-bill/1062,"95th Congress (1977-1978)",,"A bill to amend section 441 of the District of Columbia Self-Government and Governmental Reorganization Act.","Sen. Eagleton, Thomas F. [D-MO]",03/21/1977,,,,0,"House - District of Columbia | Senate - Governmental Affairs",11/15/1977,"Public Law 95-185."
"S. 1060",https://www.congress.gov/bill/95th-congress/senate-bill/1060,"95th Congress (1977-1978)",,"George Washington University Charter Restatement Act","Sen. Eagleton, Thomas F. [D-MO]",03/21/1977,,,,0,"House - District of Columbia | Senate - Governmental Affairs",10/18/1977,"Private Law 95-8."
"S. 1029",https://www.congress.gov/bill/95th-congress/senate-bill/1029,"95th Congress (1977-1978)",,"A bill to authorize the Smithsonian Institution to construct museum support facilities.","Sen. Jackson, Henry M. [D-WA]",03/17/1977,,,,2,"House - House Administration, Public Works and Transportation | Senate - Rules and Administration",11/02/1978,"Public Law 95-569."
"S. 1025",https://www.congress.gov/bill/95th-congress/senate-bill/1025,"95th Congress (1977-1978)",,"An original bill to amend the Securities Exchange Act of 1934 to increase the amount authorized to be appropriated for the Securities and Exchange Commission for fiscal year 1977.","Sen. Williams, Harrison A., Jr. [D-NJ]",03/17/1977,,,,0,"House - Commerce | Senate - Banking, Housing, and Urban Affairs",04/13/1977,"Public law 95-20."
"S. 1019",https://www.congress.gov/bill/95th-congress/senate-bill/1019,"95th Congress (1977-1978)",,"An Act to authorize appropriations for fiscal year 1978 for certain maritime programs of the Department of Commerce, and for other purposes.","Sen. Magnuson, Warren G. [D-WA]",03/17/1977,,,,0,"Senate - Commerce, Science, and Transportation",11/12/1977,"Public Law 95-173."
"S. 1006",https://www.congress.gov/bill/95th-congress/senate-bill/1006,"95th Congress (1977-1978)",,"A bill for the relief of Concrete Industries (Monier), Limited.","Sen. Sparkman, John J. [D-AL]",03/15/1977,,,,0,"House - Judiciary | Senate - Judiciary",10/30/1978,"Private Law 95-141."
"S. 1005",https://www.congress.gov/bill/95th-congress/senate-bill/1005,"95th Congress (1977-1978)",,"A bill for the relief of Young Shin Joo.","Sen. Anderson, Wendell R. [D-MN]",03/15/1977,,,,0,"House - Judiciary | Senate - Judiciary",11/08/1977,"Private Law 95-15."
"S. 1003",https://www.congress.gov/bill/95th-congress/senate-bill/1003,"95th Congress (1977-1978)",,"A bill for the relief of Me Young Lee.","Sen. Anderson, Wendell R. [D-MN]",03/15/1977,,,,0,"House - Judiciary | Senate - Judiciary",11/07/1977,"Private Law 95-14."
"S. 995",https://www.congress.gov/bill/95th-congress/senate-bill/995,"95th Congress (1977-1978)",,"A bill to amend title VII of the Civil Rights Act of 1964 to prohibit sex discrimination on the basis of pregnancy.","Sen. Williams, Harrison A., Jr. [D-NJ]",03/15/1977,,,,31,"House - Education and Labor | Senate - Human Resources",10/31/1978,"Public Law 95-555."
"S. 990",https://www.congress.gov/bill/95th-congress/senate-bill/990,"95th Congress (1977-1978)",,"Federal Physicians Comparability Allowance Act","Sen. Mathias, Charles McC., Jr. [R-MD]",03/14/1977,,,,1,"House - Post Office and Civil Service | Senate - Governmental Affairs",11/06/1978,"Public Law 95-603."
"S. 976",https://www.congress.gov/bill/95th-congress/senate-bill/976,"95th Congress (1977-1978)",,"An Act to amend the Perishable Agricultural Commodities Act.","Sen. Huddleston, Walter (Dee) [D-KY]",03/10/1977,,,,0,"Senate - Agriculture, Nutrition, and Forestry",11/01/1978,"Public Law 95-562."
"S. 973",https://www.congress.gov/bill/95th-congress/senate-bill/973,"95th Congress (1977-1978)",,"A bill for the relief of Young-Shik Kim.","Sen. Leahy, Patrick J. [D-VT]",03/10/1977,,,,0,"House - Judiciary | Senate - Judiciary",10/28/1978,"Private Law 95-113."
"S. 964",https://www.congress.gov/bill/95th-congress/senate-bill/964,"95th Congress (1977-1978)",,"A bill to provide the salaries of certain positions and individuals which were increased as a result of the operation of the Federal Salary Act of 1967 shall not be increased by the first comparability pay adjustment occurring after the date of the enactment of this act.","Sen. Byrd, Robert C. [D-WV]",03/10/1977,,,,26,"House - Post Office and Civil Service",07/11/1977,"Public Law 95-66."
"S. 958",https://www.congress.gov/bill/95th-congress/senate-bill/958,"95th Congress (1977-1978)",,"An Act for the relief of Ernesto F. Garcia, Jr.","Sen. Magnuson, Warren G. [D-WA]",03/09/1977,,,,0,"House - Judiciary | Senate - Judiciary",05/12/1978,"Private Law 95-36."
"S. 955",https://www.congress.gov/bill/95th-congress/senate-bill/955,"95th Congress (1977-1978)",,"A bill to amend the Federal Crop Insurance Act.","Sen. Talmadge, Herman E. [D-GA]",03/09/1977,,,,0,"House - Agriculture | Senate - Agriculture, Nutrition, and Forestry",06/16/1977,"Public Law 95-47."
"S. 948",https://www.congress.gov/bill/95th-congress/senate-bill/948,"95th Congress (1977-1978)",,"A bill for the relief of Chin Ah Park and Chin Suk Park.","Sen. Heinz, John [R-PA]",03/09/1977,,,,0,"House - Judiciary | Senate - Judiciary",11/07/1977,"Private Law 95-13."
"S. 947",https://www.congress.gov/bill/95th-congress/senate-bill/947,"95th Congress (1977-1978)",,"A bill to declare certain federally owned land known as the Yardeka School land to be held in trust for the Creek Nation of Oklahoma.","Sen. Bartlett, Dewey F. [R-OK]",03/09/1977,,,,0,"House - Interior and Insular Affairs | Senate - Indian Affairs",07/28/1978,"Public Law 95-329."
"S. 925",https://www.congress.gov/bill/95th-congress/senate-bill/925,"95th Congress (1977-1978)",,"A bill to provide temporary authorities to the Secretary of the Interior to facilitate emergency actions to mitigate the impacts of the 1976-77 drought.","Sen. Jackson, Henry M. [D-WA]",03/07/1977,,,,12,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",04/07/1977,"Public law 95-18."
"S. 920",https://www.congress.gov/bill/95th-congress/senate-bill/920,"95th Congress (1977-1978)",,"A bill relating to the disposition of certain recreational demonstration project lands by the State of Oklahoma.","Sen. Bartlett, Dewey F. [R-OK]",03/04/1977,,,,0,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",08/11/1978,"Public Law 95-342."
"S. 917",https://www.congress.gov/bill/95th-congress/senate-bill/917,"95th Congress (1977-1978)",,"A bill to provide for conveyance of certain lands adjacent to the Gund Ranch, Grass Valley, Nev., to the University of Nevada.","Sen. Laxalt, Paul D. [R-NV]",03/04/1977,,,,1,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",05/12/1978,"Public Law 95-278."
"S. 904",https://www.congress.gov/bill/95th-congress/senate-bill/904,"95th Congress (1977-1978)",,"Federal Program Information Act","Sen. Kennedy, Edward M. [D-MA]",03/04/1977,,,,6,"Senate - Governmental Affairs",12/28/1977,"Public Law 95-220."
"S. 854",https://www.congress.gov/bill/95th-congress/senate-bill/854,"95th Congress (1977-1978)",,"A bill to authorize the Secretary of Commerce to sell two obsolete vessels to Mid-Pacific Sea Harvesters, Inc., and for other purposes.","Sen. Inouye, Daniel K. [D-HI]",03/02/1977,,,,0,"House - Merchant Marine and Fisheries | Senate - Commerce, Science, and Transportation",11/15/1977,"Private Law 95-20."
"S. 853",https://www.congress.gov/bill/95th-congress/senate-bill/853,"95th Congress (1977-1978)",,"Defense Production Act Extension Amendments","Sen. Proxmire, William [D-WI]",03/02/1977,,,,0,"Senate - Banking, Housing, and Urban Affairs",06/01/1977,"Public Law 95-37."
"S. 838",https://www.congress.gov/bill/95th-congress/senate-bill/838,"95th Congress (1977-1978)",,"An Act to amend the Indian Claims Commission Act of August 13, 1946, and for other purposes.","Sen. Abourezk, James [D-SD]",03/01/1977,,,,0,"House - Interior and Insular Affairs | Senate - Indian Affairs",03/13/1978,"Public Law 95-243."
"S. 833",https://www.congress.gov/bill/95th-congress/senate-bill/833,"95th Congress (1977-1978)",,"An Act for the relief of Ah Young Cho Kwak.","Sen. Garn, E. J. (Jake) [R-UT]",03/01/1977,,,,0,"House - Judiciary | Senate - Judiciary",03/27/1978,"Private Law 95-29."
"S. 826",https://www.congress.gov/bill/95th-congress/senate-bill/826,"95th Congress (1977-1978)",,"An Act to establish a Department of Energy in the executive branch by the reorganization of energy functions within the Federal Government in order to secure effective management to assure a coordinated national energy policy, and for other purposes.","Sen. Ribicoff, Abraham A. [D-CT]",03/01/1977,,,,18,"Senate - Governmental Affairs",08/04/1977,"Public Law 95-91."
"S. 810",https://www.congress.gov/bill/95th-congress/senate-bill/810,"95th Congress (1977-1978)",,"A bill granting an extension of patent to the United Daughters of the Confederacy.","Sen. Thurmond, Strom [R-SC]",02/24/1977,,,,0,"House - Judiciary | Senate - Judiciary",11/11/1977,"Public Law 95-168."
"S. 791",https://www.congress.gov/bill/95th-congress/senate-bill/791,"95th Congress (1977-1978)",,"National Parks and Recreation Act","Sen. Church, Frank [D-ID]",02/24/1977,,,,1,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",11/10/1978,"Public Law 95-625."
"S. 785",https://www.congress.gov/bill/95th-congress/senate-bill/785,"95th Congress (1977-1978)",,"An Act to declare that all right, title, and interest of the United States in two thousand seven hundred acres, more or less, are hereby held in trust for the Paiute and Shoshone Tribes of the Fallon Indian Reservation and Colony, Fallon, Nevada, to promote the economic self-sufficiency of the Paiute and Shoshone Tribes, and for other purposes.","Sen. Cannon, Howard W. [D-NV]",02/24/1977,,,,1,"House - Interior and Insular Affairs | Senate - Indian Affairs",08/04/1978,"Public Law 95-337."
"S. 776",https://www.congress.gov/bill/95th-congress/senate-bill/776,"95th Congress (1977-1978)",,"An Act to dedicate the canal and towpath of the Chesapeake and Ohio Canal National Historical Park to Justice William O. Douglas, and for other purposes.","Sen. Eagleton, Thomas F. [D-MO]",02/24/1977,,,,3,"House - Interior and Insular Affairs",03/15/1977,"Public law 95-11."
"S. 773",https://www.congress.gov/bill/95th-congress/senate-bill/773,"95th Congress (1977-1978)",,"An Act authorizing the Wichita Indian Tribe of Oklahoma, and its affiliated bands and groups of Indians, to file with the Indian Claims Commission any of their claims against the United States for lands taken without adequate compensation, and for other purposes.","Sen. Bartlett, Dewey F. [R-OK]",02/24/1977,,,,0,"House - Interior and Insular Affairs | Senate - Indian Affairs",03/21/1978,"Public Law 95-247."
"S. 717",https://www.congress.gov/bill/95th-congress/senate-bill/717,"95th Congress (1977-1978)",,"Federal Mine Safety and Health Amendments Act","Sen. Williams, Harrison A., Jr. [D-NJ]",02/11/1977,,,,26,"Senate - Human Resources",11/09/1977,"Public Law 95-164."
"S. 703",https://www.congress.gov/bill/95th-congress/senate-bill/703,"95th Congress (1977-1978)",,"An Act to improve the administration and operation of the Overseas Citizens Voting Rights Act of 1975, and for other purposes.","Sen. Pell, Claiborne [D-RI]",02/10/1977,,,,2,"House - House Administration | Senate - Rules and Administration",11/04/1978,"Public Law 95-593."
"S. 682",https://www.congress.gov/bill/95th-congress/senate-bill/682,"95th Congress (1977-1978)",,"Port and Tanker Safety Act","Sen. Magnuson, Warren G. [D-WA]",02/10/1977,,,,6,"House - International Relations, Merchant Marine and Fisheries | Senate - Commerce, Science, and Transportation",10/17/1978,"Public Law 95-474."
"S. 667",https://www.congress.gov/bill/95th-congress/senate-bill/667,"95th Congress (1977-1978)",,"A bill to declare certain federally owned land held in trust by the United States for the Te-Moak Bands of Western Shoshone Indians.","Sen. Laxalt, Paul D. [R-NV]",02/10/1977,,,,1,"House - Interior and Insular Affairs | Senate - Indian Affairs",10/15/1977,"Public Law 95-133."
"S. 661",https://www.congress.gov/bill/95th-congress/senate-bill/661,"95th Congress (1977-1978)",,"An Act to reinstate the Modoc, Wyandotte, Peoria, and Ottawa Indian Tribes of Oklahoma as federally supervised and recognized Indian tribes.","Sen. Bartlett, Dewey F. [R-OK]",02/07/1977,,,,0,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",05/15/1978,"Public Law 95-281."
"S. 649",https://www.congress.gov/bill/95th-congress/senate-bill/649,"95th Congress (1977-1978)",,"A bill to authorize payment of salaries of certain members of Senate committee staffs at the rates paid to them on January 4, 1977.","Sen. Byrd, Robert C. [D-WV]",02/04/1977,,,,0,,02/16/1977,"Public law 95-4."
"S. 626",https://www.congress.gov/bill/95th-congress/senate-bill/626,"95th Congress (1977-1978)",,"Reorganization Act","Sen. Ribicoff, Abraham A. [D-CT]",02/04/1977,,,,1,"House - Government Operations | Senate - Governmental Affairs",04/06/1977,"Public law 95-17."
"S. 612",https://www.congress.gov/bill/95th-congress/senate-bill/612,"95th Congress (1977-1978)",,"An Act for the relief of Timmy Lao Olavere.","Sen. Matsunaga, Spark M. [D-HI]",02/03/1977,,,,0,"House - Judiciary | Senate - Judiciary",10/28/1978,"Private Law 95-112."
"S. 602",https://www.congress.gov/bill/95th-congress/senate-bill/602,"95th Congress (1977-1978)",,"An Act to extend and revise the Library Services and Construction Act, and for other purposes.","Sen. Pell, Claiborne [D-RI]",02/03/1977,,,,6,"Senate - Human Resources",10/07/1977,"Public Law 95-123."
"S. 579",https://www.congress.gov/bill/95th-congress/senate-bill/579,"95th Congress (1977-1978)",,"A bill for the relief of Imelda C. Jayag Potter.","Sen. Magnuson, Warren G. [D-WA]",02/02/1977,,,,0,"House - Judiciary | Senate - Judiciary",10/28/1978,"Private Law 95-111."
"S. 556",https://www.congress.gov/bill/95th-congress/senate-bill/556,"95th Congress (1977-1978)",,"A bill for the relief of Lee Young Soo.","Sen. Dole, Robert J. [R-KS]",02/01/1977,,,,0,"House - Judiciary | Senate - Judiciary",11/07/1977,"Private Law 95-12."
"S. 555",https://www.congress.gov/bill/95th-congress/senate-bill/555,"95th Congress (1977-1978)",,"Ethics in Government Act","Sen. Ribicoff, Abraham A. [D-CT]",02/01/1977,,,,28,"Senate - Governmental Affairs, Judiciary",10/26/1978,"Public Law 95-521."
"S. 553",https://www.congress.gov/bill/95th-congress/senate-bill/553,"95th Congress (1977-1978)",,"An Act to amend the boundary of Cibola National Forest, designate an intended wilderness area, and for other purposes.","Sen. Domenici, Pete V. [R-NM]",02/01/1977,,,,0,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",11/08/1978,"Public Law 95-614."
"S. 521",https://www.congress.gov/bill/95th-congress/senate-bill/521,"95th Congress (1977-1978)",,"A bill to amend the John F. Kennedy Center Act to authorize funds for the repair of leaks.","Sen. Morgan, Robert B. [D-NC]",01/31/1977,,,,0,"Senate - Environment and Public Works",06/20/1977,"Public Law 95-50."
"S. 489",https://www.congress.gov/bill/95th-congress/senate-bill/489,"95th Congress (1977-1978)",,"An Act to authorize supplemental military assistance to Portugal for the fiscal year 1977, and for other purposes.","Sen. Brooke, Edward W. [R-MA]",01/28/1977,,,,10,"Senate - Foreign Relations",04/30/1977,"Public Law 95-23."
"S. 482",https://www.congress.gov/bill/95th-congress/senate-bill/482,"95th Congress (1977-1978)",,"An Act to direct the Secretary of the Interior to purchase and hold certain lands in trust for the Zuni Indian Tribe of New Mexico, and to confer jurisdiction on the Court of Claims with respect to land claims of such tribe.","Sen. Domenici, Pete V. [R-NM]",01/28/1977,,,,1,"House - Interior and Insular Affairs",05/15/1978,"Public Law 95-280."
"S. 474",https://www.congress.gov/bill/95th-congress/senate-bill/474,"95th Congress (1977-1978)",,"An Act to authorize the President of the United States to order emergency deliveries and transportation of natural gas to deal with existing imminent shortages by providing assistance in meeting requirements for high priority uses; to provide authority for short-term emergency purchases of natural gas, and for other purposes.","Sen. Byrd, Robert C. [D-WV]",01/26/1977,,,,14,,02/02/1977,"Public law 95-2."
"S. 464",https://www.congress.gov/bill/95th-congress/senate-bill/464,"95th Congress (1977-1978)",,"A bill for the relief of Sameek Keshary Ray.","Sen. Proxmire, William [D-WI]",01/26/1977,,,,0,"House - Judiciary | Senate - Judiciary",11/02/1978,"Private Law 95-167."
"S. 455",https://www.congress.gov/bill/95th-congress/senate-bill/455,"95th Congress (1977-1978)",,"A bill for the relief of Ermelinda Rossi.","Sen. Laxalt, Paul D. [R-NV]",01/26/1977,,,,0,"House - Judiciary | Senate - Judiciary",11/07/1977,"Private Law 95-11."
"S. 425",https://www.congress.gov/bill/95th-congress/senate-bill/425,"95th Congress (1977-1978)",,"A bill to authorize the President of the United States to present on behalf of the Congress a specially struck gold medal, to Lt. Gen. Ira C. Eaker, U.S. Air Force--retired.","Sen. Goldwater, Barry [R-AZ]",01/25/1977,,,,0,"House - Banking, Finance, and Urban Affrs | Senate - Banking, Housing, and Urban Affairs",10/10/1978,"Public Law 95-438."
"S. 422",https://www.congress.gov/bill/95th-congress/senate-bill/422,"95th Congress (1977-1978)",,"A bill for the relief of the First Baptist Church of Paducah, Ky.","Sen. Ford, Wendell H. [D-KY]",01/25/1977,,,,1,"House - Judiciary | Senate - Judiciary",05/16/1978,"Private Law 95-38."
"S. 415",https://www.congress.gov/bill/95th-congress/senate-bill/415,"95th Congress (1977-1978)",,"A bill to amend the Anadromous Fish Conservation Act to include fish in Lake Champlain that ascend streams to spawn.","Sen. Leahy, Patrick J. [D-VT]",01/24/1977,,,,1,"House - Merchant Marine and Fisheries | Senate - Environment and Public Works",10/17/1978,"Public Law 95-464."
"S. 409",https://www.congress.gov/bill/95th-congress/senate-bill/409,"95th Congress (1977-1978)",,"A bill to designate the Meat Animal Research Center located near Clay Center, Nebr., as the Roman L. Hruska Meat Animal Research Center.","Sen. Curtis, Carl T. [R-NE]",01/24/1977,,,,1,"House - Agriculture | Senate - Agriculture, Nutrition, and Forestry",10/10/1978,"Public Law 95-436."
"S. 405",https://www.congress.gov/bill/95th-congress/senate-bill/405,"95th Congress (1977-1978)",,"A bill for the relief of Chong Cha Williams.","Sen. Allen, James B. [D-AL]",01/24/1977,,,,0,"House - Judiciary | Senate - Judiciary",08/28/1978,"Private Law 95-49."
"S. 393",https://www.congress.gov/bill/95th-congress/senate-bill/393,"95th Congress (1977-1978)",,"An Act to provide for the study of certain lands to determine their suitability for designation as wilderness in accordance with the Wilderness Act of 1964, and for other purposes.","Sen. Metcalf, Lee [D-MT]",01/24/1977,,,,0,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",11/01/1977,"Public Law 95-150."
"S. 391",https://www.congress.gov/bill/95th-congress/senate-bill/391,"95th Congress (1977-1978)",,"A bill for the relief of Brigitte Marie Harwood.","Sen. Culver, John C. [D-IA]",01/24/1977,,,,0,"House - Judiciary | Senate - Judiciary",10/31/1978,"Private Law 95-154."
"S. 385",https://www.congress.gov/bill/95th-congress/senate-bill/385,"95th Congress (1977-1978)",,"A bill to name a certain Federal building in Grand Rapids, Mich., the ""Gerald R. Ford Building.""","Sen. Griffin, Robert P. [R-MI]",01/19/1977,,,,0,"House - Public Works and Transportation | Senate - Environment and Public Works",05/04/1977,"Public law 95-25."
"S. 337",https://www.congress.gov/bill/95th-congress/senate-bill/337,"95th Congress (1977-1978)",,"A bill for the relief of Miriama Jones.","Sen. Inouye, Daniel K. [D-HI]",01/19/1977,,,,0,"House - Judiciary | Senate - Judiciary",10/28/1978,"Private Law 95-110."
"S. 305",https://www.congress.gov/bill/95th-congress/senate-bill/305,"95th Congress (1977-1978)",,"An Act to amend the Securities Exchange Act of 1934 to make it unlawful for an issuer of securities registered pursuant to section 12 of such Act or an issuer required to file reports pursuant to section 15(d) of such Act to make certain payments to foreign officials and other foreign persons, to require such issuers to maintain accurate records, and for other purposes.","Sen. Proxmire, William [D-WI]",01/18/1977,,,,1,"House - Commerce | Senate - Banking, Housing, and Urban Affairs",12/19/1977,"Public Law 95-213."
"S. 286",https://www.congress.gov/bill/95th-congress/senate-bill/286,"95th Congress (1977-1978)",,"An Act to repeal certain requirements relating to notice of animal and plant quarantines, and for other purposes.","Sen. Dole, Robert J. [R-KS]",01/18/1977,,,,0,"House - Agriculture | Senate - Agriculture, Nutrition, and Forestry",10/10/1978,"Public Law 95-439."
"S. 275",https://www.congress.gov/bill/95th-congress/senate-bill/275,"95th Congress (1977-1978)",,"An Act to provide price and income protection for farmers and assure consumers of an abundance of food and fiber at reasonable prices, and for other purposes.","Sen. Talmadge, Herman E. [D-GA]",01/18/1977,,,,7,"Senate - Agriculture, Nutrition, and Forestry",09/29/1977,"Public Law 95-113."
"S. 274",https://www.congress.gov/bill/95th-congress/senate-bill/274,"95th Congress (1977-1978)",,"An Act to amend title 10, United States Code, to prohibit union organization of the armed forces, membership in military labor organizations by members of the armed forces, and recognition of military labor organizations by the Government, and for other purposes.","Sen. Thurmond, Strom [R-SC]",01/18/1977,,,,49,"House - Armed Services, Post Office and Civil Service | Senate - Armed Services",11/08/1978,"Public Law 95-610."
"S. 266",https://www.congress.gov/bill/95th-congress/senate-bill/266,"95th Congress (1977-1978)",,"An Act to authorize appropriations for financial assistance to limit radiation exposure to the public from uranium mill tailings used for construction, and for other purposes.","Sen. Jackson, Henry M. [D-WA]",01/14/1977,,,,1,"House - Commerce, Interior and Insular Affairs | Senate - Joint Atomic Energy, Energy and Natural Resources",02/21/1978,"Public Law 95-236."
"S. 213",https://www.congress.gov/bill/95th-congress/senate-bill/213,"95th Congress (1977-1978)",,"A bill to amend the Accounting and Auditing Act of 1950 to provide for the audit, by the Comptroller General, of the Internal Revenue Service and of the Bureau of Alcohol, Tobacco, and Firearms.","Sen. Metcalf, Lee [D-MT]",01/14/1977,,,,0,"House - Government Operations | Senate - Governmental Affairs",10/07/1977,"Public Law 95-125."
"S. 142",https://www.congress.gov/bill/95th-congress/senate-bill/142,"95th Congress (1977-1978)",,"A bill for the relief of Gaspar Louis Sayoc.","Sen. Zorinsky, Edward [D-NE]",01/11/1977,,,,0,"House - Judiciary | Senate - Judiciary",10/30/1978,"Private Law 95-140."
"S. 126",https://www.congress.gov/bill/95th-congress/senate-bill/126,"95th Congress (1977-1978)",,"An Act to reduce the hazards of earthquakes, and for other purposes.","Sen. Cranston, Alan [D-CA]",01/10/1977,,,,16,"Senate - Commerce, Science, and Transportation",10/07/1977,"Public Law 95-124."
"S. 106",https://www.congress.gov/bill/95th-congress/senate-bill/106,"95th Congress (1977-1978)",,"An Act to provide for furthering the conservation, protection, and enhancement of the Nation's soil, water, and related resources for sustained use, and for other purposes.","Sen. Huddleston, Walter (Dee) [D-KY]",01/10/1977,,,,8,"House - Agriculture | Senate - Agriculture, Nutrition, and Forestry",11/18/1977,"Public Law 95-192."
"S. 36",https://www.congress.gov/bill/95th-congress/senate-bill/36,"95th Congress (1977-1978)",,"An Act to authorize appropriations to the Energy Research and Development Administration in accordance with section 261 of the Atomic Energy Act of 1954, as amended, section 305 of the Energy Reorganization Act of 1974, and section 16 of the Federal Nonnuclear Energy Research and Development Act of 1974, and for other purposes.","Sen. Jackson, Henry M. [D-WA]",01/10/1977,,,,0,"House - Science and Technology | Senate - Energy and Natural Resources",06/03/1977,"Public Law 95-39."
"S. 9",https://www.congress.gov/bill/95th-congress/senate-bill/9,"95th Congress (1977-1978)",,"Outer Continental Shelf Lands Act Amendments","Sen. Jackson, Henry M. [D-WA]",01/10/1977,,,,1,"Senate - Energy and Natural Resources",09/18/1978,"Public Law 95-372."
"S.J.Res. 165",https://www.congress.gov/bill/95th-congress/senate-joint-resolution/165,"95th Congress (1977-1978)",,"To provide for a temporary extension of certain Federal Housing Administration mortgage insurance and related authorities, of the national flood insurance program, of the crime insurance and riot reinsurance programs, of certain rural housing authorities, and for other purposes.","Sen. Proxmire, William [D-WI]",09/26/1978,,,,4,"Senate - Banking, Housing, and Urban Affairs",09/30/1978,"Public Law 95-406."
"S.J.Res. 160",https://www.congress.gov/bill/95th-congress/senate-joint-resolution/160,"95th Congress (1977-1978)",,"A joint resolution to initiate preliminary studies for the restoration and renovation of the Pension Building in Washington, DC, to house a museum of the building arts, and for other purposes.","Sen. Moynihan, Daniel Patrick [D-NY]",09/11/1978,,,,0,"House - Public Works and Transportation | Senate - Environment and Public Works",11/04/1978,"Public Law 95-596."
"S.J.Res. 154",https://www.congress.gov/bill/95th-congress/senate-joint-resolution/154,"95th Congress (1977-1978)",,"A joint resolution authorizing the President to invite the States of the Union and foreign nations to participate in the International Petroleum Exposition to be held at Tulsa, Oklahoma, from September 10, 1979, through September 13, 1979.","Sen. Bartlett, Dewey F. [R-OK]",08/18/1978,,,,1,"Senate - Foreign Relations",10/05/1978,"Public Law 95-411."
"S.J.Res. 140",https://www.congress.gov/bill/95th-congress/senate-joint-resolution/140,"95th Congress (1977-1978)",,"A joint resolution to authorize and request the President to proclaim June 11,1978, as ""American University Press Day"" to commemorate the centennial of university press publishing in America.","Sen. Mathias, Charles McC., Jr. [R-MD]",06/08/1978,,,,0,,06/14/1978,"Public Law 95-294."
"S.J.Res. 137",https://www.congress.gov/bill/95th-congress/senate-joint-resolution/137,"95th Congress (1977-1978)",,"A joint resolution reaffirming the unity of the North Atlantic Alliance commitment.","Sen. Byrd, Robert C. [D-WV]",05/24/1978,,,,9,,05/30/1978,"Public Law 95-287."
