"Downloaded on",02/17/2020,"12:01:54 EST"
"Search URL",https://www.congress.gov/search?s=2&searchResultViewType=expanded&KWICView=false&q=%7B%22source%22%3A%5B%22legislation%22%5D%2C%22chamber%22%3A%22Senate%22%2C%22congress%22%3A%5B%2296%22%2C%2295%22%2C%2294%22%5D%2C%22bill-status%22%3A%5B%22law%22%5D%7D

"Legislation Number",URL,Congress,"Amends Bill",Title,Sponsor,"Date of Introduction","Date Offered","Date Submitted","Date Proposed","Number of Cosponsors",Committees,"Latest Action Date","Latest Action"
"S. 1135",https://www.congress.gov/bill/96th-congress/senate-bill/1135,"96th Congress (1979-1980)",,"An act to provide for certain lands to be held in trust for the Moapa Band of Paiute and to be considered to be part of the Moapa Indian Reservation.","Sen. Cannon, Howard W. [D-NV]",05/15/1979,,,,1,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",12/02/1980,"Public Law 96-491."
"S. 1125",https://www.congress.gov/bill/96th-congress/senate-bill/1125,"96th Congress (1979-1980)",,"Federal Crop Insurance Act of 1980","Sen. Huddleston, Walter (Dee) [D-KY]",05/14/1979,,,,6,"Senate - Agriculture, Nutrition, and Forestry",09/26/1980,"Public Law 96-365."
"S. 1123",https://www.congress.gov/bill/96th-congress/senate-bill/1123,"96th Congress (1979-1980)",,"An original bill to amend section 204 of the Marine Protection, Research, and Sanctuaries Act of 1972 to authorize appropriations for title II of such Act for fiscal year 1980.","Sen. Cannon, Howard W. [D-NV]",05/11/1979,,,,0,"Senate - Commerce, Science, and Transportation",10/06/1980,"Public Law 96-381."
"S. 1037",https://www.congress.gov/bill/96th-congress/senate-bill/1037,"96th Congress (1979-1980)",,"District of Columbia Retirement Reform Act","Sen. Eagleton, Thomas F. [D-MO]",04/30/1979,,,,1,"Senate - Governmental Affairs",11/17/1979,"Public Law 96-122."
"S. 1030",https://www.congress.gov/bill/96th-congress/senate-bill/1030,"96th Congress (1979-1980)",,"An act to establish an emergency program for the conservation of energy and to provide for a standby rationing plan for motor fuel.","Sen. Johnston, J. Bennett [D-LA]",04/26/1979,,,,2,"House - Commerce | Senate - Energy and Natural Resources",11/05/1979,"Public Law 96-102."
"S. 1019",https://www.congress.gov/bill/96th-congress/senate-bill/1019,"96th Congress (1979-1980)",,"A bill to amend the International Development and Food Assistance Act of 1978 and the Foreign Assistance and Related Programs Appropriations Act, 1979 by striking out certain prohibitions relating to Uganda, and for other purposes.","Sen. Church, Frank [D-ID]",04/26/1979,,,,3,"House - Foreign Affairs | Senate - Foreign Relations",09/21/1979,"Public Law 96-67."
"S. 1007",https://www.congress.gov/bill/96th-congress/senate-bill/1007,"96th Congress (1979-1980)",,"An act to authorize supplemental international security assistance for the fiscal year 1979 in support of the peace treaty between Egypt and Israel, and for other purposes.","Sen. Church, Frank [D-ID]",04/25/1979,,,,0,"Senate - Foreign Relations",07/20/1979,"Public Law 96-35."
"S. 988",https://www.congress.gov/bill/96th-congress/senate-bill/988,"96th Congress (1979-1980)",,"Health Programs Extension Act of 1980","Sen. Kennedy, Edward M. [D-MA]",04/23/1979,,,,4,"House - Commerce | Senate - Labor and Human Resources",12/17/1980,"Public Law 96-538."
"S. 985",https://www.congress.gov/bill/96th-congress/senate-bill/985,"96th Congress (1979-1980)",,"A bill to amend the Consolidated Farm and Rural Development Act.","Sen. Talmadge, Herman E. [D-GA]",04/23/1979,,,,0,"Senate - Agriculture, Nutrition, and Forestry",10/13/1980,"Public Law 96-438."
"S. 984",https://www.congress.gov/bill/96th-congress/senate-bill/984,"96th Congress (1979-1980)",,"An act to provide the Secretary of Agriculture with authority to reduce marketing penalties for peanuts.","Sen. Talmadge, Herman E. [D-GA]",04/23/1979,,,,9,"Senate - Agriculture, Nutrition, and Forestry",07/07/1979,"Public Law 96-31."
"S. 976",https://www.congress.gov/bill/96th-congress/senate-bill/976,"96th Congress (1979-1980)",,"An act to authorize appropriations for the international affairs of the Department of the Treasury for fiscal year 1980.","Sen. Proxmire, William [D-WI]",04/23/1979,,,,0,"Senate - Banking, Housing, and Urban Affairs",08/08/1979,"Public Law 96-47."
"S. 975",https://www.congress.gov/bill/96th-congress/senate-bill/975,"96th Congress (1979-1980)",,"An act to authorize appropriations for fiscal year 1980 for intelligence and intelligence-related activities of the United States Government, for the Intelligence Community Staff, and for the Central Intelligence Agency Retirement and Disability System, to authorize supplemental appropriations for fiscal year 1979 for the intelligence and intelligence-related activities of the United States Government, and for other purposes.","Sen. Bayh, Birch [D-IN]",04/18/1979,,,,0,"Senate - Armed Services, Intelligence",11/02/1979,"Public Law 96-100."
"S. 961",https://www.congress.gov/bill/96th-congress/senate-bill/961,"96th Congress (1979-1980)",,"Speedy Trial Act Amendments Act of 1979","Sen. Kennedy, Edward M. [D-MA]",04/10/1979,,,,3,"House - Judiciary | Senate - Judiciary",08/02/1979,"Public Law 96-43."
"S. 932",https://www.congress.gov/bill/96th-congress/senate-bill/932,"96th Congress (1979-1980)",,"Energy Security Act","Sen. Proxmire, William [D-WI]",04/09/1979,,,,0,"Senate - Banking, Housing, and Urban Affairs, Energy and Natural Resources",06/30/1980,"Public Law 96-294."
"S. 927",https://www.congress.gov/bill/96th-congress/senate-bill/927,"96th Congress (1979-1980)",,"A bill to authorize the Smithsonian Institution to plan for the development of the area south of the original Smithsonian Institution Building adjacent to Independence Avenue at Tenth Street, Southwest, in the City of Washington.","Sen. Jackson, Henry M. [D-WA]",04/09/1979,,,,2,"House - House Administration | Senate - Rules and Administration",07/20/1979,"Public Law 96-36."
"S. 917",https://www.congress.gov/bill/96th-congress/senate-bill/917,"96th Congress (1979-1980)",,"A bill to authorize appropriations to carry out the Fishery Conservation and Management Act of 1976 during fiscal years 1980, 1981, and 1982, and for other purposes.","Sen. Magnuson, Warren G. [D-WA]",04/09/1979,,,,5,"House - Merchant Marine and Fisheries | Senate - Commerce, Science, and Transportation",08/15/1979,"Public Law 96-61."
"S. 901",https://www.congress.gov/bill/96th-congress/senate-bill/901,"96th Congress (1979-1980)",,"An act to amend the Clean Water Act of 1977 to extend the moratorium on industrial cost recovery.","Sen. Chafee, John H. [R-RI]",04/05/1979,,,,1,"Senate - Environment and Public Works",12/16/1979,"Public Law 96-148."
"S. 885",https://www.congress.gov/bill/96th-congress/senate-bill/885,"96th Congress (1979-1980)",,"Pacific Northwest Electric Power Planning and Conservation Act","Sen. Jackson, Henry M. [D-WA]",04/05/1979,,,,5,"House - Commerce, Interior and Insular Affairs | Senate - Energy and Natural Resources",12/05/1980,"Public Law 96-501."
"S. 869",https://www.congress.gov/bill/96th-congress/senate-bill/869,"96th Congress (1979-1980)",,"A bill to amend section 207 of title 18, United States Code.","Sen. Ribicoff, Abraham A. [D-CT]",04/04/1979,,,,0,"House - Judiciary | Senate - Environment and Public Works",06/22/1979,"Public Law 96-28."
"S. 838",https://www.congress.gov/bill/96th-congress/senate-bill/838,"96th Congress (1979-1980)",,"An act to authorize appropriations for fiscal years 1980, 1981, and 1982 to carry out cooperative programs with the States for the conservation of anadromous fish, and for other purposes.","Sen. Chafee, John H. [R-RI]",03/29/1979,,,,0,"Senate - Environment and Public Works, Commerce, Science, and Transportation",11/16/1979,"Public Law 96-118."
"S. 817",https://www.congress.gov/bill/96th-congress/senate-bill/817,"96th Congress (1979-1980)",,"A bill to amend the Act of July 2, 1940, as amended, to increase the amount authorized to be appropriated for the Canal Zone Biological Area.","Sen. Jackson, Henry M. [D-WA]",03/28/1979,,,,2,"House - Merchant Marine and Fisheries | Senate - Rules and Administration",10/19/1979,"Public Law 96-89."
"S. 756",https://www.congress.gov/bill/96th-congress/senate-bill/756,"96th Congress (1979-1980)",,"An act to amend the Office of Federal Procurement Policy Act, and for other purposes.","Sen. Chiles, Lawton [D-FL]",03/26/1979,,,,0,"Senate - Governmental Affairs",10/10/1979,"Public Law 96-83."
"S. 751",https://www.congress.gov/bill/96th-congress/senate-bill/751,"96th Congress (1979-1980)",,"Navajo and Hopi Indian Relocation Amendments Act of 1980","Sen. DeConcini, Dennis [D-AZ]",03/26/1979,,,,0,"Senate - Indian Affairs",07/08/1980,"Public Law 96-305."
"S. 737",https://www.congress.gov/bill/96th-congress/senate-bill/737,"96th Congress (1979-1980)",,"Export Administration Act of 1979","Sen. Stevenson, Adlai E., III [D-IL]",03/22/1979,,,,10,"Senate - Banking, Housing, and Urban Affairs",09/29/1979,"Public Law 96-72."
"S. 721",https://www.congress.gov/bill/96th-congress/senate-bill/721,"96th Congress (1979-1980)",,"A bill to amend the Civil Rights Act of 1957 to authorize appropriations for the United States Commission on Civil Rights for fiscal year 1980.","Sen. Bayh, Birch [D-IN]",03/21/1979,,,,0,"Senate - Judiciary",10/06/1979,"Public Law 96-81."
"S. 716",https://www.congress.gov/bill/96th-congress/senate-bill/716,"96th Congress (1979-1980)",,"A bill to amend the Retired Federal Employees Health Benefits Act, as amended, with respect to the Government contribution toward subscription charge.","Sen. Pryor, David H. [D-AR]",03/21/1979,,,,0,"House - Post Office and Civil Service | Senate - Governmental Affairs",12/27/1979,"Public Law 96-156."
"S. 709",https://www.congress.gov/bill/96th-congress/senate-bill/709,"96th Congress (1979-1980)",,"A bill to authorize appropriations for the Coast Guard for fiscal years 1980 and 1981, and for other purposes.","Sen. Cannon, Howard W. [D-NV]",03/21/1979,,,,0,"Senate - Commerce, Science, and Transportation",06/13/1979,"Public Law 96-23."
"S. 707",https://www.congress.gov/bill/96th-congress/senate-bill/707,"96th Congress (1979-1980)",,"A bill for the relief of certain aliens.","Sen. Bentsen, Lloyd M. [D-TX]",03/21/1979,,,,1,"House - Judiciary | Senate - Judiciary",10/19/1980,"Private Law 96-63."
"S. 673",https://www.congress.gov/bill/96th-congress/senate-bill/673,"96th Congress (1979-1980)",,"An act to authorize appropriations for the Department of Energy for national security programs for fiscal year 1980, and for other purposes.","Sen. Jackson, Henry M. [D-WA]",03/15/1979,,,,1,"Senate - Armed Services, Energy and Natural Resources",12/29/1979,"Public Law 96-164."
"S. 670",https://www.congress.gov/bill/96th-congress/senate-bill/670,"96th Congress (1979-1980)",,"An act to provide for the establishment and coordination of rural development policy, to extend until September 30, 1981, the authorizations for appropriations for title V of the Rural Development Act of 1972, and for other purposes.","Sen. Leahy, Patrick J. [D-VT]",03/15/1979,,,,1,"Senate - Agriculture, Nutrition, and Forestry",09/24/1980,"Public Law 96-355."
"S. 668",https://www.congress.gov/bill/96th-congress/senate-bill/668,"96th Congress (1979-1980)",,"A bill to permit the Cow Creek Band of the Umpqua Tribe of Indians to file with the United States Court of Claims any claim such band could have filed with the Indian Claims Commission under the Act of August 13, 1946 (60 Stat. 1049).","Sen. Hatfield, Mark O. [R-OR]",03/14/1979,,,,1,"House - Interior and Insular Affairs | Senate - Indian Affairs",05/26/1980,"Public Law 96-251."
"S. 662",https://www.congress.gov/bill/96th-congress/senate-bill/662,"96th Congress (1979-1980)",,"A bill to provide for increased participation by the United States in the Inter-American Development Bank, the Asian Development Bank, and the African Development Fund.","Sen. Church, Frank [D-ID]",03/14/1979,,,,0,"Senate - Foreign Relations",06/03/1980,"Public Law 96-259."
"S. 659",https://www.congress.gov/bill/96th-congress/senate-bill/659,"96th Congress (1979-1980)",,"A bill for the relief of the Black Hills Area Council of the Boy Scouts of America.","Sen. Pressler, Larry [R-SD]",03/14/1979,,,,0,"House - Judiciary | Senate - Judiciary",08/29/1980,"Private Law 96-58."
"S. 643",https://www.congress.gov/bill/96th-congress/senate-bill/643,"96th Congress (1979-1980)",,"Refugee Act of 1979","Sen. Kennedy, Edward M. [D-MA]",03/13/1979,,,,14,"House - Judiciary | Senate - Judiciary",03/17/1980,"Public Law 96-212."
"S. 640",https://www.congress.gov/bill/96th-congress/senate-bill/640,"96th Congress (1979-1980)",,"Maritime Appropriation Authorization Act for Fiscal Year 1980","Sen. Cannon, Howard W. [D-NV]",03/13/1979,,,,1,"Senate - Commerce, Science, and Transportation",11/16/1979,"Public Law 96-112."
"S. 631",https://www.congress.gov/bill/96th-congress/senate-bill/631,"96th Congress (1979-1980)",,"A bill to authorize the President of the United States to present on behalf of the Congress a specially struck gold medal to John Wayne.","Sen. Goldwater, Barry [R-AZ]",03/13/1979,,,,13,"House - Banking, Finance, and Urban Affrs | Senate - Banking, Housing, and Urban Affairs",05/26/1979,"Public Law 96-15."
"S. 613",https://www.congress.gov/bill/96th-congress/senate-bill/613,"96th Congress (1979-1980)",,"A bill authorizing the President of the United States to present a gold medal to the widow of Hubert H. Humphrey.","Sen. Bentsen, Lloyd M. [D-TX]",03/12/1979,,,,2,"House - Banking, Finance, and Urban Affrs | Senate - Banking, Housing, and Urban Affairs",06/13/1979,"Public Law 96-21."
"S. 598",https://www.congress.gov/bill/96th-congress/senate-bill/598,"96th Congress (1979-1980)",,"Soft Drink Interbrand Competition Act","Sen. Bayh, Birch [D-IN]",03/08/1979,,,,78,"House - Judiciary | Senate - Judiciary",07/09/1980,"Public Law 96-308."
"S. 585",https://www.congress.gov/bill/96th-congress/senate-bill/585,"96th Congress (1979-1980)",,"An act to authorize the Secretary of the Interior to engage in a feasibility study.","Sen. Jackson, Henry M. [D-WA]",03/08/1979,,,,1,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",12/28/1979,"Public Law 96-162."
"S. 576",https://www.congress.gov/bill/96th-congress/senate-bill/576,"96th Congress (1979-1980)",,"A bill for the relief of Larry Grathwohl.","Sen. Hayakawa, Samuel Ichiye [R-CA]",03/07/1979,,,,0,"House - Judiciary | Senate - Veterans' Affairs, Judiciary",12/16/1980,"Private Law 96-73."
"S. 568",https://www.congress.gov/bill/96th-congress/senate-bill/568,"96th Congress (1979-1980)",,"National Science Foundation Authorization and Science and Technology Equal Opportunities Act","Sen. Kennedy, Edward M. [D-MA]",03/07/1979,,,,7,"Senate - Labor and Human Resources",12/12/1980,"Public Law 96-516."
"S. 567",https://www.congress.gov/bill/96th-congress/senate-bill/567,"96th Congress (1979-1980)",,"A bill to amend title 28 of the United States Code to allow the United States attorney and assistant United States attorneys for the Eastern district of New York to reside within 20 miles of the district.","Sen. DeConcini, Dennis [D-AZ]",03/07/1979,,,,0,"House - Judiciary | Senate - Judiciary",10/25/1979,"Public Law 96-91."
"S. 562",https://www.congress.gov/bill/96th-congress/senate-bill/562,"96th Congress (1979-1980)",,"A bill to authorize appropriations to the Nuclear Regulatory Commission in accordance with section 261 of the Atomic Energy Act of 1954, as amended, and Section 305 of the Energy Reorganization Act of 1974, as amended, and for other purposes.","Sen. Hart, Gary W. [D-CO]",03/07/1979,,,,0,"Senate - Environment and Public Works",06/30/1980,"Public Law 96-295."
"S. 551",https://www.congress.gov/bill/96th-congress/senate-bill/551,"96th Congress (1979-1980)",,"A bill for the relief of Fred W. Sloat of Salt Lake City, Utah.","Sen. Garn, E. J. (Jake) [R-UT]",03/05/1979,,,,0,"House - Judiciary | Senate - Judiciary",12/19/1980,"Private Law 96-89."
"S. 544",https://www.congress.gov/bill/96th-congress/senate-bill/544,"96th Congress (1979-1980)",,"An act to amend titles XV and XVI of the Public Health Service Act to revise and extend the authorities and requirements under those titles for health planning and health resources development, and for other purposes.","Sen. Kennedy, Edward M. [D-MA]",03/05/1979,,,,0,"House - Commerce | Senate - Human Resources",10/04/1979,"Public Law 96-79."
"S. 532",https://www.congress.gov/bill/96th-congress/senate-bill/532,"96th Congress (1979-1980)",,"Pension Policy Commission Act","Sen. Pryor, David H. [D-AR]",03/05/1979,,,,1,"Senate - Governmental Affairs",05/24/1979,"Public Law 96-14."
"S. 525",https://www.congress.gov/bill/96th-congress/senate-bill/525,"96th Congress (1979-1980)",,"Drug Abuse Prevention, Treatment, and Rehabilitation Act of 1979","Sen. Riegle, Donald W., Jr. [D-MI]",03/01/1979,,,,1,"House - Commerce | Senate - Human Resources",01/02/1980,"Public Law 96-181."
"S. 497",https://www.congress.gov/bill/96th-congress/senate-bill/497,"96th Congress (1979-1980)",,"An act to extend for three fiscal years the authorizations of appropriations under section 789 and title XII of the Public Health Service Act relating to emergency medical services, to revise and improve the authorities for assistance under such title XII, to increase the authorizations of appropriations and revise and improve the authorities for assistance under part B of title XI of such Act for sudden infant death syndrome counseling and information projects, and for other purposes.","Sen. Cranston, Alan [D-CA]",02/26/1979,,,,5,"Senate - Human Resources",12/12/1979,"Public Law 96-142."
"S. 496",https://www.congress.gov/bill/96th-congress/senate-bill/496,"96th Congress (1979-1980)",,"An act to increase the appropriations ceiling for title I of the Colorado River Basin Salinity Control Act (the Act of June 24, 1974; 88 Stat. 266), to increase the appropriations authorization for the Small Reclamation Projects Act of 1956 (70 Stat. 1044), and for other purposes.","Sen. Jackson, Henry M. [D-WA]",02/26/1979,,,,0,"Senate - Energy and Natural Resources",09/04/1980,"Public Law 96-336."
"S. 453",https://www.congress.gov/bill/96th-congress/senate-bill/453,"96th Congress (1979-1980)",,"A bill for the relief of Joe L. Frazier of Elko, Nevada.","Sen. Laxalt, Paul D. [R-NV]",02/22/1979,,,,0,"House - Judiciary | Senate - Judiciary",12/18/1980,"Private Law 96-75."
"S. 444",https://www.congress.gov/bill/96th-congress/senate-bill/444,"96th Congress (1979-1980)",,"A bill for the relief of the Jewish Employment Vocational Service, Saint Louis, Missouri.","Sen. Eagleton, Thomas F. [D-MO]",02/21/1979,,,,0,"House - Judiciary | Senate - Judiciary",12/18/1980,"Private Law 96-74."
"S. 440",https://www.congress.gov/bill/96th-congress/senate-bill/440,"96th Congress (1979-1980)",,"Comprehensive Alcohol Abuse and Alcoholism Prevention, Treatment, and Rehabilitation Act Amendments of 1979","Sen. Riegle, Donald W., Jr. [D-MI]",02/21/1979,,,,2,"House - Commerce | Senate - Human Resources",01/02/1980,"Public Law 96-180."
"S. 436",https://www.congress.gov/bill/96th-congress/senate-bill/436,"96th Congress (1979-1980)",,"A bill to amend section 15 (d) of the Tennessee Valley Authority Act of 1933 to increase the amount of debt which may be incurred by the Tennessee Valley Authority.","Sen. Baker, Howard H., Jr. [R-TN]",02/21/1979,,,,2,"Senate - Environment and Public Works",10/31/1979,"Public Law 96-97."
"S. 429",https://www.congress.gov/bill/96th-congress/senate-bill/429,"96th Congress (1979-1980)",,"An act to authorize supplemental appropriations for fiscal year 1979 for procurement of aircraft, missiles, and naval vessels for research, development, test, and evaluation for the Armed Forces, and for other purposes.","Sen. Stennis, John C. [D-MS]",02/09/1979,,,,1,"Senate - Armed Services",06/27/1979,"Public Law 96-29."
"S. 428",https://www.congress.gov/bill/96th-congress/senate-bill/428,"96th Congress (1979-1980)",,"An act to authorize appropriations for fiscal year 1980 for procurement of aircraft, missiles, naval vessels, tracked combat vehicles, torpedoes, and other weapons and for research, development, test, and evaluation for the Armed Forces, to prescribe the authorized personnel strength for each active duty component and the Selected Reserve of each Reserve component of the Armed Forces and for civilian personnel of the Department of Defense, to authorize the military training student loads, to authorize appropriations for fiscal year 1980 for civil defense, and for other purposes.","Sen. Stennis, John C. [D-MS]",02/09/1979,,,,1,"Senate - Armed Services",11/09/1979,"Public Law 96-107."
"S. 423",https://www.congress.gov/bill/96th-congress/senate-bill/423,"96th Congress (1979-1980)",,"An act to provide financial assistance for the development and maintenance of effective, fair, inexpensive, and expeditious mechanisms for the resolution for minor disputes.","Sen. Ford, Wendell H. [D-KY]",02/09/1979,,,,6,"House - Commerce, Judiciary | Senate - Governmental Affairs",02/12/1980,"Public Law 96-190."
"S. 411",https://www.congress.gov/bill/96th-congress/senate-bill/411,"96th Congress (1979-1980)",,"An act to amend the Natural Gas Pipeline Safety Act of 1968 to provide for the safe operation of pipelines transporting natural gas and liquefied petroleum gas, to provide standards with respect to the siting, construction, and operation of liquefied natural gas facilities, and for other purposes.","Sen. Cannon, Howard W. [D-NV]",02/09/1979,,,,0,"Senate - Commerce, Science, and Transportation",11/30/1979,"Public Law 96-129."
"S. 390",https://www.congress.gov/bill/96th-congress/senate-bill/390,"96th Congress (1979-1980)",,"Antitrust Procedural Improvements Act of 1980","Sen. Metzenbaum, Howard M. [D-OH]",02/08/1979,,,,7,"House - Judiciary | Senate - Judiciary",09/12/1980,"Public Law 96-349."
"S. 348",https://www.congress.gov/bill/96th-congress/senate-bill/348,"96th Congress (1979-1980)",,"A bill to authorize the President of the United States to present on behalf of the Congress a specially struck gold medal to Ben Abruzzo, Maxie Anderson, and Larry Newman.","Sen. Domenici, Pete V. [R-NM]",02/06/1979,,,,1,"House - Banking, Finance, and Urban Affrs | Senate - Banking, Housing, and Urban Affairs",06/13/1979,"Public Law 96-20."
"S. 341",https://www.congress.gov/bill/96th-congress/senate-bill/341,"96th Congress (1979-1980)",,"A bill to authorize the Three Affiliated Tribes of the Fort Berthold Reservation to file in the Court of Claims any claims against the United States for damages for delay in payment for lands claimed to be taken in violation of the United States Constitution, and for other purposes.","Sen. Burdick, Quentin N. [D-ND]",02/05/1979,,,,1,"House - Interior and Insular Affairs | Senate - Indian Affairs, Judiciary",10/09/1980,"Public Law 96-404."
"S. 327",https://www.congress.gov/bill/96th-congress/senate-bill/327,"96th Congress (1979-1980)",,"A bill for the relief of Shavji Purshottam Dusara, his wife, Vasanti Shavji Dusara, and their child, Shreedhar Dusara.","Sen. Hatch, Orrin G. [R-UT]",02/01/1979,,,,0,"House - Judiciary | Senate - Judiciary",12/22/1980,"Private Law 96-118."
"S. 299",https://www.congress.gov/bill/96th-congress/senate-bill/299,"96th Congress (1979-1980)",,"An act to amend title 5, United States Code, to improve Federal rulemaking by creating procedures to analyze the availability of more flexible regulatory approaches for small entities, and for other purposes.","Sen. Culver, John C. [D-IA]",01/31/1979,,,,29,"Senate - Judiciary",09/19/1980,"Public Law 96-354."
"S. 275",https://www.congress.gov/bill/96th-congress/senate-bill/275,"96th Congress (1979-1980)",,"An Act for the relief of Leah Mi Cohen.","Sen. Heinz, John [R-PA]",01/31/1979,,,,0,"House - Judiciary | Senate - Judiciary",10/04/1979,"Private Law 96-5."
"S. 261",https://www.congress.gov/bill/96th-congress/senate-bill/261,"96th Congress (1979-1980)",,"An act to provide for the development of State plans for the construction and improvement of subterminal storage and transportation facilities for certain types of agricultural commodities within the State or within a group of States acting together on a regional basis, and to amend the Consolidated Farm and Rural Development Act to authorize loans for the construction and improvement of such facilities, and for other purposes.","Sen. McGovern, George [D-SD]",01/31/1979,,,,1,"House - Agriculture | Senate - Agriculture, Nutrition, and Forestry",09/25/1980,"Public Law 96-358."
"S. 241",https://www.congress.gov/bill/96th-congress/senate-bill/241,"96th Congress (1979-1980)",,"Justice System Improvement Act of 1979","Sen. Kennedy, Edward M. [D-MA]",01/29/1979,,,,12,"Senate - Judiciary",12/27/1979,"Public Law 96-157."
"S. 239",https://www.congress.gov/bill/96th-congress/senate-bill/239,"96th Congress (1979-1980)",,"Domestic Volunteer Service Act Amendments of 1979","Sen. Cranston, Alan [D-CA]",01/25/1979,,,,3,"Senate - Human Resources",12/13/1979,"Public Law 96-143."
"S. 237",https://www.congress.gov/bill/96th-congress/senate-bill/237,"96th Congress (1979-1980)",,"Federal Magistrate Act of 1979","Sen. DeConcini, Dennis [D-AZ]",01/25/1979,,,,1,"House - Judiciary | Senate - Judiciary",10/10/1979,"Public Law 96-82."
"S. 233",https://www.congress.gov/bill/96th-congress/senate-bill/233,"96th Congress (1979-1980)",,"A bill to amend the International Travel Act of 1961 to authorize additional appropriations, and for other purposes.","Sen. Cannon, Howard W. [D-NV]",01/25/1979,,,,9,"House - Commerce | Senate - Commerce, Science, and Transportation",10/10/1979,"Public Law 96-85."
"S. 230",https://www.congress.gov/bill/96th-congress/senate-bill/230,"96th Congress (1979-1980)",,"Nurse Training Amendments of 1979","Sen. Javits, Jacob K. [R-NY]",01/25/1979,,,,31,"House - Commerce | Senate - Human Resources",09/29/1979,"Public Law 96-76."
"S. 215",https://www.congress.gov/bill/96th-congress/senate-bill/215,"96th Congress (1979-1980)",,"A bill for the relief of Renuka Pavla.","Sen. Packwood, Bob [R-OR]",01/25/1979,,,,0,"House - Judiciary | Senate - Judiciary",09/26/1980,"Private Law 96-60."
"S. 214",https://www.congress.gov/bill/96th-congress/senate-bill/214,"96th Congress (1979-1980)",,"A bill for the relief of Rocio Edmondson.","Sen. Durkin, John A. [D-NH]",01/25/1979,,,,0,"House - Judiciary | Senate - Judiciary",03/03/1980,"Private Law 96-44."
"S. 210",https://www.congress.gov/bill/96th-congress/senate-bill/210,"96th Congress (1979-1980)",,"An act to establish a Department of Education, and for other purposes.","Sen. Ribicoff, Abraham A. [D-CT]",01/24/1979,,,,47,"Senate - Governmental Affairs",10/17/1979,"Public Law 96-88."
"S. 199",https://www.congress.gov/bill/96th-congress/senate-bill/199,"96th Congress (1979-1980)",,"Shipping Act Amendments of 1979","Sen. Inouye, Daniel K. [D-HI]",01/23/1979,,,,1,"House - Merchant Marine and Fisheries | Senate - Commerce, Science, and Transportation",06/19/1979,"Public Law 96-25."
"S. 170",https://www.congress.gov/bill/96th-congress/senate-bill/170,"96th Congress (1979-1980)",,"A bill for the relief of Janet Abraham, also known as Janet Susan Abraham.","Sen. Matsunaga, Spark M. [D-HI]",01/23/1979,,,,0,"House - Judiciary | Senate - Judiciary",12/05/1979,"Private Law 96-21."
"S. 151",https://www.congress.gov/bill/96th-congress/senate-bill/151,"96th Congress (1979-1980)",,"A bill for the relief of Jerry W. Manandic and Ceferino W. Manandic.","Sen. Inouye, Daniel K. [D-HI]",01/23/1979,,,,0,"House - Judiciary | Senate - Judiciary",12/05/1979,"Private Law 96-20."
"S. 132",https://www.congress.gov/bill/96th-congress/senate-bill/132,"96th Congress (1979-1980)",,"A bill for the relief of Dirk Vierkant.","Sen. Baker, Howard H., Jr. [R-TN]",01/23/1979,,,,0,"House - Judiciary | Senate - Judiciary",12/05/1979,"Private Law 96-19."
"S. 120",https://www.congress.gov/bill/96th-congress/senate-bill/120,"96th Congress (1979-1980)",,"A bill for the relief of Maria Elena Foley and Caritina Ann Foley.","Sen. Cranston, Alan [D-CA]",01/23/1979,,,,0,"House - Judiciary | Senate - Judiciary",12/22/1980,"Private Law 96-117."
"S. 91",https://www.congress.gov/bill/96th-congress/senate-bill/91,"96th Congress (1979-1980)",,"Uniformed Services Survivor Benefits Amendments of 1980","Sen. Thurmond, Strom [R-SC]",01/18/1979,,,,18,"House - Armed Services | Senate - Armed Services",10/09/1980,"Public Law 96-402."
"S. 43",https://www.congress.gov/bill/96th-congress/senate-bill/43,"96th Congress (1979-1980)",,"National Ski Patrol System Recognition Act of 1979","Sen. Hatch, Orrin G. [R-UT]",01/15/1979,,,,62,"House - Judiciary | Senate - Judiciary",12/02/1980,"Public Law 96-489."
"S. 41",https://www.congress.gov/bill/96th-congress/senate-bill/41,"96th Congress (1979-1980)",,"An act to require the Secretary of Agriculture to convey a reversionary interest held by the United States in certain lands located in Bell County, Kentucky, to the Board of Education, Bell County, Kentucky.","Sen. Ford, Wendell H. [D-KY]",01/15/1979,,,,1,"House - Agriculture | Senate - Agriculture, Nutrition, and Forestry",08/14/1979,"Public Law 96-59."
"S. 37",https://www.congress.gov/bill/96th-congress/senate-bill/37,"96th Congress (1979-1980)",,"A bill to repeal a section of P.L. 95-630.","Sen. Proxmire, William [D-WI]",01/15/1979,,,,6,"House - Banking, Finance, and Urban Affrs | Senate - Banking, Housing, and Urban Affairs",03/07/1979,"Public Law 96-3."
"S. 7",https://www.congress.gov/bill/96th-congress/senate-bill/7,"96th Congress (1979-1980)",,"Veterans Health Care Amendments of 1979","Sen. Cranston, Alan [D-CA]",01/15/1979,,,,9,"Senate - Veterans' Affairs",06/13/1979,"Public Law 96-22."
