"Downloaded on",02/17/2020,"12:02:27 EST"
"Search URL",https://www.congress.gov/search?s=2&searchResultViewType=expanded&KWICView=false&q=%7B%22source%22%3A%5B%22legislation%22%5D%2C%22chamber%22%3A%22Senate%22%2C%22bill-status%22%3A%5B%22law%22%5D%2C%22congress%22%3A%2293%22%7D

"Legislation Number",URL,Congress,"Amends Bill",Title,Sponsor,"Date of Introduction","Date Offered","Date Submitted","Date Proposed","Number of Cosponsors",Committees,"Latest Action Date","Latest Action"
"S. 1615",https://www.congress.gov/bill/93rd-congress/senate-bill/1615,"93rd Congress (1973-1974)",,"A bill for the relief of August F. Walz.","Sen. Roth Jr., William V. [R-DE]",04/17/1973,,,,0,"House - Judiciary | Senate - Judiciary",03/29/1974,"Private Law 93-52."
"S. 1585",https://www.congress.gov/bill/93rd-congress/senate-bill/1585,"93rd Congress (1973-1974)",,"A bill to prevent the unauthorized manufacture and use of the character ""Woodsy Owl"", and for other purposes.","Sen. Talmadge, Herman E. [D-GA]",04/16/1973,,,,0,"House - Judiciary | Senate - Agriculture",06/22/1974,"Public law 93-318."
"S. 1570",https://www.congress.gov/bill/93rd-congress/senate-bill/1570,"93rd Congress (1973-1974)",,"An Act to authorize and require the President of the United States to allocate crude oil, residual fuel oil, and refined petroleum products to deal with existing or imminent shortages and dislocations in the national distribution system which jeopardize the public health, safety, or welfare; to provide for the delegation of authority; and for other purposes.","Sen. Jackson, Henry M. [D-WA]",04/13/1973,,,,1,"House - Commerce | Senate - Interior and Insular Affairs",11/27/1973,"Public law 93-159."
"S. 1561",https://www.congress.gov/bill/93rd-congress/senate-bill/1561,"93rd Congress (1973-1974)",,"A bill to provide that Mansfield Lake, Ind., shall be known as ""Cecil M. Harden Lake"".","Sen. Hartke, Vance [D-IN]",04/12/1973,,,,0,"House - Public Works | Senate - Public Works",12/14/1974,"Public law 93-521."
"S. 1559",https://www.congress.gov/bill/93rd-congress/senate-bill/1559,"93rd Congress (1973-1974)",,"An Act to assure opportunities for employment and training to unemployed and underemployed persons.","Sen. Nelson, Gaylord [D-WI]",04/12/1973,,,,1,"House - Education and Labor | Senate - Labor and Public Welfare",12/28/1973,"Public law 93-203."
"S. 1529",https://www.congress.gov/bill/93rd-congress/senate-bill/1529,"93rd Congress (1973-1974)",,"An Act to authorize the Secretary of the Interior to enter into agreements with non-Federal agencies for the replacement of the existing American Falls Dam, Minidoka project, Idaho, and for other purposes.","Sen. Church, Frank [D-ID]",04/10/1973,,,,1,"House - Interior and Insular Affairs | Senate - Interior and Insular Affairs",12/28/1973,"Public law 93-206."
"S. 1501",https://www.congress.gov/bill/93rd-congress/senate-bill/1501,"93rd Congress (1973-1974)",,"A bill to amend the Water Resources Planning Act to provide for continuing authorization for appropriations.","Sen. Jackson, Henry M. [D-WA]",04/06/1973,,,,1,"House - Interior and Insular Affairs | Senate - Interior and Insular Affairs",07/01/1973,"Public law 93-55."
"S. 1494",https://www.congress.gov/bill/93rd-congress/senate-bill/1494,"93rd Congress (1973-1974)",,"A bill to amend section 236 of the Central Intelligence Agency Retirement Act of 1964 for Certain Employees to limit the number of employees that may be retired under such Act during specified periods.","Sen. Cannon, Howard W. [D-NV]",04/05/1973,,,,0,"House - Armed Services | Senate - Armed Services",05/08/1973,"Public law 93-31."
"S. 1493",https://www.congress.gov/bill/93rd-congress/senate-bill/1493,"93rd Congress (1973-1974)",,"A bill to amend title 37, United States Code, relating to promotion of members of the uniformed services who are in a missing status.","Sen. Thurmond, Strom [R-SC]",04/05/1973,,,,0,"Senate - Armed Services",04/27/1973,"Public law 93-26."
"S. 1479",https://www.congress.gov/bill/93rd-congress/senate-bill/1479,"93rd Congress (1973-1974)",,"A bill to amend subsection (b) of section 214 and subsection (c)(1) of section 222 of the Communications Act of 1934, as amended, in order to designate the Secretary of Defense (rather than the Secretaries of the Army and the Navy) as the person entitled to receive official notice of the filing of certain applications in the common carrier service and to provide notice to the Secretary of State where under section 214 applications involve service to foreign points.","Sen. Magnuson, Warren G. [D-WA]",04/05/1973,,,,1,"House - Commerce | Senate - Commerce",11/30/1974,"Public law 93-506."
"S. 1443",https://www.congress.gov/bill/93rd-congress/senate-bill/1443,"93rd Congress (1973-1974)",,"Foreign Assistance Act of 1973","Sen. Fulbright, James [D-AR]",04/03/1973,,,,0,"House - Foreign Affairs | Senate - Foreign Relations",12/17/1973,"Public law 93-189."
"S. 1435",https://www.congress.gov/bill/93rd-congress/senate-bill/1435,"93rd Congress (1973-1974)",,"An Act to reorganize the governmental structure of the District of Columbia, to provide a charter for local government in the District of Columbia subject to acceptance by a majority of the registered qualified electors in the District of Columbia, to delegate certain legislative powers to the local government, to implement certain recommendations of the Commission on the Organization of the Government of the District of Columbia, and for other purposes.","Sen. Eagleton, Thomas F. [D-MO]",04/02/1973,,,,4,"House - District of Columbia | Senate - District of Columbia",12/24/1973,"Public law 93-198."
"S. 1423",https://www.congress.gov/bill/93rd-congress/senate-bill/1423,"93rd Congress (1973-1974)",,"A bill to amend the Labor Management Relations Act, 1947, to permit employer contributions to jointly administered trust funds established by labor organizations to defray costs of legal services.","Sen. Williams, Harrison A., Jr. [D-NJ]",03/29/1973,,,,17,"Senate - Labor and Public Welfare",08/15/1973,"Public law 93-95."
"S. 1418",https://www.congress.gov/bill/93rd-congress/senate-bill/1418,"93rd Congress (1973-1974)",,"A bill to recognize the 50 years of extraordinary and selfless public service of Herbert Hoover, including his many great humanitarian endeavors, his chairmanship of two Commissions of the Organization of the Executive Branch, and his service as 31st President of the United States, and in commemoration of the 100th anniversary of his birth on August 10, 1974, by providing grants to the Hoover Institution on War, Revolution and Peace.","Sen. Hatfield, Mark O. [R-OR]",03/29/1973,,,,33,"House - Education and Labor | Senate - Labor and Public Welfare",01/02/1975,"Public law 93-585."
"S. 1413",https://www.congress.gov/bill/93rd-congress/senate-bill/1413,"93rd Congress (1973-1974)",,"A bill to increase the authorization for fiscal year 1974 for the Committee for Purchase of Products and Services of the Blind and Other Severely Handicapped.","Sen. Javits, Jacob K. [R-NY]",03/28/1973,,,,0,"House - Government Operations | Senate - Labor and Public Welfare",07/30/1973,"Public law 93-76."
"S. 1412",https://www.congress.gov/bill/93rd-congress/senate-bill/1412,"93rd Congress (1973-1974)",,"A bill to declare that certain federally owned lands are held by the United States in trust for the Sisseton-Wahpeton Sioux Tribe of the Lake Traverse Indian Reservation in North and South Dakota.","Sen. McGovern, George [D-SD]",03/28/1973,,,,1,"House - Commerce | Senate - Interior and Insular Affairs",10/26/1974,"Public law 93-489."
"S. 1411",https://www.congress.gov/bill/93rd-congress/senate-bill/1411,"93rd Congress (1973-1974)",,"An Act to authorize the Sisseton and Wahpeton Sioux Tribe of the Lake Traverse Reservation to consolidate its landholdings in North Dakota and South Dakota, and for other purposes.","Sen. McGovern, George [D-SD]",03/28/1973,,,,1,"House - Interior and Insular Affairs | Senate - Interior and Insular Affairs",10/26/1974,"Public law 93-491."
"S. 1410",https://www.congress.gov/bill/93rd-congress/senate-bill/1410,"93rd Congress (1973-1974)",,"An Act to amend section 14(b) of the Federal Reserve Act, as amended, to extend for three months the authority of Federal Reserve banks to purchase United States obligations directly from the Treasury.","Sen. McIntyre, Thomas J. [D-NH]",03/28/1973,,,,2,"House - Banking | Senate - Banking, Housing, and Urban Affairs",08/14/1973,"Public law 93-93."
"S. 1386",https://www.congress.gov/bill/93rd-congress/senate-bill/1386,"93rd Congress (1973-1974)",,"An Act to authorize appropriations for the saline water program for fiscal year 1974, and for other purposes.","Sen. Jackson, Henry M. [D-WA]",03/27/1973,,,,1,"Senate - Interior and Insular Affairs",07/01/1973,"Public law 93-51."
"S. 1385",https://www.congress.gov/bill/93rd-congress/senate-bill/1385,"93rd Congress (1973-1974)",,"A bill to amend section 2 of the act of June 30, 1954, as amended, providing for the continuance of civil government for the Trust Territory of the Pacific Islands.","Sen. Jackson, Henry M. [D-WA]",03/27/1973,,,,1,"House - Interior and Insular Affairs | Senate - Interior and Insular Affairs",09/21/1973,"Public law 93-111."
"S. 1379",https://www.congress.gov/bill/93rd-congress/senate-bill/1379,"93rd Congress (1973-1974)",,"An Act to authorize further appropriations for the Office of Environmental Quality, and for other purposes.","Sen. Baker, Howard H., Jr. [R-TN]",03/27/1973,,,,1,"Senate - Public Works",05/18/1973,"Public law 93-36."
"S. 1357",https://www.congress.gov/bill/93rd-congress/senate-bill/1357,"93rd Congress (1973-1974)",,"A bill for the relief of Mary Red Head.","Sen. Mansfield, Mike [D-MT]",03/26/1973,,,,0,"House - Judiciary | Senate - Judiciary",12/31/1974,"Private Law 93-104."
"S. 1353",https://www.congress.gov/bill/93rd-congress/senate-bill/1353,"93rd Congress (1973-1974)",,"A bill to deduct from gross tonnage in determining net tonnage those spaces on board vessels used for waste materials.","Sen. Magnuson, Warren G. [D-WA]",03/22/1973,,,,1,"House - Merchant Marine and Fisheries | Senate - Commerce",12/18/1974,"Public law 93-524."
"S. 1352",https://www.congress.gov/bill/93rd-congress/senate-bill/1352,"93rd Congress (1973-1974)",,"International Voyage Load Line Act","Sen. Magnuson, Warren G. [D-WA]",03/22/1973,,,,1,"House - Merchant Marine and Fisheries | Senate - Commerce",10/01/1973,"Public law 93-115."
"S. 1341",https://www.congress.gov/bill/93rd-congress/senate-bill/1341,"93rd Congress (1973-1974)",,"An Act to provide for financing the economic development of Indians and Indian organizations, and for other purposes.","Sen. Jackson, Henry M. [D-WA]",03/22/1973,,,,2,"House - Interior and Insular Affairs | Senate - Interior and Insular Affairs",04/12/1974,"Public law 93-262."
"S. 1315",https://www.congress.gov/bill/93rd-congress/senate-bill/1315,"93rd Congress (1973-1974)",,"An Act to extend diplomatic privileges and immunities to the Liaison Office of the People's Republic of China and to members thereof, and for other purposes.","Sen. Fulbright, James [D-AR]",03/22/1973,,,,0,"Senate - Foreign Relations",04/20/1973,"Public law 93-22."
"S. 1296",https://www.congress.gov/bill/93rd-congress/senate-bill/1296,"93rd Congress (1973-1974)",,"An Act to further protect the outstanding scenic, natural, and scientific values of the Grand Canyon by enlarging the Grand Canyon National Park in the State of Arizona, and for other purposes.","Sen. Goldwater, Barry [R-AZ]",03/20/1973,,,,27,"House - Interior and Insular Affairs | Senate - Interior and Insular Affairs",01/03/1975,"Public law 93-620."
"S. 1283",https://www.congress.gov/bill/93rd-congress/senate-bill/1283,"93rd Congress (1973-1974)",,"An Act to establish a national program for research and development in nonnuclear energy sources.","Sen. Jackson, Henry M. [D-WA]",03/19/1973,,,,47,"House - Interior and Insular Affairs | Senate - Interior and Insular Affairs",12/31/1974,"Public law 93-577."
"S. 1276",https://www.congress.gov/bill/93rd-congress/senate-bill/1276,"93rd Congress (1973-1974)",,"A bill for the relief of Joe H. Morgan.","Sen. Fong, Hiram L. [R-HI]",03/19/1973,,,,0,"House - Judiciary | Senate - Judiciary",10/11/1974,"Private Law 93-92."
"S. 1235",https://www.congress.gov/bill/93rd-congress/senate-bill/1235,"93rd Congress (1973-1974)",,"A bill to amend Public Law 90-553 authorizing an additional appropriation for an International Center for Foreign Chanceries.","Sen. Fulbright, James [D-AR]",03/14/1973,,,,0,"House - Public Works | Senate - Foreign Relations",06/12/1973,"Public law 93-40."
"S. 1227",https://www.congress.gov/bill/93rd-congress/senate-bill/1227,"93rd Congress (1973-1974)",,"A bill to amend section 415 of the Communications Act of 1934, as amended, to provide for a two-year period of limitations in proceedings against carriers for the recovery of overcharges or damages not based on overcharges.","Sen. Magnuson, Warren G. [D-WA]",03/14/1973,,,,0,"House - Commerce | Senate - Commerce",11/30/1974,"Public law 93-507."
"S. 1201",https://www.congress.gov/bill/93rd-congress/senate-bill/1201,"93rd Congress (1973-1974)",,"An Act to amend the act of October 15, 1966 (80 Stat. 915), as amended, establishing a program for the preservation of additional historic properties throughout the Nation, and for other purposes.","Sen. Jackson, Henry M. [D-WA]",03/14/1973,,,,1,"House - Interior and Insular Affairs | Senate - Interior and Insular Affairs",07/01/1973,"Public law 93-54."
"S. 1191",https://www.congress.gov/bill/93rd-congress/senate-bill/1191,"93rd Congress (1973-1974)",,"An Act to provide financial assistance for a demonstration program for the prevention, identification, and treatment of child abuse and neglect, to establish a National Center on Child Abuse and Neglect, and for other purposes.","Sen. Mondale, Walter F. [D-MN]",03/13/1973,,,,18,"House - Education and Labor | Senate - Labor and Public Welfare",01/31/1974,"Public law 93-247."
"S. 1165",https://www.congress.gov/bill/93rd-congress/senate-bill/1165,"93rd Congress (1973-1974)",,"An Act to amend the Federal Cigarette Labeling and Advertising Act of 1965, as amended by the Public Health Cigarette Smoking Act of 1969, to define the term ""little cigar"", and for other purposes.","Sen. Moss, Frank E. [D-UT]",03/12/1973,,,,1,"House - Commerce | Senate - Commerce",09/21/1973,"Public law 93-109."
"S. 1148",https://www.congress.gov/bill/93rd-congress/senate-bill/1148,"93rd Congress (1973-1974)",,"An Act to provide for the operation of programs by the ACTION Agency, to establish certain new such programs, and for other purposes.","Sen. Cranston, Alan [D-CA]",03/08/1973,,,,4,"House - Education and Labor | Senate - Labor and Public Welfare",10/01/1973,"Public law 93-113."
"S. 1141",https://www.congress.gov/bill/93rd-congress/senate-bill/1141,"93rd Congress (1973-1974)",,"An Act to provide a new coinage design and date emblematic of the Bicentennial of the American Revolution for dollars, half dollars, and quarter dollars, to authorize the issuance of special silver coins commemorating the Bicentennial of the American Revolution, and for other purposes.","Sen. Sparkman, John J. [D-AL]",03/08/1973,,,,1,"House - Banking | Senate - Banking, Housing, and Urban Affairs",10/18/1973,"Public law 93-127."
"S. 1136",https://www.congress.gov/bill/93rd-congress/senate-bill/1136,"93rd Congress (1973-1974)",,"Public Health Service Act Extension","Sen. Kennedy, Edward M. [D-MA]",03/08/1973,,,,16,"House - Commerce | Senate - Labor and Public Welfare",06/18/1973,"Public law 93-45."
"S. 1125",https://www.congress.gov/bill/93rd-congress/senate-bill/1125,"93rd Congress (1973-1974)",,"An Act to extend through fiscal year 1974 certain expiring appropriations authorizations in the Public Health Service Act, the Community Mental Health Centers Act, and the Developmental Disabilities Services and Facilities Construction Act, and for other purposes.","Sen. Hughes, Harold E. [D-IA]",03/08/1973,,,,34,"House - Commerce | Senate - Labor and Public Welfare",05/14/1974,"Public law 93-282."
"S. 1115",https://www.congress.gov/bill/93rd-congress/senate-bill/1115,"93rd Congress (1973-1974)",,"Narcotic Addict Treatment Act","Sen. Cook, Marlow W. [R-KY]",03/06/1973,,,,1,"House - Commerce | Senate - Judiciary",05/14/1974,"Public law 93-281."
"S. 1090",https://www.congress.gov/bill/93rd-congress/senate-bill/1090,"93rd Congress (1973-1974)",,"An Act of amend the Communications Act of 1934, to extend certain authorizations for the Corporation for Public Broadcasting and for certain construction grants for noncommercial educational television and radio broadcasting facilities, and for other purposes.","Sen. Pastore, John O. [D-RI]",03/06/1973,,,,1,"House - Commerce | Senate - Commerce",08/06/1973,"Public law 93-84."
"S. 1083",https://www.congress.gov/bill/93rd-congress/senate-bill/1083,"93rd Congress (1973-1974)",,"A bill to amend certain provisions of Federal law relating to explosives.","Sen. Bayh, Birch [D-IN]",03/01/1973,,,,2,"House - Judiciary | Senate - Judiciary",01/04/1975,"Public law 93-639."
"S. 1081",https://www.congress.gov/bill/93rd-congress/senate-bill/1081,"93rd Congress (1973-1974)",,"An Act to amend section 28 of the Mineral Leasing Act of 1920, and to authorize a trans-Alaska oil pipeline, and for other purposes.","Sen. Jackson, Henry M. [D-WA]",03/01/1973,,,,0,"Senate - Interior and Insular Affairs",11/16/1973,"Public law 93-153."
"S. 1070",https://www.congress.gov/bill/93rd-congress/senate-bill/1070,"93rd Congress (1973-1974)",,"Intervention on the High Seas Act","Sen. Magnuson, Warren G. [D-WA]",03/01/1973,,,,1,"House - Merchant Marine and Fisheries | Senate - Commerce",02/05/1974,"Public law 93-248."
"S. 1064",https://www.congress.gov/bill/93rd-congress/senate-bill/1064,"93rd Congress (1973-1974)",,"A bill to improve judicial machinery by amending title 28, United States Code, to broaden and clarify the grounds for judicial disqualification.","Sen. Burdick, Quentin N. [D-ND]",03/01/1973,,,,12,"House - Judiciary | Senate - Judiciary",12/05/1974,"Public law 93-512."
"S. 1038",https://www.congress.gov/bill/93rd-congress/senate-bill/1038,"93rd Congress (1973-1974)",,"A bill to amend title 37, United States Code, to authorize travel and transportation allowances to certain members of the uniformed services in connection with leave.","Sen. Thurmond, Strom [R-SC]",02/28/1973,,,,0,"House - Armed Services | Senate - Armed Services",12/28/1973,"Public law 93-213."
"S. 1017",https://www.congress.gov/bill/93rd-congress/senate-bill/1017,"93rd Congress (1973-1974)",,"An Act to provide maximum Indian participation in the government and education of the Indian people; to provide for the full participation of Indian tribes in programs and services conducted by the Federal Government for Indians and to encourage the development of human resources of the Indian people; to establish a program of assistance to upgrade Indian education; to support the right of Indian citizens to control their own educational activities; and for other purposes.","Sen. Jackson, Henry M. [D-WA]",02/26/1973,,,,13,"House - Interior and Insular Affairs | Senate - Interior and Insular Affairs",01/04/1975,"Public law 93-638."
"S. 1016",https://www.congress.gov/bill/93rd-congress/senate-bill/1016,"93rd Congress (1973-1974)",,"An Act to provide for the use or distribution of funds appropriated in satisfaction of certain judgments of the Indian Claims Commission and the Court of Claims, and for other purposes.","Sen. Jackson, Henry M. [D-WA]",02/26/1973,,,,1,"House - Interior and Insular Affairs | Senate - Interior and Insular Affairs",10/19/1973,"Public law 93-134."
"S. 969",https://www.congress.gov/bill/93rd-congress/senate-bill/969,"93rd Congress (1973-1974)",,"A bill relating to the constitutional rights of Indians.","Sen. Hruska, Roman L. [R-NE]",02/21/1973,,,,1,"House - Judiciary | Senate - Judiciary",04/12/1974,"Public law 93-265."
"S. 939",https://www.congress.gov/bill/93rd-congress/senate-bill/939,"93rd Congress (1973-1974)",,"An Act to amend the Admission Act for the State of Idaho to permit that State to exchange public lands, and for other purposes.","Sen. McClure, James A. [R-ID]",02/21/1973,,,,1,"House - Interior and Insular Affairs | Senate - Interior and Insular Affairs",12/30/1974,"Public law 93-562."
"S. 912",https://www.congress.gov/bill/93rd-congress/senate-bill/912,"93rd Congress (1973-1974)",,"A bill for the relief of Mahmood Shareef Suleiman.","Sen. Moss, Frank E. [D-UT]",02/20/1973,,,,0,"House - Judiciary | Senate - Judiciary",04/12/1974,"Private Law 93-64."
"S. 907",https://www.congress.gov/bill/93rd-congress/senate-bill/907,"93rd Congress (1973-1974)",,"A bill to authorize the appropriation of $150,000 to assist in financing the Arctic Winter Games to be held in the State of Alaska in 1974.","Sen. Stevens, Ted [R-AK]",02/19/1973,,,,2,"House - Commerce | Senate - Commerce",11/01/1973,"Public law 93-144."
"S. 902",https://www.congress.gov/bill/93rd-congress/senate-bill/902,"93rd Congress (1973-1974)",,"A bill to amend section 607(k) (8) of the Merchant Marine Act, 1936, as amended.","Sen. Stevens, Ted [R-AK]",02/19/1973,,,,2,"House - Merchant Marine and Fisheries | Senate - Commerce",10/01/1973,"Public law 93-116."
"S. 821",https://www.congress.gov/bill/93rd-congress/senate-bill/821,"93rd Congress (1973-1974)",,"An Act to provide a comprehensive, coordinated approach to the problems of juvenile delinquency, and for other purposes.","Sen. Bayh, Birch [D-IN]",02/08/1973,,,,24,"Senate - Judiciary",09/07/1974,"Public law 93-415."
"S. 816",https://www.congress.gov/bill/93rd-congress/senate-bill/816,"93rd Congress (1973-1974)",,"An Act for the relief of Mrs. Jozefa Sokolowska Domanski.","Sen. Griffin, Robert P. [R-MI]",02/08/1973,,,,0,"House - Judiciary | Senate - Judiciary",04/12/1974,"Private Law 93-63."
"S. 795",https://www.congress.gov/bill/93rd-congress/senate-bill/795,"93rd Congress (1973-1974)",,"An Act to amend the National Foundation on the Arts and the Humanities Act of 1965, and for other purposes.","Sen. Pell, Claiborne [D-RI]",02/07/1973,,,,5,"House - Education and Labor | Senate - Labor and Public Welfare",10/19/1973,"Public law 93-133."
"S. 782",https://www.congress.gov/bill/93rd-congress/senate-bill/782,"93rd Congress (1973-1974)",,"An Act to reform consent decree procedures, to increase penalties for violation of the Sherman Act, and to revise the Expediting Act as it pertains to Appellate Review.","Sen. Tunney, John V. [D-CA]",02/06/1973,,,,4,"House - Judiciary | Senate - Judiciary",12/21/1974,"Public law 93-528."
"S. 776",https://www.congress.gov/bill/93rd-congress/senate-bill/776,"93rd Congress (1973-1974)",,"A bill to authorize the striking of medals in commemoration of the 100th anniversary of the cable car in San Francisco.","Sen. Cranston, Alan [D-CA]",02/06/1973,,,,1,"House - Banking | Senate - Banking, Housing, and Urban Affairs",10/01/1973,"Public law 93-114."
"S. 775",https://www.congress.gov/bill/93rd-congress/senate-bill/775,"93rd Congress (1973-1974)",,"Research on Aging Act","Sen. Eagleton, Thomas F. [D-MO]",02/06/1973,,,,8,"House - Commerce | Senate - Labor and Public Welfare",05/31/1974,"Public law 93-296."
"S. 754",https://www.congress.gov/bill/93rd-congress/senate-bill/754,"93rd Congress (1973-1974)",,"An Act to assist in reducing crime and the danger of recidivism by requiring speedy trials and by strengthening the supervision over persons released pending trial, and for other purposes.","Sen. Ervin, Sam J., Jr. [D-NC]",02/05/1973,,,,49,"House - Judiciary | Senate - Judiciary",01/03/1975,"Public law 93-619."
"S. 724",https://www.congress.gov/bill/93rd-congress/senate-bill/724,"93rd Congress (1973-1974)",,"A bill for the relief of Marcos Rojos Rodriguez.","Sen. Bentsen, Lloyd M. [D-TX]",02/01/1973,,,,0,"House - Judiciary | Senate - Judiciary",07/25/1974,"Private Law 93-84."
"S. 721",https://www.congress.gov/bill/93rd-congress/senate-bill/721,"93rd Congress (1973-1974)",,"An Act to authorize appropriations for the Indian Claims Commission for fiscal year 1974, and for other purposes.","Sen. Jackson, Henry M. [D-WA]",02/01/1973,,,,1,"House - Interior and Insular Affairs | Senate - Interior and Insular Affairs",05/24/1973,"Public law 93-37."
"S. 666",https://www.congress.gov/bill/93rd-congress/senate-bill/666,"93rd Congress (1973-1974)",,"A bill for the relief of Slobodan Babic.","Sen. Nelson, Gaylord [D-WI]",01/31/1973,,,,0,"House - Judiciary | Senate - Judiciary",10/01/1973,"Private Law 93-4."
"S. 663",https://www.congress.gov/bill/93rd-congress/senate-bill/663,"93rd Congress (1973-1974)",,"To improve judicial machinery by amending title 28, United States Code, with respect to judicial review of decisions of the Interstate Commerce Commission, and for other purposes.","Sen. Hruska, Roman L. [R-NE]",01/31/1973,,,,1,"House - Judiciary | Senate - Judiciary",01/02/1975,"Public law 93-584."
"S. 634",https://www.congress.gov/bill/93rd-congress/senate-bill/634,"93rd Congress (1973-1974)",,"An Act to declare that certain federally owned lands shall be held by the United States in trust for the Kootenai Tribe of Idaho, and for other purposes.","Sen. Church, Frank [D-ID]",01/31/1973,,,,1,"House - Interior and Insular Affairs | Senate - Interior and Insular Affairs",10/18/1974,"Public law 93-458."
"S. 628",https://www.congress.gov/bill/93rd-congress/senate-bill/628,"93rd Congress (1973-1974)",,"A bill to amend chapter 83 of title 5, United States Code, to eliminate the annuity reduction made, in order to provide a surviving spouse with an annuity, during periods when the annuitant is not married.","Sen. Moss, Frank E. [D-UT]",01/31/1973,,,,5,"House - Post Office and Civil Service | Senate - Post Office and Civil Service",10/26/1974,"Public law 93-474."
"S. 607",https://www.congress.gov/bill/93rd-congress/senate-bill/607,"93rd Congress (1973-1974)",,"An Act to amend the Lead Based Paint Poisoning Prevention Act, and for other purposes.","Sen. Kennedy, Edward M. [D-MA]",01/29/1973,,,,32,"House - Banking | Senate - Labor and Public Welfare",11/09/1973,"Public law 93-151."
"S. 605",https://www.congress.gov/bill/93rd-congress/senate-bill/605,"93rd Congress (1973-1974)",,"An Act to amend the act of June 30, 1944, an act ""To provide for the establishment of the Harpers Ferry National Monument"", and for other purposes.","Sen. Randolph, Jennings [D-WV]",01/29/1973,,,,1,"House - Interior and Insular Affairs | Senate - Interior and Insular Affairs",10/24/1974,"Public law 93-466."
"S. 583",https://www.congress.gov/bill/93rd-congress/senate-bill/583,"93rd Congress (1973-1974)",,"An Act to promote the separation of constitutional powers by suspending the effectiveness of the Rules of Evidence for United States Courts and Magistrates, the amendments to the Federal Rules of Civil Procedure, and the Amendments to the Federal Rules of Criminal Procedure transmitted to the Congress by the Chief Justice on February 5, 1973, until approved by Act of Congress.","Sen. Ervin, Sam J., Jr. [D-NC]",01/29/1973,,,,0,"House - Judiciary | Senate - Judiciary",03/30/1973,"Public law 93-12."
"S. 544",https://www.congress.gov/bill/93rd-congress/senate-bill/544,"93rd Congress (1973-1974)",,"An Act to amend title 18 of the United States Code to permit the transportation, mailing, and broadcasting of advertising, information, and materials concerning lotteries authorized by law and conducted by a State, and for other purposes.","Sen. Hart, Philip A. [D-MI]",01/23/1973,,,,3,"Senate - Judiciary",01/02/1975,"Public law 93-583."
"S. 521",https://www.congress.gov/bill/93rd-congress/senate-bill/521,"93rd Congress (1973-1974)",,"A bill to declare that certain land of the United States is held by the United States in trust for the Cheyenne-Arapaho Tribes of Oklahoma.","Sen. Bellmon, Henry L. [R-OK]",01/23/1973,,,,1,"House - Interior and Insular Affairs | Senate - Interior and Insular Affairs",01/02/1975,"Public law 93-582."
"S. 514",https://www.congress.gov/bill/93rd-congress/senate-bill/514,"93rd Congress (1973-1974)",,"A bill to amend the Act of June 27, 1960 (74 Stat. 220), relating to the preservation of historical and archeological data.","Sen. Moss, Frank E. [D-UT]",01/23/1973,,,,46,"House - Interior and Insular Affairs | Senate - Interior and Insular Affairs",05/24/1974,"Public law 93-291."
"S. 513",https://www.congress.gov/bill/93rd-congress/senate-bill/513,"93rd Congress (1973-1974)",,"An Act to amend section 232 of the National Housing Act to authorize insured loans to provide fire safety equipment for nursing homes and intermediate care facilities.","Sen. Moss, Frank E. [D-UT]",01/23/1973,,,,2,"House - Banking | Senate - Banking, Housing, and Urban Affairs",12/28/1973,"Public law 93-204."
"S. 507",https://www.congress.gov/bill/93rd-congress/senate-bill/507,"93rd Congress (1973-1974)",,"A bill for the relief of Wilhelm J. R. Maly.","Sen. Jackson, Henry M. [D-WA]",01/23/1973,,,,0,"House - Judiciary | Senate - Judiciary",04/12/1974,"Private Law 93-62."
"S. 502",https://www.congress.gov/bill/93rd-congress/senate-bill/502,"93rd Congress (1973-1974)",,"An Act to authorize appropriations for the construction of certain highways in accordance with title 23 of the United States Code, and for other purposes.","Sen. Bentsen, Lloyd M. [D-TX]",01/23/1973,,,,5,"House - Public Works | Senate - Public Works",08/13/1973,"Public law 93-87."
"S. 464",https://www.congress.gov/bill/93rd-congress/senate-bill/464,"93rd Congress (1973-1974)",,"A bill for the relief of Guido Bellanca.","Sen. Bentsen, Lloyd M. [D-TX]",01/18/1973,,,,0,"House - Judiciary | Senate - Judiciary",10/09/1973,"Private Law 93-5."
"S. 433",https://www.congress.gov/bill/93rd-congress/senate-bill/433,"93rd Congress (1973-1974)",,"An Act to amend the Public Health Service Act to assure that the public is provided with safe drinking water, and for other purposes.","Sen. Magnuson, Warren G. [D-WA]",01/18/1973,,,,23,"House - Commerce | Senate - Commerce",12/16/1974,"Public law 93-523."
"S. 428",https://www.congress.gov/bill/93rd-congress/senate-bill/428,"93rd Congress (1973-1974)",,"An Act for the relief of Ernest Edward Scofield (Ernesto Espino).","Sen. Abourezk, James [D-SD]",01/18/1973,,,,0,"House - Judiciary | Senate - Judiciary",05/16/1974,"Private Law 93-70."
"S. 411",https://www.congress.gov/bill/93rd-congress/senate-bill/411,"93rd Congress (1973-1974)",,"An Act to amend title 39, United States Code, with respect to certain rates of postage, and for other purposes.","Sen. McGee, Gale W. [D-WY]",01/16/1973,,,,21,"House - Post Office and Civil Service | Senate - Post Office and Civil Service",06/30/1974,"Public law 93-328."
