"Downloaded on",02/17/2020,"12:02:27 EST"
"Search URL",https://www.congress.gov/search?s=2&searchResultViewType=expanded&KWICView=false&q=%7B%22source%22%3A%5B%22legislation%22%5D%2C%22chamber%22%3A%22Senate%22%2C%22bill-status%22%3A%5B%22law%22%5D%2C%22congress%22%3A%2293%22%7D

"Legislation Number",URL,Congress,"Amends Bill",Title,Sponsor,"Date of Introduction","Date Offered","Date Submitted","Date Proposed","Number of Cosponsors",Committees,"Latest Action Date","Latest Action"
"S. 2794",https://www.congress.gov/bill/93rd-congress/senate-bill/2794,"93rd Congress (1973-1974)",,"A bill to amend chapter 36 of title 38, United States Code, to authorize the Administrator of Veterans' Affairs to continue making educational assistance and subsistence allowance payments to eligible veterans and eligible persons during periods when the educational institutions in which they are enrolled are temporarily closed pursuant to a policy proclaimed by the President or because of emergency conditions.","Sen. Hartke, Vance [D-IN]",12/11/1973,,,,14,"Senate - Veterans' Affairs",12/28/1973,"Public law 93-208."
"S. 2771",https://www.congress.gov/bill/93rd-congress/senate-bill/2771,"93rd Congress (1973-1974)",,"An Act to amend chapter 5 of title 37, United States Code, to revise the special pay bonus structure relating to members of the Armed Forces, and for other purposes.","Sen. Stennis, John C. [D-MS]",12/04/1973,,,,1,"House - Armed Services | Senate - Armed Services",05/10/1974,"Public law 93-277."
"S. 2770",https://www.congress.gov/bill/93rd-congress/senate-bill/2770,"93rd Congress (1973-1974)",,"A bill to amend chapter 5 of title 37, United States Code, to revise the special pay structure relating to medical officers of the uniformed services.","Sen. Stennis, John C. [D-MS]",12/04/1973,,,,1,"House - Armed Services | Senate - Armed Services",05/06/1974,"Public law 93-274."
"S. 2747",https://www.congress.gov/bill/93rd-congress/senate-bill/2747,"93rd Congress (1973-1974)",,"Fair Labor Standards Amendments","Sen. Williams, Harrison A., Jr. [D-NJ]",11/27/1973,,,,3,"House - Education and Labor | Senate - Labor and Public Welfare",04/08/1974,"Public law 93-259."
"S. 2714",https://www.congress.gov/bill/93rd-congress/senate-bill/2714,"93rd Congress (1973-1974)",,"An original bill to amend section 291(b) of the Central Intelligence Agency Retirement Act of 1964 for Certain Employees, relating to cost-of-living increase, and to increase the pay and allowances of certain officers of the Armed Forces whose pay and allowances are not subject to adjustment to reflect changes in the Consumer Price index.","Sen. Symington, Stuart [D-MO]",11/15/1973,,,,0,"House - Armed Services | Senate - Armed Services",12/28/1973,"Public law 93-210."
"S. 2681",https://www.congress.gov/bill/93rd-congress/senate-bill/2681,"93rd Congress (1973-1974)",,"United States Information Agency Appropriations Authorization Act","Sen. Fulbright, James [D-AR]",11/09/1973,,,,0,"Senate - Foreign Relations",11/29/1973,"Public law 93-168."
"S. 2665",https://www.congress.gov/bill/93rd-congress/senate-bill/2665,"93rd Congress (1973-1974)",,"An Act to provide for increased participation by the United States in the International Development Association and to permit United States citizens to purchase, hold, sell, or otherwise deal with gold in the United States or abroad.","Sen. Fulbright, James [D-AR]",11/07/1973,,,,21,"House - Banking | Senate - Foreign Relations",08/14/1974,"Public law 93-373."
"S. 2662",https://www.congress.gov/bill/93rd-congress/senate-bill/2662,"93rd Congress (1973-1974)",,"International Ocean Exposition Appropriations Authorization Act","Sen. Fulbright, James [D-AR]",11/07/1973,,,,1,"House - Foreign Affairs | Senate - Foreign Relations",06/08/1974,"Public law 93-304."
"S. 2645",https://www.congress.gov/bill/93rd-congress/senate-bill/2645,"93rd Congress (1973-1974)",,"A bill to amend Public Law 93-60 to increase the authorization for appropriations to the Atomic Energy Commission in accordance with Section 261 of the Atomic Energy Act of 1954, as amended, and for other purposes.","Sen. Pastore, John O. [D-RI]",11/02/1973,,,,0,"Senate - Joint Atomic Energy",11/26/1973,"Public law 93-158."
"S. 2641",https://www.congress.gov/bill/93rd-congress/senate-bill/2641,"93rd Congress (1973-1974)",,"An Act to confer jurisdiction upon the district court of the United States of certain civil actions brought by the Senate Select Committee on Presidential Campaign Activities, and for other purposes.","Sen. Ervin, Sam J., Jr. [D-NC]",11/02/1973,,,,11,"House - Judiciary",12/18/1973,"Public law 93-190."
"S. 2594",https://www.congress.gov/bill/93rd-congress/senate-bill/2594,"93rd Congress (1973-1974)",,"A bill for the relief of Jan Sejna.","Sen. Eastland, James O. [D-MS]",10/18/1973,,,,0,"House - Judiciary | Senate - Judiciary",12/31/1974,"Private Law 93-105."
"S. 2551",https://www.congress.gov/bill/93rd-congress/senate-bill/2551,"93rd Congress (1973-1974)",,"A bill to authorize the disposal of molybdenum from the national stockpile and for other purposes.","Sen. Dominick, Peter H. [R-CO]",10/09/1973,,,,0,"House - Armed Services | Senate - Armed Services",12/28/1973,"Public law 93-219."
"S. 2510",https://www.congress.gov/bill/93rd-congress/senate-bill/2510,"93rd Congress (1973-1974)",,"An Act to establish an Office of Federal Procurement Policy within the Office of Management and Budget, and for other purposes.","Sen. Chiles, Lawton [D-FL]",10/01/1973,,,,16,"House - Government Operations | Senate - Government Operations",08/30/1974,"Public law 93-400."
"S. 2509",https://www.congress.gov/bill/93rd-congress/senate-bill/2509,"93rd Congress (1973-1974)",,"A bill to name structure S-5A of the Central and Southern Florida Flood Control District, located in Palm Beach County, Florida, as the ""W. Turner Wallis Pumping Station"" in memory of the late W. Turner Wallis, the first Secretary-Treasurer and Chief Engineer for the Central and Southern Florida Flood Control District.","Sen. Chiles, Lawton [D-FL]",10/01/1973,,,,0,"House - Public Works | Senate - Public Works",05/16/1974,"Public law 93-284."
"S. 2503",https://www.congress.gov/bill/93rd-congress/senate-bill/2503,"93rd Congress (1973-1974)",,"A bill to name a Federal Office building in Dallas, Texas, the ""Earle Cabell Federal Building.""","Sen. Bentsen, Lloyd M. [D-TX]",10/01/1973,,,,1,"House - Public Works | Senate - Public Works",12/15/1973,"Public law 93-187."
"S. 2498",https://www.congress.gov/bill/93rd-congress/senate-bill/2498,"93rd Congress (1973-1974)",,"A bill to authorize the disposal of zinc from the national stockpile and the supplemental stockpile.","Sen. Symington, Stuart [D-MO]",09/28/1973,,,,0,"House - Armed Services | Senate - Armed Services",12/28/1973,"Public law 93-212."
"S. 2493",https://www.congress.gov/bill/93rd-congress/senate-bill/2493,"93rd Congress (1973-1974)",,"A bill to authorize the disposal of silicon carbide from the national stockpile and the supplemental stockpile.","Sen. Nunn, Sam [D-GA]",09/27/1973,,,,1,"House - Armed Services | Senate - Armed Services",12/28/1973,"Public law 93-216."
"S. 2491",https://www.congress.gov/bill/93rd-congress/senate-bill/2491,"93rd Congress (1973-1974)",,"A bill to repeal the provisions of the Agriculture and Consumer Protection Act of 1973 which provide for payments to farmers in the event of crop failures with respect to crops planted in lieu of wheat or feed grains.","Sen. Talmadge, Herman E. [D-GA]",09/26/1973,,,,0,"House - Agriculture | Senate - Agriculture",12/29/1973,"Public law 93-228."
"S. 2486",https://www.congress.gov/bill/93rd-congress/senate-bill/2486,"93rd Congress (1973-1974)",,"A bill to provide that the project referred to as the Trotters Shoals Dam and Lake on the Savannah River, Georgia and South Carolina, shall hereafter be known and designated as the ""Richard B. Russell Dam and Lake.""","Sen. Talmadge, Herman E. [D-GA]",09/26/1973,,,,1,"Senate - Public Works",10/26/1973,"Public law 93-139."
"S. 2482",https://www.congress.gov/bill/93rd-congress/senate-bill/2482,"93rd Congress (1973-1974)",,"A bill to amend the Small Business Act.","Sen. Cranston, Alan [D-CA]",09/25/1973,,,,1,,01/02/1974,"Public law 93-237."
"S. 2457",https://www.congress.gov/bill/93rd-congress/senate-bill/2457,"93rd Congress (1973-1974)",,"A bill to amend the Communications Act of 1934, as amended, to permit the Federal Communications Commission to grant radio station licenses in the safety and special and experimental radio services directly to aliens, representatives of aliens, foreign corporations, or domestic corporations with alien officers, directors, or stockholders; and to permit aliens holding such radio station licenses to be licensed as operators.","Sen. Magnuson, Warren G. [D-WA]",09/20/1973,,,,1,"House - Commerce | Senate - Commerce",11/30/1974,"Public law 93-505."
"S. 2446",https://www.congress.gov/bill/93rd-congress/senate-bill/2446,"93rd Congress (1973-1974)",,"An Act for the relief of Charles William Thomas, deceased.","Sen. Pastore, John O. [D-RI]",09/20/1973,,,,0,"House - Judiciary | Senate - Foreign Relations",01/02/1975,"Private Law 93-108."
"S. 2441",https://www.congress.gov/bill/93rd-congress/senate-bill/2441,"93rd Congress (1973-1974)",,"A bill to amend the Act of February 24, 1925, incorporating the American War Mothers, to permit certain stepmothers and adoptive mothers to be members of that organization.","Sen. Bayh, Birch [D-IN]",09/19/1973,,,,1,"House - Judiciary | Senate - Judiciary",04/12/1974,"Public law 93-267."
"S. 2419",https://www.congress.gov/bill/93rd-congress/senate-bill/2419,"93rd Congress (1973-1974)",,"A bill to correct typographical and clerical errors in Public Law 93-86.","Sen. Talmadge, Herman E. [D-GA]",09/17/1973,,,,1,"House - Agriculture",10/18/1973,"Public law 93-125."
"S. 2413",https://www.congress.gov/bill/93rd-congress/senate-bill/2413,"93rd Congress (1973-1974)",,"A bill to authorize the disposal of aluminum from the national stockpile.","Sen. Jackson, Henry M. [D-WA]",09/13/1973,,,,2,"House - Armed Services | Senate - Armed Services",12/28/1973,"Public law 93-220."
"S. 2410",https://www.congress.gov/bill/93rd-congress/senate-bill/2410,"93rd Congress (1973-1974)",,"Emergency Medical Services Systems Act","Sen. Cranston, Alan [D-CA]",09/13/1973,,,,19,"House - Commerce | Senate - Labor and Public Welfare",11/16/1973,"Public law 93-154."
"S. 2408",https://www.congress.gov/bill/93rd-congress/senate-bill/2408,"93rd Congress (1973-1974)",,"An Act to authorize certain construction at military installations, and for other purposes.","Sen. Symington, Stuart [D-MO]",09/12/1973,,,,0,"House - Armed Services | Senate - Armed Services",11/29/1973,"Public law 93-166."
"S. 2382",https://www.congress.gov/bill/93rd-congress/senate-bill/2382,"93rd Congress (1973-1974)",,"A bill for the relief of Caridad R. Balonan.","Sen. Cranston, Alan [D-CA]",09/06/1973,,,,0,"House - Judiciary | Senate - Judiciary",10/11/1974,"Private Law 93-94."
"S. 2363",https://www.congress.gov/bill/93rd-congress/senate-bill/2363,"93rd Congress (1973-1974)",,"A bill to amend chapter 39 of title 38, United States Code, relating to automobiles and adaptive equipment for certain disabled veterans and members of the Armed Forces.","Sen. Cranston, Alan [D-CA]",08/03/1973,,,,9,"House - Veterans' Affairs | Senate - Veterans' Affairs",12/22/1974,"Public law 93-538."
"S. 2362",https://www.congress.gov/bill/93rd-congress/senate-bill/2362,"93rd Congress (1973-1974)",,"An Act granting the consent of Congress to the Cumbres and Toltec Scenic Railroad Compact.","Sen. Domenici, Pete V. [R-NM]",08/03/1973,,,,4,"House - Judiciary | Senate - Judiciary",10/24/1974,"Public law 93-467."
"S. 2348",https://www.congress.gov/bill/93rd-congress/senate-bill/2348,"93rd Congress (1973-1974)",,"A bill to amend the Canal Zone Code to transfer the functions of the Clerk of the U.S. District Court for the District of the Canal Zone with respect to the issuance and recording of marriage licenses, and related activities, to the civil affairs director of the Canal Zone Government, and for other purposes.","Sen. McClellan, John L. [D-AR]",08/03/1973,,,,0,"House - Merchant Marine and Fisheries | Senate - Judiciary",10/24/1974,"Public law 93-465."
"S. 2343",https://www.congress.gov/bill/93rd-congress/senate-bill/2343,"93rd Congress (1973-1974)",,"A bill to authorize the Secretary of the Interior to convey, by quitclaim deed, all right, title, and interest of the United States in and to certain lands in Coueur d'Alene, Idaho, in order to eliminate a cloud on the title to such lands.","Sen. McClure, James A. [R-ID]",08/03/1973,,,,1,"House - Interior and Insular Affairs | Senate - Interior and Insular Affairs",12/26/1974,"Public law 93-543."
"S. 2337",https://www.congress.gov/bill/93rd-congress/senate-bill/2337,"93rd Congress (1973-1974)",,"An Act for the relief of Dulce Pilar Castin (Castin-Casas).","Sen. Pastore, John O. [D-RI]",08/03/1973,,,,0,"House - Judiciary | Senate - Judiciary",10/11/1974,"Private Law 93-93."
"S. 2316",https://www.congress.gov/bill/93rd-congress/senate-bill/2316,"93rd Congress (1973-1974)",,"A bill to authorize the disposal of copper from the national stockpile and the supplemental stockpile.","Sen. Pastore, John O. [D-RI]",08/01/1973,,,,2,"House - Armed Services | Senate - Armed Services",12/28/1973,"Public law 93-214."
"S. 2315",https://www.congress.gov/bill/93rd-congress/senate-bill/2315,"93rd Congress (1973-1974)",,"An Act to amend the minimum limits of compensation of Senate committee employees and to amend the indicia requirements on franked mail, and for other purposes.","Sen. Cannon, Howard W. [D-NV]",08/01/1973,,,,0,"House - Post Office and Civil Service | Senate - Post Office and Civil Service",03/27/1974,"Public law 93-255."
"S. 2299",https://www.congress.gov/bill/93rd-congress/senate-bill/2299,"93rd Congress (1973-1974)",,"An Act to provide authority to expedite procedures for consideration and approval of projects drawing upon more than one Federal assistance program, to simplify requirements for operation of those projects, and for other purposes.","Sen. Muskie, Edmund S. [D-ME]",07/31/1973,,,,2,"House - Government Operations | Senate - Government Operations",12/05/1974,"Public law 93-510."
"S. 2296",https://www.congress.gov/bill/93rd-congress/senate-bill/2296,"93rd Congress (1973-1974)",,"An Act to provide for the Forest Service, Department of Agriculture, to protect, develop, and enhance the productivity and other values of certain of the Nation's lands and resources, and for other purposes.","Sen. Humphrey, Hubert H. [D-MN]",07/31/1973,,,,26,"House - Education and Labor | Senate - Agriculture",08/17/1974,"Public law 93-378."
"S. 2282",https://www.congress.gov/bill/93rd-congress/senate-bill/2282,"93rd Congress (1973-1974)",,"A bill to change the name of the New Hope Dam and Lake, N.C., to the B. Everett Jordan Dam and Lake.","Sen. Ervin, Sam J., Jr. [D-NC]",07/28/1973,,,,1,"House - Public Works | Senate - Public Works",10/26/1973,"Public law 93-141."
"S. 2267",https://www.congress.gov/bill/93rd-congress/senate-bill/2267,"93rd Congress (1973-1974)",,"An Act to amend section 303(b) of the Interstate Commerce Act to remove certain restrictions upon the application and scope of the exemption provided therein, and for other purposes.","Sen. Magnuson, Warren G. [D-WA]",07/26/1973,,,,1,"House - Commerce | Senate - Commerce",12/27/1973,"Public law 93-201."
"S. 2220",https://www.congress.gov/bill/93rd-congress/senate-bill/2220,"93rd Congress (1973-1974)",,"A bill to repeal the ""cooly trade"" laws.","Sen. Fong, Hiram L. [R-HI]",07/23/1973,,,,0,"House - Judiciary | Senate - Judiciary",10/20/1974,"Public law 93-461."
"S. 2193",https://www.congress.gov/bill/93rd-congress/senate-bill/2193,"93rd Congress (1973-1974)",,"A bill to provide for increased participation by the United States in the Asian Development Bank.","Sen. Fulbright, James [D-AR]",07/17/1973,,,,0,"Senate - Foreign Relations",12/22/1974,"Public law 93-537."
"S. 2178",https://www.congress.gov/bill/93rd-congress/senate-bill/2178,"93rd Congress (1973-1974)",,"A bill to name the United States courthouse and Federal office building under construction in New Orleans, La., as the ""Hale Boggs Federal Building,"" and for other purposes.","Sen. Long, Russell B. [D-LA]",07/13/1973,,,,1,"House - Public Works | Senate - Public Works",12/28/1973,"Public law 93-215."
"S. 2174",https://www.congress.gov/bill/93rd-congress/senate-bill/2174,"93rd Congress (1973-1974)",,"An Act to amend certain provisions of law defining widow and widower under the civil service retirement system, and for other purposes.","Sen. Fong, Hiram L. [R-HI]",07/13/1973,,,,0,"House - Post Office and Civil Service | Senate - Post Office and Civil Service",04/09/1974,"Public law 93-260."
"S. 2166",https://www.congress.gov/bill/93rd-congress/senate-bill/2166,"93rd Congress (1973-1974)",,"A bill to authorize the disposal of opium from the national stockpile.","Sen. Symington, Stuart [D-MO]",07/12/1973,,,,0,"House - Armed Services | Senate - Armed Services",12/28/1973,"Public law 93-218."
"S. 2149",https://www.congress.gov/bill/93rd-congress/senate-bill/2149,"93rd Congress (1973-1974)",,"An Act to amend title 10, United States Code, to provide certain benefits to members of the Coast Guard Reserve, and for other purposes.","Sen. Magnuson, Warren G. [D-WA]",07/11/1973,,,,1,"House - Merchant Marine and Fisheries, Armed Services | Senate - Commerce",01/02/1975,"Public law 93-586."
"S. 2137",https://www.congress.gov/bill/93rd-congress/senate-bill/2137,"93rd Congress (1973-1974)",,"A bill to amend the Act of October 15, 1966 (80 Stat. 953, 20 U.S.C. 65a), relating to the National Museum of the Smithsonian Institution, so as to authorize additional appropriations to the Smithsonian Institution for carrying out the purposes of said Act.","Sen. Scott, Hugh [R-PA]",07/10/1973,,,,2,"House - House Administration | Senate - Rules and Administration",07/12/1974,"Public law 93-345."
"S. 2125",https://www.congress.gov/bill/93rd-congress/senate-bill/2125,"93rd Congress (1973-1974)",,"An Act to amend the Act of June 9, 1906, entitled ""An Act granting land to the city of Albuquerque for public purposes"" (34 Stat. 227), as amended.","Sen. Domenici, Pete V. [R-NM]",07/09/1973,,,,1,"House - Interior and Insular Affairs | Senate - Interior and Insular Affairs",12/31/1974,"Public law 93-574."
"S. 2120",https://www.congress.gov/bill/93rd-congress/senate-bill/2120,"93rd Congress (1973-1974)",,"An Act to amend the Federal Railroad Safety Act of 1970 and other related acts to authorize additional appropriations, and for other purposes.","Sen. Magnuson, Warren G. [D-WA]",06/29/1973,,,,0,"Senate - Commerce",08/14/1973,"Public law 93-90."
"S. 2112",https://www.congress.gov/bill/93rd-congress/senate-bill/2112,"93rd Congress (1973-1974)",,"A bill for the relief of Vo Thi Suong (Nini Anne Hoyt).","Sen. Dole, Robert J. [R-KS]",06/29/1973,,,,0,"House - Judiciary | Senate - Judiciary",04/12/1974,"Private Law 93-65."
"S. 2075",https://www.congress.gov/bill/93rd-congress/senate-bill/2075,"93rd Congress (1973-1974)",,"An Act to authorize the Secretary of the Interior to engage in feasibility investigation of certain potential water resource developments.","Sen. Bellmon, Henry L. [R-OK]",06/26/1973,,,,1,"House - Interior and Insular Affairs | Senate - Interior and Insular Affairs",10/09/1973,"Public law 93-122."
"S. 2016",https://www.congress.gov/bill/93rd-congress/senate-bill/2016,"93rd Congress (1973-1974)",,"An Act to amend the Rail Passenger Service Act of 1970 to provide financial assistance to the National Railroad Passenger Corporation, and for other purposes.","Sen. Magnuson, Warren G. [D-WA]",06/18/1973,,,,0,"House - Commerce | Senate - Commerce",11/03/1973,"Public law 93-146."
"S. 2001",https://www.congress.gov/bill/93rd-congress/senate-bill/2001,"93rd Congress (1973-1974)",,"A bill to redesignate the Alamogordo Dam and Reservoir, New Mexico, as Sumner Dam and Lake Sumner, respectively.","Sen. Domenici, Pete V. [R-NM]",06/14/1973,,,,0,"House - Interior and Insular Affairs | Senate - Interior and Insular Affairs",10/17/1974,"Public law 93-447."
"S. 1994",https://www.congress.gov/bill/93rd-congress/senate-bill/1994,"93rd Congress (1973-1974)",,"An Act to authorize appropriations to the Atomic Energy Commission in accordance with section 261 of the Atomic Energy Act of 1954, as amended, and for other purposes.","Sen. Pastore, John O. [D-RI]",06/13/1973,,,,0,"Senate - Joint Atomic Energy",07/06/1973,"Public law 93-60."
"S. 1993",https://www.congress.gov/bill/93rd-congress/senate-bill/1993,"93rd Congress (1973-1974)",,"A bill to amend the EURATOM Cooperation Act of 1958, as amended.","Sen. Pastore, John O. [D-RI]",06/13/1973,,,,0,"Senate - Joint Atomic Energy",08/14/1973,"Public law 93-88."
"S. 1983",https://www.congress.gov/bill/93rd-congress/senate-bill/1983,"93rd Congress (1973-1974)",,"An Act to provide for the conservation of endangered and threatened species of fish, wildlife, and plants, and for other purposes.","Sen. Williams, Harrison A., Jr. [D-NJ]",06/12/1973,,,,8,"Senate - Commerce",12/28/1973,"Public law 93-205."
"S. 1972",https://www.congress.gov/bill/93rd-congress/senate-bill/1972,"93rd Congress (1973-1974)",,"A bill to further amend the U.S. Information and Educational Exchange Act of 1948.","Sen. Percy, Charles H. [R-IL]",06/08/1973,,,,0,"Senate - Foreign Relations",07/06/1973,"Public law 93-59."
"S. 1945",https://www.congress.gov/bill/93rd-congress/senate-bill/1945,"93rd Congress (1973-1974)",,"A bill to amend the Agricultural Adjustment Act, as reenacted and amended by the Agricultural Marketing Agreement Act of 1937, so as to authorize certain grapefruit marketing orders which provide for an assessment against handlers for the purpose of financing a marketing promotion program to also provide for a credit against such assessment in the case of handlers who expend directly for marketing promotion.","Sen. Chiles, Lawton [D-FL]",06/05/1973,,,,0,"House - Agriculture | Senate - Agriculture",12/29/1973,"Public law 93-230."
"S. 1938",https://www.congress.gov/bill/93rd-congress/senate-bill/1938,"93rd Congress (1973-1974)",,"A bill to extend the time for conducting the referendum with respect to the national marketing quota for wheat for the marketing year beginning July 1, 1974.","Sen. Dole, Robert J. [R-KS]",06/04/1973,,,,3,"House - Agriculture | Senate - Agriculture",07/10/1973,"Public law 93-68."
"S. 1922",https://www.congress.gov/bill/93rd-congress/senate-bill/1922,"93rd Congress (1973-1974)",,"A bill for the relief of Robert J. Martin.","Sen. Javits, Jacob K. [R-NY]",05/31/1973,,,,0,"House - Judiciary | Senate - Judiciary",03/29/1974,"Private Law 93-55."
"S. 1914",https://www.congress.gov/bill/93rd-congress/senate-bill/1914,"93rd Congress (1973-1974)",,"An Act to provide for the establishment of the Board for International Broadcasting, to authorize the continuation of assistance to Radio Free Europe and Radio Liberty, and for other purposes.","Sen. Percy, Charles H. [R-IL]",05/31/1973,,,,20,"House - Foreign Affairs | Senate - Foreign Relations",10/19/1973,"Public law 93-129."
"S. 1888",https://www.congress.gov/bill/93rd-congress/senate-bill/1888,"93rd Congress (1973-1974)",,"Agriculture and Consumer Protection Act","Sen. Talmadge, Herman E. [D-GA]",05/23/1973,,,,0,"House - Agriculture | Senate - Agriculture",08/10/1973,"Public law 93-86."
"S. 1887",https://www.congress.gov/bill/93rd-congress/senate-bill/1887,"93rd Congress (1973-1974)",,"A bill to provide for the appointment of alternates for the Governors of the International Monetary Fund and of the International Bank for Reconstruction and Development.","Sen. Fulbright, James [D-AR]",05/23/1973,,,,0,"House - Banking | Senate - Foreign Relations",08/15/1973,"Public law 93-94."
"S. 1871",https://www.congress.gov/bill/93rd-congress/senate-bill/1871,"93rd Congress (1973-1974)",,"An Act to amend the Youth Conservation Corps Act of 1972 (Public Law 92-597,86 Stat. 1319) to expand and make permanent the Youth Conservation Corps, and for other purposes.","Sen. Jackson, Henry M. [D-WA]",05/23/1973,,,,22,"House - Education and Labor | Senate - Interior and Insular Affairs",09/03/1974,"Public law 93-408."
"S. 1866",https://www.congress.gov/bill/93rd-congress/senate-bill/1866,"93rd Congress (1973-1974)",,"An Act to provide increases in certain annuities payable under chapter 83 of title 5, United States Code, and for other purposes.","Sen. Burdick, Quentin N. [D-ND]",05/22/1973,,,,0,"Senate - Post Office and Civil Service",04/26/1974,"Public law 93-273."
"S. 1852",https://www.congress.gov/bill/93rd-congress/senate-bill/1852,"93rd Congress (1973-1974)",,"A bill for the relief of Georgina Henrietta Harris.","Sen. Bentsen, Lloyd M. [D-TX]",05/21/1973,,,,1,"House - Judiciary | Senate - Judiciary",03/29/1974,"Private Law 93-54."
"S. 1841",https://www.congress.gov/bill/93rd-congress/senate-bill/1841,"93rd Congress (1973-1974)",,"An Act to amend the Communications Act of 1934 with regard to the broadcasting of certain professional sports clubs' games.","Sen. Pastore, John O. [D-RI]",05/17/1973,,,,4,"House - Commerce | Senate - Commerce",09/14/1973,"Public law 93-107."
"S. 1836",https://www.congress.gov/bill/93rd-congress/senate-bill/1836,"93rd Congress (1973-1974)",,"A bill to amend the Act entitled ""An Act to incorporate the American Hospital of Paris"", approved January 30, 1913 (37 Stat. 654).","Sen. Fong, Hiram L. [R-HI]",05/16/1973,,,,0,"House - Judiciary | Senate - Judiciary",04/12/1974,"Public law 93-266."
"S. 1808",https://www.congress.gov/bill/93rd-congress/senate-bill/1808,"93rd Congress (1973-1974)",,"An Act to apportion funds for the National System of Interstate and Defense Highways and to authorize funds in accordance with title 23, United States Code, for fiscal year 1974, and for other purposes.","Sen. Randolph, Jennings [D-WV]",05/14/1973,,,,3,"House - Public Works | Senate - Public Works",07/06/1973,"Public law 93-61."
"S. 1803",https://www.congress.gov/bill/93rd-congress/senate-bill/1803,"93rd Congress (1973-1974)",,"An Act to authorize the waiver of claims of the United States arising out of erroneous payments of pay and allowances to certain officers and employees of the legislative branch.","Sen. Cannon, Howard W. [D-NV]",05/14/1973,,,,0,"House - Post Office and Civil Service | Senate - Rules and Administration",07/25/1974,"Public law 93-359."
"S. 1794",https://www.congress.gov/bill/93rd-congress/senate-bill/1794,"93rd Congress (1973-1974)",,"A bill to amend section 308 of title 44, United States Code, relating to the disbursing officer, deputy disbursing officer, and certifying officers and employees of the Government Printing Office.","Sen. Cannon, Howard W. [D-NV]",05/14/1973,,,,0,"House - Government Operations | Senate - Rules and Administration",10/20/1974,"Public law 93-459."
"S. 1776",https://www.congress.gov/bill/93rd-congress/senate-bill/1776,"93rd Congress (1973-1974)",,"A bill to amend the Federal Water Pollution Control Act, as amended.","Sen. Clark, Dick [D-IA]",05/10/1973,,,,2,"House - Public Works | Senate - Public Works",12/28/1973,"Public law 93-207."
"S. 1769",https://www.congress.gov/bill/93rd-congress/senate-bill/1769,"93rd Congress (1973-1974)",,"An Act to reduce losses of life and property, through better fire prevention and control, and for other purposes.","Sen. Magnuson, Warren G. [D-WA]",05/09/1973,,,,23,"House - Science and Astronautics | Senate - Commerce",10/29/1974,"Public law 93-498."
"S. 1759",https://www.congress.gov/bill/93rd-congress/senate-bill/1759,"93rd Congress (1973-1974)",,"A bill authorizing further appropriations to the Secretary of the Interior for services necessary to the nonperforming arts functions of the John F. Kennedy Center for the Performing Arts, and for other purposes.","Sen. Baker, Howard H., Jr. [R-TN]",05/09/1973,,,,0,"Senate - Public Works",07/10/1973,"Public law 93-67."
"S. 1752",https://www.congress.gov/bill/93rd-congress/senate-bill/1752,"93rd Congress (1973-1974)",,"An original bill prescribing the objectives and functions of the National Commission on Productivity and Work Quality.","Sen. Johnston, J. Bennett [D-LA]",05/08/1973,,,,0,"House - Banking | Senate - Banking, Housing, and Urban Affairs",06/08/1974,"Public law 93-311."
"S. 1747",https://www.congress.gov/bill/93rd-congress/senate-bill/1747,"93rd Congress (1973-1974)",,"An Act to amend the International Travel Act of 1961 to authorize appropriations for fiscal years 1974, 1975, and 1976, and for other purposes.","Sen. Magnuson, Warren G. [D-WA]",05/08/1973,,,,2,"House - Commerce | Senate - Commerce",12/19/1973,"Public law 93-193."
"S. 1745",https://www.congress.gov/bill/93rd-congress/senate-bill/1745,"93rd Congress (1973-1974)",,"An Act to provide financial assistance for research activities for the study of sudden infant death syndrome, and for other purposes.","Sen. Mondale, Walter F. [D-MN]",05/08/1973,,,,25,"House - Commerce | Senate - Labor and Public Welfare",04/22/1974,"Public law 93-270."
"S. 1673",https://www.congress.gov/bill/93rd-congress/senate-bill/1673,"93rd Congress (1973-1974)",,"A bill for the relief of Mrs. Zosima Telebanco Van Zanten.","Sen. Cranston, Alan [D-CA]",04/30/1973,,,,0,"House - Judiciary | Senate - Judiciary",03/29/1974,"Private Law 93-53."
"S. 1647",https://www.congress.gov/bill/93rd-congress/senate-bill/1647,"93rd Congress (1973-1974)",,"A bill to extend the Environmental Education Act for three years.","Sen. Nelson, Gaylord [D-WI]",04/18/1973,,,,0,"Senate - Labor and Public Welfare",05/10/1974,"Public law 93-278."
"S. 1636",https://www.congress.gov/bill/93rd-congress/senate-bill/1636,"93rd Congress (1973-1974)",,"An Act to amend the International Economic Policy Act of 1972 to change the membership of the Council on International Economic Policy, and for other purposes.","Sen. Sparkman, John J. [D-AL]",04/18/1973,,,,3,"Senate - Banking, Housing, and Urban Affairs, Finance, Foreign Relations",10/04/1973,"Public law 93-121."
"S. 1618",https://www.congress.gov/bill/93rd-congress/senate-bill/1618,"93rd Congress (1973-1974)",,"A bill to name the headquarters building in the Geological Survey National Center under construction in Reston, Va., as the ""John Wesley Powell Federal Building.""","Sen. Scott, William Lloyd [R-VA]",04/17/1973,,,,1,"House - Public Works | Senate - Public Works",12/15/1973,"Public law 93-183."
