"Downloaded on",02/17/2020,"12:00:27 EST"
"Search URL",https://www.congress.gov/search?s=2&searchResultViewType=expanded&KWICView=false&q=%7B%22source%22%3A%5B%22legislation%22%5D%2C%22chamber%22%3A%22Senate%22%2C%22congress%22%3A%5B%22102%22%2C%22101%22%2C%22100%22%5D%2C%22bill-status%22%3A%5B%22law%22%5D%7D

"Legislation Number",URL,Congress,"Amends Bill",Title,Sponsor,"Date of Introduction","Date Offered","Date Submitted","Date Proposed","Number of Cosponsors",Committees,"Latest Action Date","Latest Action"
"S. 1511",https://www.congress.gov/bill/101st-congress/senate-bill/1511,"101st Congress (1989-1990)",,"Older Workers Benefit Protection Act","Sen. Pryor, David H. [D-AR]",08/03/1989,,,,45,"Senate - Labor and Human Resources",10/16/1990,"Became Public Law No: 101-433."
"S. 1485",https://www.congress.gov/bill/101st-congress/senate-bill/1485,"101st Congress (1989-1990)",,"Quad Cities Interstate Metropolitan Authority Compact","Sen. Grassley, Chuck [R-IA]",08/03/1989,,,,3,"House - Judiciary | Senate - Judiciary",05/10/1990,"Became Public Law No: 101-288."
"S. 1430",https://www.congress.gov/bill/101st-congress/senate-bill/1430,"101st Congress (1989-1990)",,"National and Community Service Act of 1990","Sen. Kennedy, Edward M. [D-MA]",07/27/1989,,,,38,"House - Education and Labor | Senate - Labor and Human Resources",11/16/1990,"Became Public Law No: 101-610."
"S. 1390",https://www.congress.gov/bill/101st-congress/senate-bill/1390,"101st Congress (1989-1990)",,"A bill to authorize funds to be appropriated for the construction of a mouse research laboratory, and for other purposes.","Sen. Kennedy, Edward M. [D-MA]",07/24/1989,,,,2,"House - Energy and Commerce | Senate - Labor and Human Resources",11/29/1989,"Became Public Law No: 101-190."
"S. 1230",https://www.congress.gov/bill/101st-congress/senate-bill/1230,"101st Congress (1989-1990)",,"An Act to authorize the acquisition of additional lands for inclusion in the Knife River Indian Villages National Historic Site, and for other purposes.","Sen. Burdick, Quentin N. [D-ND]",06/22/1989,,,,0,"House - Interior and Insular Affairs | Senate - Environment and Public Works, Energy and Natural Resources",10/15/1990,"Became Public Law No: 101-430."
"S. 1229",https://www.congress.gov/bill/101st-congress/senate-bill/1229,"101st Congress (1989-1990)",,"A bill for the relief of Maria Luisa Anderson.","Sen. Fowler, Wyche, Jr. [D-GA]",06/22/1989,,,,0,"House - Judiciary | Senate - Judiciary",10/17/1990,"Became Private Law No: 101-5."
"S. 1184",https://www.congress.gov/bill/101st-congress/senate-bill/1184,"101st Congress (1989-1990)",,"A bill to allow the obsolete destroyer U.S.S. Edson (DD 946) to be transferred to the Intrepid Sea-Air Space Museum in New York before the expiration of the otherwise applicable 60-day congressional review period.","Sen. D'Amato, Alfonse [R-NY]",06/14/1989,,,,1,"House - Armed Services",06/30/1989,"Became Public Law No: 101-49."
"S. 1180",https://www.congress.gov/bill/101st-congress/senate-bill/1180,"101st Congress (1989-1990)",,"A bill to authorize the President to appoint Rear Admiral Richard Harrison Truly to the Office of Administrator of the National Aeronautics and Space Administration.","Sen. Hollings, Ernest F. [D-SC]",06/14/1989,,,,4,"Senate - Commerce, Science, and Transportation",06/30/1989,"Became Public Law No: 101-48."
"S. 1164",https://www.congress.gov/bill/101st-congress/senate-bill/1164,"101st Congress (1989-1990)",,"An original bill to authorize appropriations for fiscal year 1990 for the Office of the United States Trade Representative, the United States International Trade Commission, and the United States Customs Service.","Sen. Bentsen, Lloyd M. [D-TX]",06/13/1989,,,,0,"Senate - Finance",12/07/1989,"Became Public Law No: 101-207."
"S. 1128",https://www.congress.gov/bill/101st-congress/senate-bill/1128,"101st Congress (1989-1990)",,"A bill for the relief of Richard Saunders.","Sen. Cranston, Alan [D-CA]",06/06/1989,,,,0,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",10/17/1990,"Became Private Law No: 101-4."
"S. 1096",https://www.congress.gov/bill/101st-congress/senate-bill/1096,"101st Congress (1989-1990)",,"A bill to provide for the use and distribution of funds awarded the Seminole Indians in dockets 73, 151, and 73-A of the Indians Claims Commission.","Sen. Nickles, Don [R-OK]",06/01/1989,,,,1,"House - Interior and Insular Affairs | Senate - Indian Affairs",04/30/1990,"Became Public Law No: 101-277."
"S. 1091",https://www.congress.gov/bill/101st-congress/senate-bill/1091,"101st Congress (1989-1990)",,"United States Coast Guard Bicentennial Medal Act","Sen. Graham, Bob [D-FL]",06/01/1989,,,,47,"House - Banking, Finance, and Urban Affrs | Senate - Banking, Housing, and Urban Affairs",03/30/1990,"Became Public Law No: 101-260."
"S. 1077",https://www.congress.gov/bill/101st-congress/senate-bill/1077,"101st Congress (1989-1990)",,"A bill to authorize the President to appoint Admiral James B. Busey to the Office of Administrator of the Federal Aviation Administration.","Sen. Ford, Wendell H. [D-KY]",05/18/1989,,,,1,"Senate - Commerce, Science, and Transportation",06/30/1989,"Became Public Law No: 101-47."
"S. 1075",https://www.congress.gov/bill/101st-congress/senate-bill/1075,"101st Congress (1989-1990)",,"An original bill to authorize appropriations for the American Folklife Center for fiscal years 1990, 1991, and 1992.","Sen. Ford, Wendell H. [D-KY]",05/18/1989,,,,0,"House - House Administration | Senate - Rules and Administration",09/26/1989,"Became Public Law No: 101-99."
"S. 1046",https://www.congress.gov/bill/101st-congress/senate-bill/1046,"101st Congress (1989-1990)",,"Merrimack River Study Act of 1990","Sen. Rudman, Warren [R-NH]",05/18/1989,,,,1,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",08/10/1990,"Became Public Law No: 101-356."
"S. 1016",https://www.congress.gov/bill/101st-congress/senate-bill/1016,"101st Congress (1989-1990)",,"A bill to change the name of ""Marion Lake"", located northwest of Marion, Kansas, to ""Marion Reservoir"".","Sen. Dole, Robert J. [R-KS]",05/17/1989,,,,0,"House - Interior and Insular Affairs, Public Works and Transportation | Senate - Environment and Public Works",03/14/1990,"Became Public Law No: 101-253."
"S. 993",https://www.congress.gov/bill/101st-congress/senate-bill/993,"101st Congress (1989-1990)",,"Biological Weapons Anti-Terrorism Act of 1989","Sen. Kohl, Herb [D-WI]",05/16/1989,,,,15,"Senate - Judiciary",05/22/1990,"Became Public Law No: 101-298."
"S. 978",https://www.congress.gov/bill/101st-congress/senate-bill/978,"101st Congress (1989-1990)",,"National Museum of the American Indian Act","Sen. Inouye, Daniel K. [D-HI]",05/11/1989,,,,42,"Senate - Indian Affairs, Rules and Administration",11/28/1989,"Became Public Law No: 101-185."
"S. 974",https://www.congress.gov/bill/101st-congress/senate-bill/974,"101st Congress (1989-1990)",,"Nevada Wilderness Protection Act of 1989","Sen. Reid, Harry [D-NV]",05/11/1989,,,,1,"House - Interior and Insular Affairs, Agriculture | Senate - Energy and Natural Resources",12/05/1989,"Became Public Law No: 101-195."
"S. 968",https://www.congress.gov/bill/101st-congress/senate-bill/968,"101st Congress (1989-1990)",,"A bill to delay the effective date of section 27 of the Office of Federal Procurement Policy Act.","Sen. Glenn, John H., Jr. [D-OH]",05/11/1989,,,,5,,05/15/1989,"Became Public Law No: 101-28."
"S. 963",https://www.congress.gov/bill/101st-congress/senate-bill/963,"101st Congress (1989-1990)",,"Route 66 Study Act of 1990","Sen. Domenici, Pete V. [R-NM]",05/10/1989,,,,11,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",09/28/1990,"Became Public Law No: 101-400."
"S. 933",https://www.congress.gov/bill/101st-congress/senate-bill/933,"101st Congress (1989-1990)",,"Americans with Disabilities Act of 1990","Sen. Harkin, Tom [D-IA]",05/09/1989,,,,63,"Senate - Labor and Human Resources",07/26/1990,"Became Public Law No: 101-336."
"S. 931",https://www.congress.gov/bill/101st-congress/senate-bill/931,"101st Congress (1989-1990)",,"Genesee River Protection Act of 1989","Sen. Moynihan, Daniel Patrick [D-NY]",05/04/1989,,,,1,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",11/27/1989,"Became Public Law No: 101-175."
"S. 892",https://www.congress.gov/bill/101st-congress/senate-bill/892,"101st Congress (1989-1990)",,"A bill to exclude Agent Orange settlement payments from countable income and resources under Federal means-tested programs.","Sen. Moynihan, Daniel Patrick [D-NY]",05/02/1989,,,,14,"Senate - Finance",12/06/1989,"Became Public Law No: 101-201."
"S. 845",https://www.congress.gov/bill/101st-congress/senate-bill/845,"101st Congress (1989-1990)",,"Food and Drug Administration Revitalization Act","Sen. Hatch, Orrin G. [R-UT]",04/19/1989,,,,15,"House - Energy and Commerce | Senate - Labor and Human Resources",11/28/1990,"Became Public Law No: 101-635."
"S. 830",https://www.congress.gov/bill/101st-congress/senate-bill/830,"101st Congress (1989-1990)",,"A bill to amend Public Law 99-647, establishing the Blackstone River Valley Heritage Corridor Commission, to authorize the Commission to take immediate action in furtherance of its purposes and to increase the authorization of appropriations for the Commission.","Sen. Pell, Claiborne [D-RI]",04/18/1989,,,,3,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",10/18/1990,"Became Public Law No: 101-441."
"S. 818",https://www.congress.gov/bill/101st-congress/senate-bill/818,"101st Congress (1989-1990)",,"An act to commemorate the contributions of Senator Clinton P. Anderson to the establishment of the National Wilderness Preservation System, and for other purposes.","Sen. Bingaman, Jeff [D-NM]",04/18/1989,,,,1,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",11/28/1989,"Became Public Law No: 101-184."
"S. 804",https://www.congress.gov/bill/101st-congress/senate-bill/804,"101st Congress (1989-1990)",,"North American Wetlands Conservation Act","Sen. Mitchell, George J. [D-ME]",04/17/1989,,,,17,"Senate - Environment and Public Works",12/13/1989,"Became Public Law No: 101-233."
"S. 767",https://www.congress.gov/bill/101st-congress/senate-bill/767,"101st Congress (1989-1990)",,"Business Opportunity Development Reform Act Technical Corrections Act","Sen. Bumpers, Dale [D-AR]",04/12/1989,,,,0,"House - Small Business | Senate - Small Business",06/15/1989,"Became Public Law No: 101-37."
"S. 750",https://www.congress.gov/bill/101st-congress/senate-bill/750,"101st Congress (1989-1990)",,"A bill extending time limitations on certain projects.","Sen. Bumpers, Dale [D-AR]",04/11/1989,,,,0,"House - Energy and Commerce | Senate - Energy and Natural Resources",11/15/1989,"Became Public Law No: 101-155."
"S. 737",https://www.congress.gov/bill/101st-congress/senate-bill/737,"101st Congress (1989-1990)",,"A bill to authorize the Secretary of the Interior to acquire certain lands adjacent to the boundary of Rocky Mountain National Park in the State of Colorado.","Sen. Wirth, Timothy [D-CO]",04/10/1989,,,,1,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",11/29/1989,"Became Public Law No: 101-192."
"S. 694",https://www.congress.gov/bill/101st-congress/senate-bill/694,"101st Congress (1989-1990)",,"Strategic Petroleum Reserve Amendments of 1989","Sen. Johnston, J. Bennett [D-LA]",04/04/1989,,,,0,"Senate - Energy and Natural Resources",06/30/1989,"Became Public Law No: 101-46."
"S. 677",https://www.congress.gov/bill/101st-congress/senate-bill/677,"101st Congress (1989-1990)",,"A bill to amend the Arctic Research and Policy Act of 1984 to improve and clarify its provisions.","Sen. Murkowski, Frank H. [R-AK]",03/17/1989,,,,1,"House - Science, Space and Technology | Senate - Governmental Affairs",11/16/1990,"Became Public Law No: 101-609."
"S. 666",https://www.congress.gov/bill/101st-congress/senate-bill/666,"101st Congress (1989-1990)",,"A bill to enroll twenty individuals under the Alaska Native Claims Settlement Act.","Sen. Murkowski, Frank H. [R-AK]",03/17/1989,,,,0,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",08/17/1990,"Became Public Law No: 101-378."
"S. 647",https://www.congress.gov/bill/101st-congress/senate-bill/647,"101st Congress (1989-1990)",,"Securities Enforcement Remedies and Penny Stock Reform Act of 1990","Sen. Dodd, Christopher J. [D-CT]",03/17/1989,,,,1,"Senate - Banking, Housing, and Urban Affairs",10/15/1990,"Became Public Law No: 101-429."
"S. 639",https://www.congress.gov/bill/101st-congress/senate-bill/639,"101st Congress (1989-1990)",,"Spark M. Matsunaga Hydrogen Research, Development, and Demonstration Act of 1990","Sen. Matsunaga, Spark M. [D-HI]",03/16/1989,,,,5,"Senate - Energy and Natural Resources",11/15/1990,"Became Public Law No: 101-566."
"S. 620",https://www.congress.gov/bill/101st-congress/senate-bill/620,"101st Congress (1989-1990)",,"A bill for the relief of Leroy W. Shebal of North Pole, Alaska.","Sen. Stevens, Ted [R-AK]",03/16/1989,,,,1,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",11/15/1990,"Became Private Law No: 101-15."
"S. 605",https://www.congress.gov/bill/101st-congress/senate-bill/605,"101st Congress (1989-1990)",,"Consumer Product Safety Improvement Act of 1990","Sen. Bryan, Richard H. [D-NV]",03/16/1989,,,,3,"House - Energy and Commerce | Senate - Commerce, Science, and Transportation",11/16/1990,"Became Public Law No: 101-608."
"S. 580",https://www.congress.gov/bill/101st-congress/senate-bill/580,"101st Congress (1989-1990)",,"Student Right-To-Know and Campus Security Act","Sen. Bradley, Bill [D-NJ]",03/15/1989,,,,1,"House - Education and Labor | Senate - Labor and Human Resources",11/08/1990,"Became Public Law No: 101-542."
"S. 566",https://www.congress.gov/bill/101st-congress/senate-bill/566,"101st Congress (1989-1990)",,"Cranston-Gonzalez National Affordable Housing Act","Sen. Cranston, Alan [D-CA]",03/15/1989,,,,42,"Senate - Banking, Housing, and Urban Affairs",11/28/1990,"Became Public Law No: 101-625."
"S. 555",https://www.congress.gov/bill/101st-congress/senate-bill/555,"101st Congress (1989-1990)",,"De Soto Expedition Trail Commission Act of 1990","Sen. Graham, Bob [D-FL]",03/09/1989,,,,6,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",11/16/1990,"Became Public Law No: 101-607."
"S. 553",https://www.congress.gov/bill/101st-congress/senate-bill/553,"101st Congress (1989-1990)",,"A bill to provide for more balance in the stocks of dairy products purchased by the Commodity Credit Corporation.","Sen. Leahy, Patrick J. [D-VT]",03/09/1989,,,,4,"House - Agriculture",03/29/1989,"Became Public Law No: 101-7."
"S. 535",https://www.congress.gov/bill/101st-congress/senate-bill/535,"101st Congress (1989-1990)",,"Federal Civil Penalties Inflation Adjustment Act of 1990","Sen. Lautenberg, Frank R. [D-NJ]",03/08/1989,,,,2,"House - Government Operations | Senate - Governmental Affairs",10/05/1990,"Became Public Law No: 101-410."
"S. 488",https://www.congress.gov/bill/101st-congress/senate-bill/488,"101st Congress (1989-1990)",,"Renewable Energy and Energy Efficiency Technology Competitiveness Act of 1989","Sen. Fowler, Wyche, Jr. [D-GA]",03/01/1989,,,,31,"Senate - Energy and Natural Resources",12/11/1989,"Became Public Law No: 101-218."
"S. 459",https://www.congress.gov/bill/101st-congress/senate-bill/459,"101st Congress (1989-1990)",,"An Act to amend title 35, United States Code, with respect to the use of inventions in outer space.","Sen. Gore, Albert, Jr. [D-TN]",02/28/1989,,,,8,"House - Judiciary | Senate - Judiciary",11/15/1990,"Became Public Law No: 101-580."
"S. 388",https://www.congress.gov/bill/101st-congress/senate-bill/388,"101st Congress (1989-1990)",,"Federal Energy Regulatory Commission Member Term Act of 1990","Sen. Bingaman, Jeff [D-NM]",02/08/1989,,,,3,"Senate - Energy and Natural Resources",04/11/1990,"Became Public Law No: 101-271."
"S. 358",https://www.congress.gov/bill/101st-congress/senate-bill/358,"101st Congress (1989-1990)",,"Immigration Act of 1990","Sen. Kennedy, Edward M. [D-MA]",02/07/1989,,,,4,"House - Judiciary | Senate - Judiciary",11/29/1990,"Became Public Law No: 101-649."
