"Downloaded on",02/17/2020,"12:01:10 EST"
"Search URL",https://www.congress.gov/search?s=2&searchResultViewType=expanded&KWICView=false&q=%7B%22source%22%3A%5B%22legislation%22%5D%2C%22chamber%22%3A%22Senate%22%2C%22congress%22%3A%5B%2299%22%2C%2298%22%2C%2297%22%5D%2C%22bill-status%22%3A%5B%22law%22%5D%7D

"Legislation Number",URL,Congress,"Amends Bill",Title,Sponsor,"Date of Introduction","Date Offered","Date Submitted","Date Proposed","Number of Cosponsors",Committees,"Latest Action Date","Latest Action"
"S. 727",https://www.congress.gov/bill/98th-congress/senate-bill/727,"98th Congress (1983-1984)",,"A bill to authorize the Secretary of the Interior to set aside certain judgment funds of the Three Affiliated Tribes of Fort Berthold Reservation in North Dakota, and for other purposes.","Sen. Andrews, Mark [R-ND]",03/08/1983,,,,1,"House - Interior and Insular Affairs | Senate - Indian Affairs",08/11/1983,"Became Public Law No: 98-74."
"S. 726",https://www.congress.gov/bill/98th-congress/senate-bill/726,"98th Congress (1983-1984)",,"A bill to amend and extend the Tribally Controlled Community College Assistance Act of 1978, and for other purposes.","Sen. Andrews, Mark [R-ND]",03/08/1983,,,,7,"Senate - Indian Affairs",12/01/1983,"Became Public Law No: 98-192."
"S. 692",https://www.congress.gov/bill/98th-congress/senate-bill/692,"98th Congress (1983-1984)",,"A bill for the relief of Charles Gaudencio Beeman, Paul Amado Beeman, Elizabeth Beeman, and Joshua Valente Beeman.","Sen. Danforth, John C. [R-MO]",03/07/1983,,,,0,"House - Judiciary | Senate - Judiciary",09/28/1984,"Became Private Law No: 98-23."
"S. 684",https://www.congress.gov/bill/98th-congress/senate-bill/684,"98th Congress (1983-1984)",,"Water Resources Research Act of 1983","Sen. Abdnor, James [R-SD]",03/03/1983,,,,3,"House - Interior and Insular Affairs | Senate - Environment and Public Works",03/22/1984,"Became Public Law No: 98-242."
"S. 680",https://www.congress.gov/bill/98th-congress/senate-bill/680,"98th Congress (1983-1984)",,"A bill entitled the ""Gladys Noon Spellman Parkway.""","Sen. Sarbanes, Paul S. [D-MD]",03/03/1983,,,,2,"Senate - Energy and Natural Resources",07/12/1983,"Became Public Law No: 98-46."
"S. 675",https://www.congress.gov/bill/98th-congress/senate-bill/675,"98th Congress (1983-1984)",,"Department of Defense Authorization Act, 1984","Sen. Tower, John G. [R-TX]",03/03/1983,,,,0,"Senate - Armed Services",09/24/1983,"Became Public Law No: 98-94."
"S. 653",https://www.congress.gov/bill/98th-congress/senate-bill/653,"98th Congress (1983-1984)",,"An act to amend title 10, United States Code, to establish a Foundation for the Advancement of Military Medicine, and for other purposes.","Sen. Jackson, Henry M. [D-WA]",03/02/1983,,,,6,"House - Armed Services | Senate - Armed Services",05/27/1983,"Became Public Law No: 98-36."
"S. 648",https://www.congress.gov/bill/98th-congress/senate-bill/648,"98th Congress (1983-1984)",,"A bill to facilitate the exchange of certain lands in South Carolina.","Sen. Thurmond, Strom [R-SC]",03/02/1983,,,,1,"House - Energy and Commerce | Senate - Energy and Natural Resources",10/19/1984,"Became Public Law No: 98-496."
"S. 639",https://www.congress.gov/bill/98th-congress/senate-bill/639,"98th Congress (1983-1984)",,"Lebanon Emergency Assistance Act of 1983","Sen. Percy, Charles H. [R-IL]",03/01/1983,,,,0,"Senate - Foreign Relations",06/27/1983,"Became Public Law No: 98-43."
"S. 602",https://www.congress.gov/bill/98th-congress/senate-bill/602,"98th Congress (1983-1984)",,"Radio Broadcasting to Cuba Act","Sen. Hawkins, Paula [R-FL]",02/24/1983,,,,35,"Senate - Foreign Relations",10/04/1983,"Became Public Law No: 98-111."
"S. 598",https://www.congress.gov/bill/98th-congress/senate-bill/598,"98th Congress (1983-1984)",,"A bill to authorize a land conveyance from the Department of Agriculture to Payson, Arizona.","Sen. DeConcini, Dennis [D-AZ]",02/24/1983,,,,1,"Senate - Energy and Natural Resources",09/28/1984,"Became Public Law No: 98-439."
"S. 597",https://www.congress.gov/bill/98th-congress/senate-bill/597,"98th Congress (1983-1984)",,"A bill to convey certain lands to Show Low, Arizona.","Sen. DeConcini, Dennis [D-AZ]",02/24/1983,,,,1,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",05/21/1984,"Became Public Law No: 98-287."
"S. 589",https://www.congress.gov/bill/98th-congress/senate-bill/589,"98th Congress (1983-1984)",,"An act to authorize $15,500,000 for capital improvement projects on Guam, and for other purposes.","Sen. McClure, James A. [R-ID]",02/24/1983,,,,0,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",12/08/1983,"Became Public Law No: 98-213."
"S. 577",https://www.congress.gov/bill/98th-congress/senate-bill/577,"98th Congress (1983-1984)",,"An original bill to provide for the conveyance of certain Federal lands adjacent to Orchard and Lake Shore Drives, Lake Lowell, Boise project, Idaho.","Sen. McClure, James A. [R-ID]",02/23/1983,,,,0,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",12/01/1983,"Became Public Law No: 98-196."
"S. 566",https://www.congress.gov/bill/98th-congress/senate-bill/566,"98th Congress (1983-1984)",,"An act to direct the Secretary of Agriculture to release on behalf of the United States a reversionary interest in certain tracts of land conveyed to the South Carolina State Commission of Forestry, and to direct the Secretary of the Interior to convey certain mineral interests of the United States in such land to such Commission, and for other purposes.","Sen. Hollings, Ernest F. [D-SC]",02/23/1983,,,,1,"House - Agriculture | Senate - Agriculture, Nutrition, and Forestry",10/19/1984,"Became Public Law No: 98-495."
"S. 552",https://www.congress.gov/bill/98th-congress/senate-bill/552,"98th Congress (1983-1984)",,"An act to designate the Federal Building in Fort Myers, Florida, as the ""George W. Whitehurst Federal Building and United States Courthouse"".","Sen. Chiles, Lawton [D-FL]",02/22/1983,,,,0,"House - Public Works and Transportation | Senate - Environment and Public Works",11/07/1983,"Became Public Law No: 98-148."
"S. 543",https://www.congress.gov/bill/98th-congress/senate-bill/543,"98th Congress (1983-1984)",,"Wyoming Wilderness Act of 1984","Sen. Wallop, Malcolm [R-WY]",02/22/1983,,,,1,"House - Agriculture, Interior and Insular Affairs | Senate - Energy and Natural Resources",10/30/1984,"Became Public Law No: 98-550."
"S. 518",https://www.congress.gov/bill/98th-congress/senate-bill/518,"98th Congress (1983-1984)",,"Environmental Programs Assistance Act of 1984","Sen. Chafee, John H. [R-RI]",02/17/1983,,,,15,"Senate - Environment and Public Works",06/12/1984,"Became Public Law No: 98-313."
"S. 514",https://www.congress.gov/bill/98th-congress/senate-bill/514,"98th Congress (1983-1984)",,"A bill for the relief of Seela Jeremiah Piula.","Sen. Hatch, Orrin G. [R-UT]",02/17/1983,,,,0,"House - Judiciary | Senate - Judiciary",09/28/1984,"Became Private Law No: 98-22."
"S. 505",https://www.congress.gov/bill/98th-congress/senate-bill/505,"98th Congress (1983-1984)",,"A bill to designate the Federal building to be constructed in Savannah, Georgia, as the ""Juliette Gordon Low Federal Building"".","Sen. Mattingly, Mack [R-GA]",02/17/1983,,,,1,"Senate - Environment and Public Works",12/02/1983,"Became Public Law No: 98-205."
"S. 461",https://www.congress.gov/bill/98th-congress/senate-bill/461,"98th Congress (1983-1984)",,"An act to amend the Ethics in Government Act of 1978 to make certain changes in the authority of the Office of Government Ethics, and for other purposes.","Sen. Cohen, William S. [R-ME]",02/03/1983,,,,1,"House - Judiciary, Post Office and Civil Service | Senate - Governmental Affairs",11/11/1983,"Became Public Law No: 98-150."
"S. 459",https://www.congress.gov/bill/98th-congress/senate-bill/459,"98th Congress (1983-1984)",,"A bill to authorize and direct the Secretary of the Interior to convey, by quitclaim deed, all right, title, and interest of the United States in and to certain lands that were withdrawn or acquired for the purpose of relocating a portion of the City of American Falls out of the area flooded by the American Falls Reservoir.","Sen. McClure, James A. [R-ID]",02/03/1983,,,,1,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",07/28/1983,"Became Public Law No: 98-61."
"S. 450",https://www.congress.gov/bill/98th-congress/senate-bill/450,"98th Congress (1983-1984)",,"Mail Order Consumer Protection Amendments of 1983","Sen. Pryor, David H. [D-AR]",02/03/1983,,,,23,"House - Post Office and Civil Service | Senate - Governmental Affairs",11/30/1983,"Became Public Law No: 98-186."
"S. 448",https://www.congress.gov/bill/98th-congress/senate-bill/448,"98th Congress (1983-1984)",,"A bill to authorize rehabilitation of the Belle Fourche irrigation project, and for other purposes.","Sen. Abdnor, James [R-SD]",02/03/1983,,,,1,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",11/17/1983,"Became Public Law No: 98-157."
"S. 435",https://www.congress.gov/bill/98th-congress/senate-bill/435,"98th Congress (1983-1984)",,"A bill for the relief of Joseph Antonio Francis.","Sen. McClure, James A. [R-ID]",02/03/1983,,,,0,"House - Judiciary | Senate - Judiciary",09/28/1984,"Became Private Law No: 98-21."
"S. 422",https://www.congress.gov/bill/98th-congress/senate-bill/422,"98th Congress (1983-1984)",,"Controlled Substance Registrant Protection Act of 1984","Sen. Jepsen, Roger W. [R-IA]",02/03/1983,,,,44,"House - Judiciary | Senate - Judiciary",05/31/1984,"Became Public Law No: 98-305."
"S. 419",https://www.congress.gov/bill/98th-congress/senate-bill/419,"98th Congress (1983-1984)",,"A bill to provide that per capita payments to Indians may be made by tribal governments, and for other purposes.","Sen. Hatfield, Mark O. [R-OR]",02/03/1983,,,,0,"House - Interior and Insular Affairs | Senate - Indian Affairs",08/02/1983,"Became Public Law No: 98-64."
"S. 416",https://www.congress.gov/bill/98th-congress/senate-bill/416,"98th Congress (1983-1984)",,"A bill to amend the Wild and Scenic Rivers Act by designating a segment of the Illinois River in Oregon and the Owyhee River in Oregon as components of the National Wild and Scenic River System, and for other purposes.","Sen. Hatfield, Mark O. [R-OR]",02/03/1983,,,,1,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",10/19/1984,"Became Public Law No: 98-494."
"S. 379",https://www.congress.gov/bill/98th-congress/senate-bill/379,"98th Congress (1983-1984)",,"A bill to cancel certain indebtedness in connection with disaster relief activities.","Sen. Stennis, John C. [D-MS]",02/02/1983,,,,1,"House - Judiciary | Senate - Environment and Public Works",02/17/1984,"Became Private Law No: 98-8."
"S. 376",https://www.congress.gov/bill/98th-congress/senate-bill/376,"98th Congress (1983-1984)",,"A bill to amend the Debt Collection Act of 1982 to eliminate the requirement that contracts for collection services to recover indebtedness owed the United States be effective only to the extent and in the amount provided in advance appropriation Acts.","Sen. Percy, Charles H. [R-IL]",02/02/1983,,,,0,"House - Judiciary | Senate - Governmental Affairs",11/29/1983,"Became Public Law No: 98-167."
"S. 373",https://www.congress.gov/bill/98th-congress/senate-bill/373,"98th Congress (1983-1984)",,"Arctic Research and Policy Act of 1984","Sen. Murkowski, Frank H. [R-AK]",02/01/1983,,,,3,"House - Science and Technology, Armed Services, Merchant Marine and Fisheries | Senate - Governmental Affairs",07/31/1984,"Became Public Law No: 98-373."
"S. 304",https://www.congress.gov/bill/98th-congress/senate-bill/304,"98th Congress (1983-1984)",,"A bill to hold a parcel of land in trust for the Burns Paiute Tribe.","Sen. Hatfield, Mark O. [R-OR]",01/31/1983,,,,0,"House - Interior and Insular Affairs | Senate - Indian Affairs",05/02/1983,"Became Public Law No: 98-25."
"S. 301",https://www.congress.gov/bill/98th-congress/senate-bill/301,"98th Congress (1983-1984)",,"An act for the relief of Kim Hae Ok Heimberger.","Sen. Mathias, Charles McC., Jr. [R-MD]",01/31/1983,,,,0,"House - Judiciary | Senate - Judiciary",09/28/1984,"Became Private Law No: 98-20."
"S. 287",https://www.congress.gov/bill/98th-congress/senate-bill/287,"98th Congress (1983-1984)",,"A bill to establish the Harry S. Truman National Historic Site in the State of Missouri, and for other purposes.","Sen. Eagleton, Thomas F. [D-MO]",01/31/1983,,,,2,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",05/23/1983,"Became Public Law No: 98-32."
"S. 277",https://www.congress.gov/bill/98th-congress/senate-bill/277,"98th Congress (1983-1984)",,"A bill for the relief of Marlon Dolon Opelt.","Sen. Proxmire, William [D-WI]",01/31/1983,,,,0,"House - Judiciary | Senate - Judiciary",09/28/1984,"Became Private Law No: 98-19."
"S. 273",https://www.congress.gov/bill/98th-congress/senate-bill/273,"98th Congress (1983-1984)",,"An act to amend section 8(a) of the Small Business Act.","Sen. Weicker, Lowell P., Jr. [R-CT]",01/27/1983,,,,2,"Senate - Small Business",07/13/1983,"Became Public Law No: 98-47."
"S. 272",https://www.congress.gov/bill/98th-congress/senate-bill/272,"98th Congress (1983-1984)",,"A bill to improve small business access to Federal procurement information.","Sen. Pressler, Larry [R-SD]",01/27/1983,,,,20,"Senate - Small Business",08/11/1983,"Became Public Law No: 98-72."
"S. 271",https://www.congress.gov/bill/98th-congress/senate-bill/271,"98th Congress (1983-1984)",,"National Trails System Act Amendments of 1983","Sen. McClure, James A. [R-ID]",01/27/1983,,,,2,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",03/28/1983,"Became Public Law No: 98-11."
"S. 268",https://www.congress.gov/bill/98th-congress/senate-bill/268,"98th Congress (1983-1984)",,"An act to authorize the Secretary of the Interior to construct, operate, and maintain certain facilities at Hoover Dam, and for other purposes.","Sen. McClure, James A. [R-ID]",01/27/1983,,,,3,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",08/17/1984,"Became Public Law No: 98-381."
"S. 216",https://www.congress.gov/bill/98th-congress/senate-bill/216,"98th Congress (1983-1984)",,"An act to amend title 18 of the United States Code to prohibit certain tampering with consumer products, and for other purposes.","Sen. Thurmond, Strom [R-SC]",01/27/1983,,,,59,"Senate - Judiciary",10/13/1983,"Became Public Law No: 98-127."
"S. 197",https://www.congress.gov/bill/98th-congress/senate-bill/197,"98th Congress (1983-1984)",,"A bill to direct the Secretary of the Department of Transportation to conduct an independent study to determine the adequacy of certain industry practices and Federal Aviation Administration rules and regulations, and for other purposes.","Sen. Inouye, Daniel K. [D-HI]",01/26/1983,,,,1,"House - Public Works and Transportation | Senate - Commerce, Science, and Transportation",10/11/1984,"Became Public Law No: 98-466."
"S. 149",https://www.congress.gov/bill/98th-congress/senate-bill/149,"98th Congress (1983-1984)",,"A bill for the relief of Adel Shervin.","Sen. Grassley, Chuck [R-IA]",01/26/1983,,,,1,"House - Judiciary | Senate - Judiciary",10/30/1984,"Became Private Law No: 98-47."
"S. 143",https://www.congress.gov/bill/98th-congress/senate-bill/143,"98th Congress (1983-1984)",,"An act to authorize the Twenty-nine Palms Band of Luiseno Mission Indians and the Confederated Salish and Kootenai Tribes of the Flathead Reservation to lease for ninety-nine years certain lands held in trust.","Sen. Cranston, Alan [D-CA]",01/26/1983,,,,0,"House - Interior and Insular Affairs | Senate - Indian Affairs",08/08/1983,"Became Public Law No: 98-70."
"S. 126",https://www.congress.gov/bill/98th-congress/senate-bill/126,"98th Congress (1983-1984)",,"Alcohol and Drug Abuse Amendments of 1983","Sen. Humphrey, Gordon J. [R-NH]",01/26/1983,,,,3,"Senate - Labor and Human Resources",04/26/1983,"Became Public Law No: 98-24."
"S. 118",https://www.congress.gov/bill/98th-congress/senate-bill/118,"98th Congress (1983-1984)",,"A bill to provide for the establishment of a Commission on the Bicentennial of the Constitution.","Sen. Hatch, Orrin G. [R-UT]",01/26/1983,,,,8,"Senate - Judiciary",09/29/1983,"Became Public Law No: 98-101."
"S. 96",https://www.congress.gov/bill/98th-congress/senate-bill/96,"98th Congress (1983-1984)",,"Lee Metcalf Wilderness and Management Act of 1983","Sen. Melcher, John [D-MT]",01/26/1983,,,,0,"House - Agriculture, Interior and Insular Affairs | Senate - Energy and Natural Resources",10/31/1983,"Became Public Law No: 98-140."
"S. 89",https://www.congress.gov/bill/98th-congress/senate-bill/89,"98th Congress (1983-1984)",,"Saccharin Study and Labeling Act Amendment of 1983","Sen. Hatch, Orrin G. [R-UT]",01/26/1983,,,,0,"Senate - Labor and Human Resources",04/22/1983,"Became Public Law No: 98-22."
"S. 66",https://www.congress.gov/bill/98th-congress/senate-bill/66,"98th Congress (1983-1984)",,"Cable Communications Policy Act of 1984","Sen. Goldwater, Barry [R-AZ]",01/26/1983,,,,0,"House - Energy and Commerce | Senate - Commerce, Science, and Transportation",10/30/1984,"Became Public Law No: 98-549."
"S. 64",https://www.congress.gov/bill/98th-congress/senate-bill/64,"98th Congress (1983-1984)",,"Irish Wilderness Act of 1984","Sen. Danforth, John C. [R-MO]",01/26/1983,,,,1,"House - Interior and Insular Affairs, Agriculture | Senate - Energy and Natural Resources",05/21/1984,"Became Public Law No: 98-289."
"S. 61",https://www.congress.gov/bill/98th-congress/senate-bill/61,"98th Congress (1983-1984)",,"An original bill to designate a ""Nancy Hanks Center"" and the ""Old Post Office Building"" in Washington, D.C., and for other purposes.  ","Sen. Stafford, Robert T. [R-VT]",01/26/1983,,,,0,"Senate - Environment and Public Works",02/15/1983,"Became Public Law No: 98-1."
"S. 47",https://www.congress.gov/bill/98th-congress/senate-bill/47,"98th Congress (1983-1984)",,"Shipping Act of 1984","Sen. Gorton, Slade [R-WA]",01/26/1983,,,,5,"Senate - Commerce, Science, and Transportation",03/20/1984,"Became Public Law No: 98-237."
"S. 46",https://www.congress.gov/bill/98th-congress/senate-bill/46,"98th Congress (1983-1984)",,"An act to revise, consolidate, and enact certain laws related to vessels and seamen as subtitle II of title 46, United States Code, ""Shipping"".","Sen. Packwood, Bob [R-OR]",01/26/1983,,,,4,"House - Merchant Marine and Fisheries | Senate - Commerce, Science, and Transportation",08/26/1983,"Became Public Law No: 98-89."
"S. 38",https://www.congress.gov/bill/98th-congress/senate-bill/38,"98th Congress (1983-1984)",,"Longshore and Harbor Workers' Compensation Act of 1984","Sen. Nickles, Don [R-OK]",01/26/1983,,,,11,"House - Education and Labor | Senate - Labor and Human Resources",09/28/1984,"Became Public Law No: 98-426."
"S. 32",https://www.congress.gov/bill/98th-congress/senate-bill/32,"98th Congress (1983-1984)",,"Record Rental Amendment of 1984","Sen. Mathias, Charles McC., Jr. [R-MD]",01/26/1983,,,,13,"House - Judiciary | Senate - Judiciary",10/04/1984,"Became Public Law No: 98-450."
"S.J.Res. 340",https://www.congress.gov/bill/98th-congress/senate-joint-resolution/340,"98th Congress (1983-1984)",,"A joint resolution to designate the week of September 23, 1984 as ""National Historically Black Colleges Week"".","Sen. Thurmond, Strom [R-SC]",08/06/1984,,,,43,"House - Post Office and Civil Service | Senate - Judiciary",09/24/1984,"Became Public Law No: 98-416."
"S.J.Res. 338",https://www.congress.gov/bill/98th-congress/senate-joint-resolution/338,"98th Congress (1983-1984)",,"A joint resolution to congratulate the athletes of the United States Olympic Team for their performance and achievements in the 1984 Winter Olympic Games in Sarajevo, Yugoslavia, and the 1984 Summer Olympic Games in Los Angeles, California.","Sen. Stevens, Ted [R-AK]",08/02/1984,,,,3,"House - Post Office and Civil Service",08/21/1984,"Became Public Law No: 98-394."
"S.J.Res. 336",https://www.congress.gov/bill/98th-congress/senate-joint-resolution/336,"98th Congress (1983-1984)",,"A joint resolution to proclaim October 23, 1984, as ""A Time of Remembrance"" for all victims of terrorism throughout the world.","Sen. Denton, Jeremiah [R-AL]",07/26/1984,,,,59,"House - Post Office and Civil Service | Senate - Judiciary",09/28/1984,"Became Public Law No: 98-429."
"S.J.Res. 335",https://www.congress.gov/bill/98th-congress/senate-joint-resolution/335,"98th Congress (1983-1984)",,"A joint resolution to designate the week beginning on May 19, 1985, as ""National Tourism Week"".","Sen. Warner, John [R-VA]",07/25/1984,,,,51,"House - Post Office and Civil Service | Senate - Judiciary",09/25/1984,"Became Public Law No: 98-424."
"S.J.Res. 334",https://www.congress.gov/bill/98th-congress/senate-joint-resolution/334,"98th Congress (1983-1984)",,"A joint resolution to provide for the designation of the month of November, 1984, as ""National Hospice Month"".","Sen. Dole, Robert J. [R-KS]",07/24/1984,,,,41,"House - Post Office and Civil Service | Senate - Judiciary",09/25/1984,"Became Public Law No: 98-423."
"S.J.Res. 333",https://www.congress.gov/bill/98th-congress/senate-joint-resolution/333,"98th Congress (1983-1984)",,"A joint resolution to designate September 21, 1984 as ""World War I Aces and Aviators Day"".","Sen. Helms, Jesse [R-NC]",06/29/1984,,,,46,"House - Post Office and Civil Service | Senate - Judiciary",09/24/1984,"Became Public Law No: 98-415."
"S.J.Res. 332",https://www.congress.gov/bill/98th-congress/senate-joint-resolution/332,"98th Congress (1983-1984)",,"A joint resolution to proclaim October 16, 1984, as ""World Food Day"".","Sen. Dole, Robert J. [R-KS]",06/29/1984,,,,32,"House - Post Office and Civil Service | Senate - Judiciary",10/15/1984,"Became Public Law No: 98-476."
"S.J.Res. 324",https://www.congress.gov/bill/98th-congress/senate-joint-resolution/324,"98th Congress (1983-1984)",,"A joint resolution designating November, 1984, as ""National Christmas Seal Month"".","Sen. Hatch, Orrin G. [R-UT]",06/27/1984,,,,41,"House - Post Office and Civil Service | Senate - Judiciary",10/11/1984,"Became Public Law No: 98-468."
"S.J.Res. 322",https://www.congress.gov/bill/98th-congress/senate-joint-resolution/322,"98th Congress (1983-1984)",,"A joint resolution designating the week beginning on October 7, 1984, as ""Mental Illness Awareness Week""","Sen. Quayle, Dan [R-IN]",06/26/1984,,,,35,"House - Post Office and Civil Service | Senate - Judiciary",10/09/1984,"Became Public Law No: 98-458."
"S.J.Res. 309",https://www.congress.gov/bill/98th-congress/senate-joint-resolution/309,"98th Congress (1983-1984)",,"A joint resolution authorizing and requesting the President to designate January 1985 as ""National Cerebral Palsy Month"".","Sen. Bentsen, Lloyd M. [D-TX]",06/07/1984,,,,37,"House - Post Office and Civil Service | Senate - Judiciary",10/19/1984,"Became Public Law No: 98-519."
"S.J.Res. 306",https://www.congress.gov/bill/98th-congress/senate-joint-resolution/306,"98th Congress (1983-1984)",,"A joint resolution to proclaim July 10, 1984, as ""Food for Peace Day"".","Sen. Dole, Robert J. [R-KS]",06/06/1984,,,,70,"House - Post Office and Civil Service | Senate - Judiciary",07/09/1984,"Became Public Law No: 98-349."
"S.J.Res. 304",https://www.congress.gov/bill/98th-congress/senate-joint-resolution/304,"98th Congress (1983-1984)",,"A joint resolution to designate the month of October 1984 as ""National Quality Month"".","Sen. Helms, Jesse [R-NC]",06/06/1984,,,,45,"Senate - Judiciary",09/28/1984,"Became Public Law No: 98-436."
"S.J.Res. 303",https://www.congress.gov/bill/98th-congress/senate-joint-resolution/303,"98th Congress (1983-1984)",,"A joint resolution to designate the week of December 9, 1984, through December 15, 1984, as ""National Drunk and Drugged Driving Awareness Week"".","Sen. Humphrey, Gordon J. [R-NH]",05/24/1984,,,,33,"House - Post Office and Civil Service | Senate - Judiciary",07/03/1984,"Became Public Law No: 98-338."
"S.J.Res. 302",https://www.congress.gov/bill/98th-congress/senate-joint-resolution/302,"98th Congress (1983-1984)",,"A joint resolution to designate the month of September 1984 as ""National Sewing Month"".","Sen. East, John P. [R-NC]",05/24/1984,,,,27,"House - Post Office and Civil Service | Senate - Judiciary",08/17/1984,"Became Public Law No: 98-380."
"S.J.Res. 299",https://www.congress.gov/bill/98th-congress/senate-joint-resolution/299,"98th Congress (1983-1984)",,"A joint resolution to designate November 1984 as ""National Diabetes Month"".","Sen. Abdnor, James [R-SD]",05/21/1984,,,,40,"House - Post Office and Civil Service | Senate - Judiciary",10/19/1984,"Became Public Law No: 98-518."
"S.J.Res. 298",https://www.congress.gov/bill/98th-congress/senate-joint-resolution/298,"98th Congress (1983-1984)",,"A joint resolution to proclaim the month of July 1984 as ""National Ice Cream Month"" and July 15, 1984, as ""National Ice Cream Day"".  ","Sen. Huddleston, Walter (Dee) [D-KY]",05/17/1984,,,,62,"House - Post Office and Civil Service | Senate - Judiciary",07/02/1984,"Became Public Law No: 98-333."
"S.J.Res. 297",https://www.congress.gov/bill/98th-congress/senate-joint-resolution/297,"98th Congress (1983-1984)",,"A joint resolution to designate the month of June 1984 as ""Veterans' Preference Month"".","Sen. Thurmond, Strom [R-SC]",05/16/1984,,,,34,"House - Post Office and Civil Service | Senate - Judiciary",06/30/1984,"Became Public Law No: 98-330."
"S.J.Res. 296",https://www.congress.gov/bill/98th-congress/senate-joint-resolution/296,"98th Congress (1983-1984)",,"A joint resolution to designate June 14, 1984, as ""Baltic Freedom Day"".","Sen. D'Amato, Alfonse [R-NY]",05/15/1984,,,,37,"Senate - Judiciary",06/15/1984,"Became Public Law No: 98-318."
"S.J.Res. 295",https://www.congress.gov/bill/98th-congress/senate-joint-resolution/295,"98th Congress (1983-1984)",,"A joint resolution to provide for the designation of the week of October 14 through October 20, 1984, as ""Myasthenia Gravis Awareness Week.""","Sen. Metzenbaum, Howard M. [D-OH]",05/15/1984,,,,27,"House - Post Office and Civil Service | Senate - Judiciary",10/11/1984,"Became Public Law No: 98-472."
"S.J.Res. 289",https://www.congress.gov/bill/98th-congress/senate-joint-resolution/289,"98th Congress (1983-1984)",,"A joint resolution to designate June 18, 1984, as ""National Child Passenger Safety Awareness Day"".","Sen. Hawkins, Paula [R-FL]",05/08/1984,,,,36,"House - Post Office and Civil Service | Senate - Judiciary",06/18/1984,"Became Public Law No: 98-319."
"S.J.Res. 285",https://www.congress.gov/bill/98th-congress/senate-joint-resolution/285,"98th Congress (1983-1984)",,"A joint resolution to designate June 13, 1984, as ""Harmon Killebrew Day"".","Sen. McClure, James A. [R-ID]",04/30/1984,,,,28,"House - Post Office and Civil Service | Senate - Judiciary",06/15/1984,"Became Public Law No: 98-317."
"S.J.Res. 278",https://www.congress.gov/bill/98th-congress/senate-joint-resolution/278,"98th Congress (1983-1984)",,"A joint resolution to commemorate the one hundredth anniversary of the Bureau of Labor Statistics.","Sen. Quayle, Dan [R-IN]",04/24/1984,,,,3,"Senate - Labor and Human Resources",07/09/1984,"Became Public Law No: 98-348."
"S.J.Res. 275",https://www.congress.gov/bill/98th-congress/senate-joint-resolution/275,"98th Congress (1983-1984)",,"A joint resolution to designate the month of October 1984 as ""National Spina Bifida Month"".","Sen. Dixon, Alan J. [D-IL]",04/12/1984,,,,30,"House - Post Office and Civil Service | Senate - Judiciary",09/25/1984,"Became Public Law No: 98-418."
"S.J.Res. 273",https://www.congress.gov/bill/98th-congress/senate-joint-resolution/273,"98th Congress (1983-1984)",,"A joint resolution to designate the week of October 7, 1984, through October 13, 1984, as ""Smokey Bear Week"".","Sen. Heflin, Howell [D-AL]",04/12/1984,,,,45,"House - Post Office and Civil Service | Senate - Judiciary",10/11/1984,"Became Public Law No: 98-467."
"S.J.Res. 272",https://www.congress.gov/bill/98th-congress/senate-joint-resolution/272,"98th Congress (1983-1984)",,"A joint resolution recognizing the anniversaries of the Warsaw Uprising and the Polish resistance to the invasion of Poland during World War II.","Sen. Murkowski, Frank H. [R-AK]",04/10/1984,,,,27,"Senate - Judiciary",08/17/1984,"Became Public Law No: 98-384."
"S.J.Res. 270",https://www.congress.gov/bill/98th-congress/senate-joint-resolution/270,"98th Congress (1983-1984)",,"A joint resolution designating the week of July 1 through July 8, 1984, as ""National Duck Stamp Week"" and 1984 as the ""Golden Anniversary Year of the Duck Stamp"".","Sen. Cochran, Thad [R-MS]",04/03/1984,,,,29,"House - Post Office and Civil Service | Senate - Judiciary",07/03/1984,"Became Public Law No: 98-341."
"S.J.Res. 261",https://www.congress.gov/bill/98th-congress/senate-joint-resolution/261,"98th Congress (1983-1984)",,"A joint resolution to provide for the designation of the last week in June, 1984, as ""Helen Keller Deaf-Blind Awareness Week"".","Sen. Leahy, Patrick J. [D-VT]",03/20/1984,,,,35,"House - Post Office and Civil Service | Senate - Judiciary",06/18/1984,"Became Public Law No: 98-320."
"S.J.Res. 260",https://www.congress.gov/bill/98th-congress/senate-joint-resolution/260,"98th Congress (1983-1984)",,"A joint resolution designating the week beginning on November 11, 1984, as ""National Blood Pressure Awareness Week"".","Sen. Quayle, Dan [R-IN]",03/15/1984,,,,29,"House - Post Office and Civil Service | Senate - Judiciary",10/11/1984,"Became Public Law No: 98-471."
