"Downloaded on",02/17/2020,"11:59:34 EST"
"Search URL",https://www.congress.gov/search?s=2&searchResultViewType=expanded&KWICView=false&q=%7B%22source%22%3A%5B%22legislation%22%5D%2C%22chamber%22%3A%22Senate%22%2C%22congress%22%3A%5B%22108%22%2C%22107%22%2C%22106%22%2C%22105%22%2C%22104%22%2C%22103%22%5D%2C%22bill-status%22%3A%5B%22law%22%5D%7D

"Legislation Number",URL,Congress,"Amends Bill",Title,Sponsor,"Date of Introduction","Date Offered","Date Submitted","Date Proposed","Number of Cosponsors",Committees,"Latest Action Date","Latest Action"
"S. 361",https://www.congress.gov/bill/106th-congress/senate-bill/361,"106th Congress (1999-2000)",,"A bill to direct the Secretary of the Interior to transfer to John R. and Margaret J. Lowe of Big Horn County, Wyoming, certain land so as to correct an error in the patent issued to their predecessors in interest.","Sen. Enzi, Michael B. [R-WY]",02/03/1999,,,,1,"House - Resources | Senate - Energy and Natural Resources",08/02/1999,"Became Private Law No: 106-1."
"S. 356",https://www.congress.gov/bill/106th-congress/senate-bill/356,"106th Congress (1999-2000)",,"Wellton-Mohawk Transfer Act","Sen. Kyl, Jon [R-AZ]",02/03/1999,,,,1,"Senate - Energy and Natural Resources",06/21/2000,"Became Public Law No: 106-221."
"S. 335",https://www.congress.gov/bill/106th-congress/senate-bill/335,"106th Congress (1999-2000)",,"Deceptive Mail Prevention and Enforcement Act","Sen. Collins, Susan M. [R-ME]",02/03/1999,,,,41,"House - Government Reform | Senate - Governmental Affairs",12/12/1999,"Became Public Law No: 106-168."
"S. 323",https://www.congress.gov/bill/106th-congress/senate-bill/323,"106th Congress (1999-2000)",,"Black Canyon of the Gunnison National Park and Gunnison Gorge National Conservation Area Act of 1999","Sen. Campbell, Ben Nighthorse [R-CO]",01/28/1999,,,,1,"House - Resources | Senate - Energy and Natural Resources",10/21/1999,"Became Public Law No: 106-76."
"S. 322",https://www.congress.gov/bill/106th-congress/senate-bill/322,"106th Congress (1999-2000)",,"A bill to amend title 4, United States Code, to add the Martin Luther King Jr. holiday to the list of days on which the flag should especially be displayed.","Sen. Campbell, Ben Nighthorse [R-CO]",01/28/1999,,,,28,"Senate - Judiciary",10/25/1999,"Became Public Law No: 106-80."
"S. 314",https://www.congress.gov/bill/106th-congress/senate-bill/314,"106th Congress (1999-2000)",,"Small Business Year 2000 Readiness Act","Sen. Bond, Christopher S. [R-MO]",01/27/1999,,,,27,"House - Small Business | Senate - Small Business",04/02/1999,"Became Public Law No: 106-8."
"S. 302",https://www.congress.gov/bill/106th-congress/senate-bill/302,"106th Congress (1999-2000)",,"A bill for the relief of Kerantha Poole-Christian.","Sen. Torricelli, Robert G. [D-NJ]",01/25/1999,,,,0,"House - Judiciary | Senate - Health, Education, Labor, and Pensions, Judiciary",10/13/2000,"Became Private Law No: 106-7."
"S. 293",https://www.congress.gov/bill/106th-congress/senate-bill/293,"106th Congress (1999-2000)",,"A bill to direct the Secretaries of Agriculture and Interior and to convey certain lands in San Juan County, New Mexico, to San Juan College.","Sen. Domenici, Pete V. [R-NM]",01/21/1999,,,,1,"House - Resources | Senate - Energy and Natural Resources",10/06/1999,"Became Public Law No: 106-66."
"S. 291",https://www.congress.gov/bill/106th-congress/senate-bill/291,"106th Congress (1999-2000)",,"Carlsbad Irrigation Project Acquired Land Transfer Act","Sen. Domenici, Pete V. [R-NM]",01/21/1999,,,,1,"Senate - Energy and Natural Resources",06/21/2000,"Became Public Law No: 106-220."
"S. 278",https://www.congress.gov/bill/106th-congress/senate-bill/278,"106th Congress (1999-2000)",,"A bill to direct the Secretary of the Interior to convey certain lands to the county of Rio Arriba, New Mexico.","Sen. Domenici, Pete V. [R-NM]",01/21/1999,,,,1,"House - Resources | Senate - Energy and Natural Resources",11/29/1999,"Became Public Law No: 106-114."
"S. 276",https://www.congress.gov/bill/106th-congress/senate-bill/276,"106th Congress (1999-2000)",,"A bill for the relief of Sergio Lozano, Faurico Lozano and Ana Lozano.","Sen. Feinstein, Dianne [D-CA]",01/21/1999,,,,0,"House - Judiciary | Senate - Judiciary",11/22/2000,"Became Private Law No: 106-16."
"S. 249",https://www.congress.gov/bill/106th-congress/senate-bill/249,"106th Congress (1999-2000)",,"Missing, Exploited, and Runaway Children Protection Act","Sen. Hatch, Orrin G. [R-UT]",01/19/1999,,,,7,"House - Education and the Workforce | Senate - Judiciary",10/12/1999,"Became Public Law No: 106-71."
"S. 150",https://www.congress.gov/bill/106th-congress/senate-bill/150,"106th Congress (1999-2000)",,"A bill for the relief of Marina Khalina and her son, Albert Mifakhov.","Sen. Wyden, Ron [D-OR]",01/19/1999,,,,0,"House - Judiciary | Senate - Judiciary",11/22/2000,"Became Private Law No: 106-15."
"S. 148",https://www.congress.gov/bill/106th-congress/senate-bill/148,"106th Congress (1999-2000)",,"Neotropical Migratory Bird Conservation Act","Sen. Abraham, Spencer [R-MI]",01/19/1999,,,,14,"Senate - Environment and Public Works",07/20/2000,"Became Public Law No: 106-247."
"S. 67",https://www.congress.gov/bill/106th-congress/senate-bill/67,"106th Congress (1999-2000)",,"A bill to designate the headquarters building of the Department of Housing and Urban Development in Washington, District of Columbia, as the ""Robert C. Weaver Federal Building"".","Sen. Moynihan, Daniel Patrick [D-NY]",01/19/1999,,,,9,"Senate - Environment and Public Works",12/09/1999,"Became Public Law No: 106-162."
"S. 28",https://www.congress.gov/bill/106th-congress/senate-bill/28,"106th Congress (1999-2000)",,"Four Corners Interpretive Center Act","Sen. Hatch, Orrin G. [R-UT]",01/19/1999,,,,5,"Senate - Energy and Natural Resources, Indian Affairs",12/07/1999,"Became Public Law No: 106-143."
"S. 11",https://www.congress.gov/bill/106th-congress/senate-bill/11,"106th Congress (1999-2000)",,"Wei Jingsheng Freedom of Conscience Act","Sen. Abraham, Spencer [R-MI]",01/19/1999,,,,10,"House - Judiciary | Senate - Judiciary",11/22/2000,"Became Private Law No: 106-14."
"S.J.Res. 44",https://www.congress.gov/bill/106th-congress/senate-joint-resolution/44,"106th Congress (1999-2000)",,"A joint resolution supporting the Day of Honor 2000 to honor and recognize the service of minority veterans in the United States Armed Forces during World War II.","Sen. Kennedy, Edward M. [D-MA]",04/06/2000,,,,57,"Senate - Judiciary",05/26/2000,"Became Public Law No: 106-205."
"S.J.Res. 43",https://www.congress.gov/bill/106th-congress/senate-joint-resolution/43,"106th Congress (1999-2000)",,"A joint resolution expressing the sense of Congress that the President of the United States should encourage free and fair elections and respect for democracy in Peru.","Sen. Coverdell, Paul [R-GA]",03/28/2000,,,,4,"House - International Relations",04/25/2000,"Became Public Law No: 106-186."
"S.J.Res. 42",https://www.congress.gov/bill/106th-congress/senate-joint-resolution/42,"106th Congress (1999-2000)",,"A joint resolution providing for the reappointment of Manuel L. Ibanez as a citizen regent of the Board of Regents of the Smithsonian Institution.","Sen. Cochran, Thad [R-MS]",02/29/2000,,,,2,"House - House Administration | Senate - Rules and Administration",05/05/2000,"Became Public Law No: 106-199."
"S.J.Res. 40",https://www.congress.gov/bill/106th-congress/senate-joint-resolution/40,"106th Congress (1999-2000)",,"A joint resolution providing for the appointment of Alan G. Spoon as a citizen regent of the Board of Regents of the Smithsonian Institution.","Sen. Cochran, Thad [R-MS]",02/29/2000,,,,2,"House - House Administration | Senate - Rules and Administration",05/05/2000,"Became Public Law No: 106-198."
"S. 2561",https://www.congress.gov/bill/105th-congress/senate-bill/2561,"105th Congress (1997-1998)",,"Consumer Reporting Employment Clarification Act of 1998","Sen. Nickles, Don [R-OK]",10/06/1998,,,,1,,11/02/1998,"Became Public Law No: 105-347."
"S. 2524",https://www.congress.gov/bill/105th-congress/senate-bill/2524,"105th Congress (1997-1998)",,"A bill to clarify without substantive change laws related to Patriotic and National Observances, Ceremonies, and Organizations and to improve the United States Code.","Sen. Hatch, Orrin G. [R-UT]",09/28/1998,,,,0,"House - Judiciary | Senate - Judiciary",11/03/1998,"Became Public Law No: 105-354."
"S. 2505",https://www.congress.gov/bill/105th-congress/senate-bill/2505,"105th Congress (1997-1998)",,"A bill to direct the Secretary of the Interior to convey title to the Tunnison Lab Hagerman Field Station in Gooding County, Idaho, to the University of Idaho.","Sen. Craig, Larry E. [R-ID]",09/21/1998,,,,1,"House - Resources | Senate - Environment and Public Works",11/02/1998,"Became Public Law No: 105-346."
"S. 2500",https://www.congress.gov/bill/105th-congress/senate-bill/2500,"105th Congress (1997-1998)",,"A bill to protect the sanctity of contracts and leases entered into by surface patent holders with respect to coalbed methane gas.","Sen. Enzi, Michael B. [R-WY]",09/18/1998,,,,2,"House - Resources | Senate - Energy and Natural Resources",11/10/1998,"Became Public Law No: 105-367."
"S. 2468",https://www.congress.gov/bill/105th-congress/senate-bill/2468,"105th Congress (1997-1998)",,"Dante Fascell Biscayne National Park Visitor Center Designation Act","Sen. Graham, Bob [D-FL]",09/14/1998,,,,1,"House - Resources | Senate - Energy and Natural Resources",10/29/1998,"Became Public Law No: 105-307."
"S. 2432",https://www.congress.gov/bill/105th-congress/senate-bill/2432,"105th Congress (1997-1998)",,"Assistive Technology Act of 1998","Sen. Jeffords, James M. [R-VT]",09/02/1998,,,,21,"Senate - Labor and Human Resources",11/13/1998,"Became Public Law No: 105-394."
"S. 2427",https://www.congress.gov/bill/105th-congress/senate-bill/2427,"105th Congress (1997-1998)",,"A bill to amend the Omnibus Parks and Public Lands Management Act of 1996 to extend the legislative authority for the Black Patriots Foundation to establish a commemorative work.","Sen. Campbell, Ben Nighthorse [R-CO]",08/31/1998,,,,0,"House - Resources | Senate - Energy and Natural Resources",11/02/1998,"Became Public Law No: 105-345."
"S. 2413",https://www.congress.gov/bill/105th-congress/senate-bill/2413,"105th Congress (1997-1998)",,"An act prohibiting the conveyance of Woodland Lake Park tract in Apache-Sitgreaves National Forest in the State of Arizona unless the conveyance is made to the town of Pinetop-Lakeside or authorized by Act of Congress.","Sen. McCain, John [R-AZ]",07/31/1998,,,,1,"Senate - Energy and Natural Resources",11/02/1998,"Became Public Law No: 105-344."
"S. 2392",https://www.congress.gov/bill/105th-congress/senate-bill/2392,"105th Congress (1997-1998)",,"Year 2000 Information and Readiness Disclosure Act","Sen. Bennett, Robert F. [R-UT]",07/30/1998,,,,10,"Senate - Judiciary",10/19/1998,"Became Public Law No: 105-271."
"S. 2375",https://www.congress.gov/bill/105th-congress/senate-bill/2375,"105th Congress (1997-1998)",,"International Anti-Bribery and Fair Competition Act of 1998","Sen. D'Amato, Alfonse [R-NY]",07/30/1998,,,,0,"Senate - Banking, Housing, and Urban Affairs",11/10/1998,"Became Public Law No: 105-366."
"S. 2364",https://www.congress.gov/bill/105th-congress/senate-bill/2364,"105th Congress (1997-1998)",,"Economic Development Administration and Appalachian Regional Development Reform Act of 1998","Sen. Chafee, John H. [R-RI]",07/28/1998,,,,61,"Senate - Environment and Public Works",11/13/1998,"Became Public Law No: 105-393."
"S. 2344",https://www.congress.gov/bill/105th-congress/senate-bill/2344,"105th Congress (1997-1998)",,"Emergency Farm Financial Relief Act","Sen. Coverdell, Paul [R-GA]",07/22/1998,,,,14,"Senate - Agriculture, Nutrition, and Forestry",08/12/1998,"Became Public Law No: 105-228."
"S. 2316",https://www.congress.gov/bill/105th-congress/senate-bill/2316,"105th Congress (1997-1998)",,"A bill to require the Secretary of Energy to submit to Congress a plan to ensure that all amounts accrued on the books of the United States Enrichment Corporation for the disposition of depleted uranium hexafluoride will be used to treat and recycle depleted uranium hexafluoride.","Sen. McConnell, Mitch [R-KY]",07/15/1998,,,,3,,07/21/1998,"Became Public Law No: 105-204."
"S. 2285",https://www.congress.gov/bill/105th-congress/senate-bill/2285,"105th Congress (1997-1998)",,"Women's Progress Commemoration Act","Sen. Dodd, Christopher J. [D-CT]",07/10/1998,,,,19,"House - Resources | Senate - Energy and Natural Resources",10/31/1998,"Became Public Law No: 105-341."
"S. 2282",https://www.congress.gov/bill/105th-congress/senate-bill/2282,"105th Congress (1997-1998)",,"Agriculture Export Relief Act of 1998","Sen. McConnell, Mitch [R-KY]",07/09/1998,,,,22,,07/14/1998,"Became Public Law No: 105-194."
"S. 2272",https://www.congress.gov/bill/105th-congress/senate-bill/2272,"105th Congress (1997-1998)",,"Grant-Kohrs Ranch National Historic Site Boundary Adjustment Act of 1998","Sen. Burns, Conrad R. [R-MT]",07/08/1998,,,,0,"House - Resources | Senate - Energy and Natural Resources",11/10/1998,"Became Public Law No: 105-365."
"S. 2246",https://www.congress.gov/bill/105th-congress/senate-bill/2246,"105th Congress (1997-1998)",,"A bill to amend the Act which establised the Frederick Law Olmsted National Historic Site, in the Commonwealth of Massachusetts, by modifying the boundary and for other purposes.","Sen. Murkowski, Frank H. [R-AK]",06/26/1998,,,,0,"House - Resources | Senate - Energy and Natural Resources",11/02/1998,"Became Public Law No: 105-343."
"S. 2241",https://www.congress.gov/bill/105th-congress/senate-bill/2241,"105th Congress (1997-1998)",,"A bill to provide for the acquisition of lands formerly occupied by the Franklin D. Roosevelt family at Hyde Park, New York, and for other purposes.","Sen. Murkowski, Frank H. [R-AK]",06/26/1998,,,,0,"House - Resources | Senate - Energy and Natural Resources",11/10/1998,"Became Public Law No: 105-364."
"S. 2240",https://www.congress.gov/bill/105th-congress/senate-bill/2240,"105th Congress (1997-1998)",,"Adams National Historical Park Act of 1998","Sen. Murkowski, Frank H. [R-AK]",06/26/1998,,,,0,"House - Resources | Senate - Energy and Natural Resources",11/02/1998,"Became Public Law No: 105-342."
"S. 2235",https://www.congress.gov/bill/105th-congress/senate-bill/2235,"105th Congress (1997-1998)",,"A bill to amend part Q of the Omnibus Crime Control and Safe Streets Act of 1968 to encourage the use of school resource officers.","Sen. Campbell, Ben Nighthorse [R-CO]",06/25/1998,,,,5,"House - Judiciary, Education and the Workforce | Senate - Judiciary",10/27/1998,"Became Public Law No: 105-302."
"S. 2232",https://www.congress.gov/bill/105th-congress/senate-bill/2232,"105th Congress (1997-1998)",,"A bill to establish the Little Rock Central High School National Historic Site in the State of Arkansas, and for other purposes.","Sen. Bumpers, Dale [D-AR]",06/25/1998,,,,1,"House - Resources | Senate - Energy and Natural Resources",11/06/1998,"Became Public Law No: 105-356."
"S. 2206",https://www.congress.gov/bill/105th-congress/senate-bill/2206,"105th Congress (1997-1998)",,"Coats Human Services Reauthorization Act of 1998","Sen. Coats, Daniel [R-IN]",06/23/1998,,,,3,"Senate - Labor and Human Resources",10/27/1998,"Became Public Law No: 105-285."
"S. 2193",https://www.congress.gov/bill/105th-congress/senate-bill/2193,"105th Congress (1997-1998)",,"Trademark Law Treaty Implementation Act","Sen. Hatch, Orrin G. [R-UT]",06/18/1998,,,,1,"Senate - Judiciary",10/30/1998,"Became Public Law No: 105-330."
"S. 2143",https://www.congress.gov/bill/105th-congress/senate-bill/2143,"105th Congress (1997-1998)",,"A bill to amend chapter 45 of title 28, United States Code, to authorize the Administrative Assistant to the Chief Justice to accept voluntary services, and for other purposes.","Sen. Hatch, Orrin G. [R-UT]",06/09/1998,,,,1,"Senate - Judiciary",08/13/1998,"Became Public Law No: 105-233."
"S. 2129",https://www.congress.gov/bill/105th-congress/senate-bill/2129,"105th Congress (1997-1998)",,"Hawaii Volcanoes National Park Adjustment Act of 1998","Sen. Akaka, Daniel K. [D-HI]",06/02/1998,,,,1,"House - Resources | Senate - Energy and Natural Resources",11/12/1998,"Became Public Law No: 105-380."
"S. 2112",https://www.congress.gov/bill/105th-congress/senate-bill/2112,"105th Congress (1997-1998)",,"Postal Employees Safety Enhancement Act","Sen. Enzi, Michael B. [R-WY]",05/22/1998,,,,12,"Senate - Labor and Human Resources",09/28/1998,"Became Public Law No: 105-241."
"S. 2106",https://www.congress.gov/bill/105th-congress/senate-bill/2106,"105th Congress (1997-1998)",,"Arches National Park Expansion Act of 1998","Sen. Bennett, Robert F. [R-UT]",05/21/1998,,,,1,"Senate - Energy and Natural Resources",10/30/1998,"Became Public Law No: 105-329."
"S. 2094",https://www.congress.gov/bill/105th-congress/senate-bill/2094,"105th Congress (1997-1998)",,"Fish and Wildlife Revenue Enhancement Act of 1998","Sen. Allard, Wayne [R-CO]",05/20/1998,,,,1,"House - Resources | Senate - Environment and Public Works",10/30/1998,"Became Public Law No: 105-328."
"S. 2071",https://www.congress.gov/bill/105th-congress/senate-bill/2071,"105th Congress (1997-1998)",,"A bill to extend a quarterly financial report program administered by the Secretary of Commerce.","Sen. Thompson, Fred [R-TN]",05/13/1998,,,,2,"House - Government Reform | Senate - Governmental Affairs",10/09/1998,"Became Public Law No: 105-252."
"S. 2069",https://www.congress.gov/bill/105th-congress/senate-bill/2069,"105th Congress (1997-1998)",,"A bill to permit the mineral leasing of Indian land located within the Fort Berthold Indian reservation in any case in which there is consent from a majority interest in the parcel of land under consideration for lease.","Sen. Dorgan, Byron L. [D-ND]",05/12/1998,,,,1,"Senate - Indian Affairs",07/07/1998,"Became Public Law No: 105-188."
"S. 2022",https://www.congress.gov/bill/105th-congress/senate-bill/2022,"105th Congress (1997-1998)",,"Crime Identification Technology Act of 1998","Sen. DeWine, Mike [R-OH]",04/30/1998,,,,13,"House - Judiciary | Senate - Judiciary",10/09/1998,"Became Public Law No: 105-251."
"S. 1976",https://www.congress.gov/bill/105th-congress/senate-bill/1976,"105th Congress (1997-1998)",,"Crime Victims With Disabilities Awareness Act","Sen. DeWine, Mike [R-OH]",04/23/1998,,,,8,"House - Judiciary | Senate - Judiciary",10/27/1998,"Became Public Law No: 105-301."
"S. 1900",https://www.congress.gov/bill/105th-congress/senate-bill/1900,"105th Congress (1997-1998)",,"U.S. Holocaust Assets Commission Act of 1998","Sen. D'Amato, Alfonse [R-NY]",04/01/1998,,,,26,"Senate - Banking, Housing, and Urban Affairs",06/23/1998,"Became Public Law No: 105-186."
"S. 1892",https://www.congress.gov/bill/105th-congress/senate-bill/1892,"105th Congress (1997-1998)",,"A bill to provide that a person closely related to a judge of a court exercising judicial power under article III of the United States Constitution (other than the Supreme Court) may not be appointed as a judge of the same court, and for other purposes.","Sen. Kyl, Jon [R-AZ]",03/31/1998,,,,0,"Senate - Judiciary",10/27/1998,"Became Public Law No: 105-300."
"S. 1883",https://www.congress.gov/bill/105th-congress/senate-bill/1883,"105th Congress (1997-1998)",,"Marion National Fish Hatchery and Claude Harris National Aquacultural Research Center Conveyance Act","Sen. Shelby, Richard C. [R-AL]",03/31/1998,,,,1,"House - Resources | Senate - Environment and Public Works",09/23/1998,"Became Public Law No: 105-239."
"S. 1800",https://www.congress.gov/bill/105th-congress/senate-bill/1800,"105th Congress (1997-1998)",,"A bill to designate the Federal building and United States courthouse located at 85 Marconi Boulevard in Columbus, Ohio, as the ""Joseph P. Kinneary United States Courthouse"".","Sen. Glenn, John H., Jr. [D-OH]",03/19/1998,,,,1,"House - Transportation and Infrastructure | Senate - Environment and Public Works",08/13/1998,"Became Public Law No: 105-232."
"S. 1759",https://www.congress.gov/bill/105th-congress/senate-bill/1759,"105th Congress (1997-1998)",,"A bill to grant a Federal charter to the American GI Forum of the United States.","Sen. Hatch, Orrin G. [R-UT]",03/13/1998,,,,35,"Senate - Judiciary",08/13/1998,"Became Public Law No: 105-231."
"S. 1754",https://www.congress.gov/bill/105th-congress/senate-bill/1754,"105th Congress (1997-1998)",,"Health Professions Education Partnerships Act of 1998","Sen. Frist, William H. [R-TN]",03/12/1998,,,,11,"Senate - Labor and Human Resources",11/13/1998,"Became Public Law No: 105-392."
"S. 1733",https://www.congress.gov/bill/105th-congress/senate-bill/1733,"105th Congress (1997-1998)",,"An Act to amend the Food Stamp Act of 1977 to require food stamp State agencies to take certain actions to ensure that food stamp coupons are not issued for deceased individuals, to require the Secretary of Agriculture to conduct a study of options for the design, development, implementation, and operation of a national database to track participation in Federal means-tested public assistance programs, and for other purposes.","Sen. Lugar, Richard G. [R-IN]",03/10/1998,,,,1,"Senate - Agriculture, Nutrition, and Forestry",11/12/1998,"Became Public Law No: 105-379."
"S. 1722",https://www.congress.gov/bill/105th-congress/senate-bill/1722,"105th Congress (1997-1998)",,"Women's Health Research and Prevention Amendments of 1998","Sen. Frist, William H. [R-TN]",03/06/1998,,,,35,"House - Commerce | Senate - Labor and Human Resources",10/31/1998,"Became Public Law No: 105-340."
"S. 1718",https://www.congress.gov/bill/105th-congress/senate-bill/1718,"105th Congress (1997-1998)",,"An act to amend the Weir Farm National Historic Site Establishment Act of 1990 to authorize the acquisition of additional acreage for the historic site to permit the development of visitor and administrative facilities and to authorize the appropriation of additional amounts for the acquisition of real and personal property, and for other purposes.","Sen. Lieberman, Joseph I. [D-CT]",03/05/1998,,,,1,"House - Resources | Senate - Energy and Natural Resources",11/10/1998,"Became Public Law No: 105-363."
"S. 1695",https://www.congress.gov/bill/105th-congress/senate-bill/1695,"105th Congress (1997-1998)",,"Sand Creek Massacre National Historic Site Preservation Act of 1998","Sen. Campbell, Ben Nighthorse [R-CO]",03/02/1998,,,,2,"House - Resources | Senate - Energy and Natural Resources",10/06/1998,"Became Public Law No: 105-243."
"S. 1693",https://www.congress.gov/bill/105th-congress/senate-bill/1693,"105th Congress (1997-1998)",,"National Parks Omnibus Management Act of 1998","Sen. Thomas, Craig [R-WY]",02/27/1998,,,,6,"House - Resources | Senate - Energy and Natural Resources",11/13/1998,"Became Public Law No: 105-391."
"S. 1683",https://www.congress.gov/bill/105th-congress/senate-bill/1683,"105th Congress (1997-1998)",,"A bill to transfer administrative jurisdiction over part of the Lake Chelan National Recreation Area from the Secretary of the Interior to the Secretary of Agriculture for inclusion in the Wenatchee National Forest.","Sen. Gorton, Slade [R-WA]",02/26/1998,,,,0,"Senate - Energy and Natural Resources",09/23/1998,"Became Public Law No: 105-238."
"S. 1605",https://www.congress.gov/bill/105th-congress/senate-bill/1605,"105th Congress (1997-1998)",,"Bulletproof Vest Partnership Grant Act of 1998","Sen. Campbell, Ben Nighthorse [R-CO]",02/04/1998,,,,20,"House - Judiciary | Senate - Judiciary",06/16/1998,"Became Public Law No: 105-181."
"S. 1575",https://www.congress.gov/bill/105th-congress/senate-bill/1575,"105th Congress (1997-1998)",,"A bill to rename the Washington National Airport located in the District of Columbia and Virginia as the ""Ronald Reagan Washington National Airport"".","Sen. Coverdell, Paul [R-GA]",01/27/1998,,,,39,,02/06/1998,"Became Public Law No: 105-154."
"S. 1565",https://www.congress.gov/bill/105th-congress/senate-bill/1565,"105th Congress (1997-1998)",,"A bill to make technical corrections to the Nicaraguan Adjustment and Central American Relief Act.","Sen. Abraham, Spencer [R-MI]",11/13/1997,,,,0,,12/02/1997,"Became Public Law No: 105-139."
"S. 1564",https://www.congress.gov/bill/105th-congress/senate-bill/1564,"105th Congress (1997-1998)",,"Holocaust Victims Redress Act","Sen. D'Amato, Alfonse [R-NY]",11/13/1997,,,,0,"House - International Relations",02/13/1998,"Became Public Law No: 105-158."
"S. 1559",https://www.congress.gov/bill/105th-congress/senate-bill/1559,"105th Congress (1997-1998)",,"A bill to provide for the design, construction, furnishing, and equipping of a Center for Historically Black Heritage within Florida A&M University.","Sen. Mack, Connie, III [R-FL]",11/13/1997,,,,1,,12/02/1997,"Became Public Law No: 105-138."
"S. 1525",https://www.congress.gov/bill/105th-congress/senate-bill/1525,"105th Congress (1997-1998)",,"Police, Fire, and Emergency Officers Educational Assistance Act of 1998","Sen. Specter, Arlen [R-PA]",11/12/1997,,,,9,"House - Judiciary | Senate - Judiciary",11/13/1998,"Became Public Law No: 105-390."
"S. 1519",https://www.congress.gov/bill/105th-congress/senate-bill/1519,"105th Congress (1997-1998)",,"Surface Transportation Extension Act of 1997","Sen. Bond, Christopher S. [R-MO]",11/10/1997,,,,4,,12/01/1997,"Became Public Law No: 105-130."
"S. 1507",https://www.congress.gov/bill/105th-congress/senate-bill/1507,"105th Congress (1997-1998)",,"A bill to amend the National Defense Authorization Act for Fiscal Year 1998 to make certain technical corrections.","Sen. Thurmond, Strom [R-SC]",11/09/1997,,,,0,"House - National Security",12/01/1997,"Became Public Law No: 105-129."
"S. 1505",https://www.congress.gov/bill/105th-congress/senate-bill/1505,"105th Congress (1997-1998)",,"Museum and Library Services Technical and Conforming Amendments of 1997","Sen. Jeffords, James M. [R-VT]",11/09/1997,,,,0,"House - Education and the Workforce",12/01/1997,"Became Public Law No: 105-128."
"S. 1417",https://www.congress.gov/bill/105th-congress/senate-bill/1417,"105th Congress (1997-1998)",,"Hispanic Cultural Center Act of 1997","Sen. Domenici, Pete V. [R-NM]",11/07/1997,,,,2,,12/01/1997,"Became Public Law No: 105-127."
"S. 1408",https://www.congress.gov/bill/105th-congress/senate-bill/1408,"105th Congress (1997-1998)",,"Lower East Side Tenement National Historic Site Act of 1998","Sen. D'Amato, Alfonse [R-NY]",11/07/1997,,,,1,"House - Resources | Senate - Energy and Natural Resources",11/12/1998,"Became Public Law No: 105-378."
"S. 1397",https://www.congress.gov/bill/105th-congress/senate-bill/1397,"105th Congress (1997-1998)",,"Centennial of Flight Commemoration Act","Sen. Helms, Jesse [R-NC]",11/07/1997,,,,3,"Senate - Governmental Affairs",11/13/1998,"Became Public Law No: 105-389."
"S. 1379",https://www.congress.gov/bill/105th-congress/senate-bill/1379,"105th Congress (1997-1998)",,"Nazi War Crimes Disclosure Act","Sen. DeWine, Mike [R-OH]",11/05/1997,,,,22,"Senate - Judiciary",10/08/1998,"Became Public Law No: 105-246."
"S. 1378",https://www.congress.gov/bill/105th-congress/senate-bill/1378,"105th Congress (1997-1998)",,"A bill to extend the authorization of use of official mail in the location and recovery of missing children, and for other purposes.","Sen. Warner, John [R-VA]",11/05/1997,,,,0,"House - Government Reform, House Oversight",12/01/1997,"Became Public Law No: 105-126."
"S. 1377",https://www.congress.gov/bill/105th-congress/senate-bill/1377,"105th Congress (1997-1998)",,"A bill to amend the Act incorporating the American Legion to make a technical correction.","Sen. Hatch, Orrin G. [R-UT]",11/05/1997,,,,2,"House - Judiciary",11/20/1997,"Became Public Law No: 105-110."
"S. 1364",https://www.congress.gov/bill/105th-congress/senate-bill/1364,"105th Congress (1997-1998)",,"Federal Reports Elimination Act of 1998","Sen. McCain, John [R-AZ]",11/04/1997,,,,1,"House - Government Reform | Senate - Governmental Affairs",11/10/1998,"Became Public Law No: 105-362."
"S. 1355",https://www.congress.gov/bill/105th-congress/senate-bill/1355,"105th Congress (1997-1998)",,"An act to designate the United States courthouse located at 141 Church Street in New Haven, Connecticut, as the ""Richard C. Lee United States Courthouse"".","Sen. Lieberman, Joseph I. [D-CT]",10/31/1997,,,,1,"Senate - Environment and Public Works",10/09/1998,"Became Public Law No: 105-250."
"S. 1354",https://www.congress.gov/bill/105th-congress/senate-bill/1354,"105th Congress (1997-1998)",,"A bill to amend the Communications Act of 1934 to provide for the designation of common carriers not subject to the jurisdiction of a State commission as eligible telecommunications carriers.","Sen. McCain, John [R-AZ]",10/31/1997,,,,5,"House - Commerce | Senate - Commerce, Science, and Transportation",12/01/1997,"Became Public Law No: 105-125."
"S. 1349",https://www.congress.gov/bill/105th-congress/senate-bill/1349,"105th Congress (1997-1998)",,"A bill to authorize the Secretary of Transportation to issue a certificate of documentation with appropriate endorsement for employment in the coastwise trade for the vessel PRINCE NOVA, and for other purposes.","Sen. Dodd, Christopher J. [D-CT]",10/30/1997,,,,1,"Senate - Commerce, Science, and Transportation",02/11/1998,"Became Public Law No: 105-157."
"S. 1347",https://www.congress.gov/bill/105th-congress/senate-bill/1347,"105th Congress (1997-1998)",,"A bill to permit the city of Cleveland, Ohio, to convey certain lands that the United States conveyed to the city.","Sen. Glenn, John H., Jr. [D-OH]",10/30/1997,,,,1,"Senate - Commerce, Science, and Transportation",11/20/1997,"Became Public Law No: 105-109."
