"Downloaded on",02/17/2020,"11:59:34 EST"
"Search URL",https://www.congress.gov/search?s=2&searchResultViewType=expanded&KWICView=false&q=%7B%22source%22%3A%5B%22legislation%22%5D%2C%22chamber%22%3A%22Senate%22%2C%22congress%22%3A%5B%22108%22%2C%22107%22%2C%22106%22%2C%22105%22%2C%22104%22%2C%22103%22%5D%2C%22bill-status%22%3A%5B%22law%22%5D%7D

"Legislation Number",URL,Congress,"Amends Bill",Title,Sponsor,"Date of Introduction","Date Offered","Date Submitted","Date Proposed","Number of Cosponsors",Committees,"Latest Action Date","Latest Action"
"S. 1240",https://www.congress.gov/bill/107th-congress/senate-bill/1240,"107th Congress (2001-2002)",,"Timpanogos Interagency Land Exchange Act","Sen. Bennett, Robert F. [R-UT]",07/25/2001,,,,0,"House - Resources | Senate - Energy and Natural Resources",12/06/2002,"Became Public Law No: 107-329."
"S. 1227",https://www.congress.gov/bill/107th-congress/senate-bill/1227,"107th Congress (2001-2002)",,"Niagara Falls National Heritage Area Study Act","Sen. Schumer, Charles E. [D-NY]",07/24/2001,,,,1,"House - Resources | Senate - Energy and Natural Resources",10/29/2002,"Became Public Law No: 107-256."
"S. 1226",https://www.congress.gov/bill/107th-congress/senate-bill/1226,"107th Congress (2001-2002)",,"POW/MIA Memorial Flag Act of 2002","Sen. Campbell, Ben Nighthorse [R-CO]",07/24/2001,,,,19,"House - Resources | Senate - Judiciary",12/04/2002,"Became Public Law No: 107-323."
"S. 1214",https://www.congress.gov/bill/107th-congress/senate-bill/1214,"107th Congress (2001-2002)",,"Maritime Transportation Security Act of 2002 ","Sen. Hollings, Ernest F. [D-SC]",07/20/2001,,,,14,"Senate - Commerce, Science, and Transportation",11/25/2002,"Became Public Law No: 107-295."
"S. 1210",https://www.congress.gov/bill/107th-congress/senate-bill/1210,"107th Congress (2001-2002)",,"Native American Housing Assistance and Self-Determination Reauthorization Act of 2002","Sen. Campbell, Ben Nighthorse [R-CO]",07/20/2001,,,,12,"House - Financial Services | Senate - Indian Affairs, Banking, Housing, and Urban Affairs",11/13/2002,"Became Public Law No: 107-292."
"S. 1206",https://www.congress.gov/bill/107th-congress/senate-bill/1206,"107th Congress (2001-2002)",,"Appalachian Regional Development Act Amendments of 2002","Sen. Voinovich, George V. [R-OH]",07/19/2001,,,,8,"Senate - Environment and Public Works",03/12/2002,"Became Public Law No: 107-149."
"S. 1202",https://www.congress.gov/bill/107th-congress/senate-bill/1202,"107th Congress (2001-2002)",,"Office of Government Ethics Authorization Act of 2001","Sen. Lieberman, Joseph I. [D-CT]",07/19/2001,,,,1,"House - Government Reform, Judiciary | Senate - Governmental Affairs",01/15/2002,"Became Public Law No: 107-119."
"S. 1196",https://www.congress.gov/bill/107th-congress/senate-bill/1196,"107th Congress (2001-2002)",,"Small Business Investment Company Amendments Act of 2001","Sen. Bond, Christopher S. [R-MO]",07/18/2001,,,,1,"Senate - Small Business and Entrepreneurship",12/21/2001,"Became Public Law No: 107-100."
"S. 1190",https://www.congress.gov/bill/107th-congress/senate-bill/1190,"107th Congress (2001-2002)",,"A bill to amend the Internal Revenue Code of 1986 to rename  the education individual retirement accounts as the Coverdell education savings account.","Sen. Lott, Trent [R-MS]",07/18/2001,,,,1,"House - Ways and Means",07/26/2001,"Became Public Law No: 107-22."
"S. 1175",https://www.congress.gov/bill/107th-congress/senate-bill/1175,"107th Congress (2001-2002)",,"Vicksburg National Military Park Boundary Modification Act of 2002","Sen. Lott, Trent [R-MS]",07/12/2001,,,,1,"Senate - Energy and Natural Resources",10/11/2002,"Became Public Law No: 107-238."
"S. 1094",https://www.congress.gov/bill/107th-congress/senate-bill/1094,"107th Congress (2001-2002)",,"Hematological Cancer Research Investment and Education Act of 2002","Sen. Hutchison, Kay Bailey [R-TX]",06/22/2001,,,,6,"House - Energy and Commerce | Senate - Health, Education, Labor, and Pensions",05/14/2002,"Became Public Law No: 107-172."
"S. 1029",https://www.congress.gov/bill/107th-congress/senate-bill/1029,"107th Congress (2001-2002)",,"A bill to clarify the authority of the Department of Housing and Urban Development with respect to the use of fees during fiscal year 2001 for the manufactured housing program.","Sen. Sarbanes, Paul S. [D-MD]",06/13/2001,,,,10,,07/05/2001,"Became Public Law No: 107-18."
"S. 1026",https://www.congress.gov/bill/107th-congress/senate-bill/1026,"107th Congress (2001-2002)",,"A bill to designate the United States Post Office located at 60 Third Avenue in Long Branch, New Jersey, as the ""Pat King Post Office Building"".","Sen. Torricelli, Robert G. [D-NJ]",06/13/2001,,,,0,"House - Government Reform | Senate - Governmental Affairs",02/14/2002,"Became Public Law No: 107-146."
"S. 1010",https://www.congress.gov/bill/107th-congress/senate-bill/1010,"107th Congress (2001-2002)",,"A bill to extend the deadline for commencement of construction of a hydroelectric project in the State of North Carolina.","Sen. Helms, Jesse [R-NC]",06/11/2001,,,,1,"House - Energy and Commerce | Senate - Energy and Natural Resources",12/04/2002,"Became Public Law No: 107-322."
"S. 970",https://www.congress.gov/bill/107th-congress/senate-bill/970,"107th Congress (2001-2002)",,"A bill to designate the facility of the United States Postal Service located at 39 Tremont Street, Paris Hill, Maine, as the Horatio King Post Office Building.","Sen. Collins, Susan M. [R-ME]",05/25/2001,,,,1,"House - Government Reform | Senate - Governmental Affairs",02/14/2002,"Became Public Law No: 107-145."
"S. 737",https://www.congress.gov/bill/107th-congress/senate-bill/737,"107th Congress (2001-2002)",,"A bill to designate the facility of the United States Postal Service located at 811 South Main Street in Yerington, Nevada, as the ""Joseph E. Dini, Jr. Post Office"".","Sen. Reid, Harry [D-NV]",04/06/2001,,,,1,"House - Government Reform | Senate - Governmental Affairs",02/14/2002,"Became Public Law No: 107-144."
"S. 700",https://www.congress.gov/bill/107th-congress/senate-bill/700,"107th Congress (2001-2002)",,"Animal Disease Risk Assessment, Prevention, and Control Act of 2001","Sen. Campbell, Ben Nighthorse [R-CO]",04/04/2001,,,,3,,05/24/2001,"Became Public Law No: 107-9."
"S. 657",https://www.congress.gov/bill/107th-congress/senate-bill/657,"107th Congress (2001-2002)",,"A bill to authorize funding for the National 4-H Program Centennial Initiative.","Sen. Lugar, Richard G. [R-IN]",03/29/2001,,,,33,"House - Agriculture | Senate - Agriculture, Nutrition, and Forestry",07/10/2001,"Became Public Law No: 107-19."
"S. 560",https://www.congress.gov/bill/107th-congress/senate-bill/560,"107th Congress (2001-2002)",,"A bill for the relief of Rita Mirembe Revell (a.k.a. Margaret Rita Mirembe).","Sen. Hatch, Orrin G. [R-UT]",03/19/2001,,,,0,"House - Judiciary | Senate - Judiciary",07/17/2001,"Became Private Law No: 107-1."
"S. 494",https://www.congress.gov/bill/107th-congress/senate-bill/494,"107th Congress (2001-2002)",,"Zimbabwe Democracy and Economic Recovery Act of 2001
","Sen. Frist, William H. [R-TN]",03/08/2001,,,,4,"House - Financial Services, International Relations | Senate - Foreign Relations",12/21/2001,"Became Public Law No: 107-99."
"S. 468",https://www.congress.gov/bill/107th-congress/senate-bill/468,"107th Congress (2001-2002)",,"A bill to designate the Federal building located at 6230 Van Nuys Boulevard in Van Nuys, California, as the ""James C. Corman Federal Building"".","Sen. Feinstein, Dianne [D-CA]",03/06/2001,,,,1,"Senate - Environment and Public Works",08/03/2001,"Became Public Law No: 107-23."
"S. 378",https://www.congress.gov/bill/107th-congress/senate-bill/378,"107th Congress (2001-2002)",,"A bill to redesignate the Federal building located at 3348 South Kedzie Avenue, in Chicago, Illinois, as the ""Paul Simon Chicago Job Corps Center"".","Sen. Durbin, Richard J. [D-IL]",02/15/2001,,,,1,"House - Transportation and Infrastructure | Senate - Environment and Public Works",05/21/2002,"Became Public Law No: 107-182."
"S. 360",https://www.congress.gov/bill/107th-congress/senate-bill/360,"107th Congress (2001-2002)",,"A bill to honor Paul D. Coverdell.","Sen. Lott, Trent [R-MS]",02/15/2001,,,,52,"House - International Relations, Education and the Workforce",07/26/2001,"Became Public Law No: 107-21."
"S. 279",https://www.congress.gov/bill/107th-congress/senate-bill/279,"107th Congress (2001-2002)",,"A bill affecting the representation of the majority and minority membership of the Senate Members of the Joint Economic Committee.","Sen. Lott, Trent [R-MS]",02/07/2001,,,,1,,03/13/2001,"Became Public Law No: 107-3."
"S. 248",https://www.congress.gov/bill/107th-congress/senate-bill/248,"107th Congress (2001-2002)",,"A bill to amend the Admiral James W. Nance and Meg Donovan Foreign Relations Authorization Act, Fiscal Years 2000 and 2001, to adjust a condition on the payment of arrearages to the United Nations that sets the maximum share of any United Nations peacekeeping operation's budget that may be assessed of any  country.","Sen. Helms, Jesse [R-NC]",02/06/2001,,,,2,"House - International Relations | Senate - Foreign Relations",10/05/2001,"Became Public Law No: 107-46."
"S. 238",https://www.congress.gov/bill/107th-congress/senate-bill/238,"107th Congress (2001-2002)",,"Burnt, Malheur, Owyhee, and Powder River Basin Water Optimization Feasibility Study Act of 2001","Sen. Wyden, Ron [D-OR]",02/01/2001,,,,1,"House - Resources | Senate - Energy and Natural Resources",10/11/2002,"Became Public Law No: 107-237."
"S.J.Res. 53",https://www.congress.gov/bill/107th-congress/senate-joint-resolution/53,"107th Congress (2001-2002)",,"A joint resolution relative to the convening of the first session of the One Hundred Eighth Congress.","Sen. Daschle, Thomas A. [D-SD]",11/14/2002,,,,1,,12/04/2002,"Became Public Law No: 107-328."
"S.J.Res. 32",https://www.congress.gov/bill/107th-congress/senate-joint-resolution/32,"107th Congress (2001-2002)",,"A joint resolution congratulating the United States Military Academy at West Point on its bicentennial anniversary, and commending its outstanding contributions to the Nation.","Sen. Reed, Jack [D-RI]",02/25/2002,,,,25,"House - Armed Services",03/14/2002,"Became Public Law No: 107-152."
"S.J.Res. 26",https://www.congress.gov/bill/107th-congress/senate-joint-resolution/26,"107th Congress (2001-2002)",,"A joint resolution providing for the appointment of Patricia Q. Stonesifer as a citizen regent of the Board of Regents of the Smithsonian Institution.","Sen. Cochran, Thad [R-MS]",10/17/2001,,,,2,"House - House Administration | Senate - Rules and Administration",12/21/2001,"Became Public Law No: 107-101."
"S.J.Res. 23",https://www.congress.gov/bill/107th-congress/senate-joint-resolution/23,"107th Congress (2001-2002)",,"Authorization for Use of Military Force","Sen. Daschle, Thomas A. [D-SD]",09/14/2001,,,,1,,09/18/2001,"Became Public Law No: 107-40."
"S.J.Res. 22",https://www.congress.gov/bill/107th-congress/senate-joint-resolution/22,"107th Congress (2001-2002)",,"A joint resolution expressing the sense of the Senate and House of Representatives regarding the terrorist attacks launched against the Unites States on September 11, 2001.","Sen. Daschle, Thomas A. [D-SD]",09/12/2001,,,,99,,09/18/2001,"Became Public Law No: 107-39."
"S.J.Res. 20",https://www.congress.gov/bill/107th-congress/senate-joint-resolution/20,"107th Congress (2001-2002)",,"A joint resolution providing for the appointment of Roger W. Sant as a citizen regent of the Board of Regents of the Smithsonian Institution.","Sen. Cochran, Thad [R-MS]",07/12/2001,,,,2,"House - House Administration | Senate - Rules and Administration",10/24/2001,"Became Public Law No: 107-55."
"S.J.Res. 19",https://www.congress.gov/bill/107th-congress/senate-joint-resolution/19,"107th Congress (2001-2002)",,"A joint resolution providing for the reappointment of Anne d'Harnoncourt as a citizen regent of the Board of Regents of the Smithsonian Institution.","Sen. Cochran, Thad [R-MS]",07/12/2001,,,,2,"House - House Administration | Senate - Rules and Administration",10/24/2001,"Became Public Law No: 107-54."
"S.J.Res. 13",https://www.congress.gov/bill/107th-congress/senate-joint-resolution/13,"107th Congress (2001-2002)",,"A joint resolution conferring honorary citizenship of the United States posthumously on Marie Joseph Paul Yves Roche Gilbert du Motier, the Marquis de Lafayette.","Sen. Warner, John [R-VA]",04/24/2001,,,,10,"House - Judiciary | Senate - Judiciary",08/06/2002,"Became Public Law No: 107-209."
"S.J.Res. 6",https://www.congress.gov/bill/107th-congress/senate-joint-resolution/6,"107th Congress (2001-2002)",,"A joint resolution providing for congressional disapproval of the rule submitted by the Department of Labor under chapter 8 of title 5, United States Code, relating to ergonomics.","Sen. Nickles, Don [R-OK]",03/01/2001,,,,6,"Senate - Health, Education, Labor, and Pensions",03/20/2001,"Became Public Law No: 107-5."
"S. 3239",https://www.congress.gov/bill/106th-congress/senate-bill/3239,"106th Congress (1999-2000)",,"A bill to amend the Immigration and Nationality Act to provide special immigrant status for certain United States international broadcasting employees.","Sen. Helms, Jesse [R-NC]",10/25/2000,,,,1,"House - Judiciary",11/22/2000,"Became Public Law No: 106-536."
"S. 3201",https://www.congress.gov/bill/106th-congress/senate-bill/3201,"106th Congress (1999-2000)",,"A bill to rename the National Museum of American Art.","Sen. Frist, William H. [R-TN]",10/12/2000,,,,2,,10/27/2000,"Became Public Law No: 106-385."
"S. 3194",https://www.congress.gov/bill/106th-congress/senate-bill/3194,"106th Congress (1999-2000)",,"A bill to designate the facility of the United States Postal Service located at 431 George Street in Millersville, Pennsylvania, as the ""Robert S. Walker Post Office"".","Sen. Santorum, Rick [R-PA]",10/12/2000,,,,1,"House - Government Reform | Senate - Governmental Affairs",11/22/2000,"Became Public Law No: 106-535."
"S. 3181",https://www.congress.gov/bill/106th-congress/senate-bill/3181,"106th Congress (1999-2000)",,"National Moment of Remembrance Act","Sen. Hagel, Chuck [R-NE]",10/10/2000,,,,21,"Senate - Judiciary",12/28/2000,"Became Public Law No: 106-579."
"S. 3164",https://www.congress.gov/bill/106th-congress/senate-bill/3164,"106th Congress (1999-2000)",,"Protecting Seniors From Fraud Act","Sen. Bayh, Evan [D-IN]",10/05/2000,,,,4,"House - Judiciary, Commerce | Senate - Judiciary",11/22/2000,"Became Public Law No: 106-534."
"S. 3137",https://www.congress.gov/bill/106th-congress/senate-bill/3137,"106th Congress (1999-2000)",,"James Madison Commemoration Commission Act","Sen. Sessions, Jeff [R-AL]",09/28/2000,,,,39,"House - Government Reform",12/19/2000,"Became Public Law No: 106-550."
"S. 3062",https://www.congress.gov/bill/106th-congress/senate-bill/3062,"106th Congress (1999-2000)",,"A bill to modify the date on which the Mayor of the District of Columbia submits a performance accountability plan to Congress, and for other purposes.","Sen. Voinovich, George V. [R-OH]",09/18/2000,,,,1,"House - Government Reform | Senate - Governmental Affairs",11/06/2000,"Became Public Law No: 106-449."
"S. 3045",https://www.congress.gov/bill/106th-congress/senate-bill/3045,"106th Congress (1999-2000)",,"Paul Coverdell National Forensic Sciences Improvement Act of 2000","Sen. Sessions, Jeff [R-AL]",09/14/2000,,,,32,"House - Judiciary | Senate - Judiciary",12/21/2000,"Became Public Law No: 106-561."
"S. 3022",https://www.congress.gov/bill/106th-congress/senate-bill/3022,"106th Congress (1999-2000)",,"Nampa and Meridian Conveyance Act","Sen. Craig, Larry E. [R-ID]",09/08/2000,,,,1,"Senate - Energy and Natural Resources",11/07/2000,"Became Public Law No: 106-466."
"S. 2977",https://www.congress.gov/bill/106th-congress/senate-bill/2977,"106th Congress (1999-2000)",,"A bill to assist in the establishment of an interpretive center and museum in the vicinity of the Diamond Valley Lake in southern California to ensure the protection and interpretation of the paleontology discoveries made at the lake and to develop a trail system for the lake for use by pedestrians and nonmotorized vehicles.","Sen. Feinstein, Dianne [D-CA]",07/27/2000,,,,1,"Senate - Energy and Natural Resources",11/09/2000,"Became Public Law No: 106-500."
"S. 2951",https://www.congress.gov/bill/106th-congress/senate-bill/2951,"106th Congress (1999-2000)",,"A bill to authorize the Secretary of the Interior to conduct a study to investigate opportunities to better manage the water resources in the Salmon Creek watershed of the upper Columbia River.","Sen. Gorton, Slade [R-WA]",07/27/2000,,,,1,"House - Resources | Senate - Energy and Natural Resources",11/09/2000,"Became Public Law No: 106-499."
"S. 2950",https://www.congress.gov/bill/106th-congress/senate-bill/2950,"106th Congress (1999-2000)",,"Sand Creek Massacre National Historic Site Establishment Act of 2000 ","Sen. Campbell, Ben Nighthorse [R-CO]",07/27/2000,,,,0,"House - Resources | Senate - Energy and Natural Resources",11/07/2000,"Became Public Law No: 106-465."
"S. 2943",https://www.congress.gov/bill/106th-congress/senate-bill/2943,"106th Congress (1999-2000)",,"Assistance for International Malaria Control Act","Sen. Helms, Jesse [R-NC]",07/27/2000,,,,0,"House - International Relations | Senate - Foreign Relations",12/27/2000,"Became Public Law No: 106-570."
"S. 2924",https://www.congress.gov/bill/106th-congress/senate-bill/2924,"106th Congress (1999-2000)",,"Internet False Identification Prevention Act of 2000","Sen. Collins, Susan M. [R-ME]",07/26/2000,,,,3,"House - Judiciary | Senate - Judiciary",12/28/2000,"Became Public Law No: 106-578."
"S. 2917",https://www.congress.gov/bill/106th-congress/senate-bill/2917,"106th Congress (1999-2000)",,"Santo Domingo Pueblo Claims Settlement Act of 2000","Sen. Domenici, Pete V. [R-NM]",07/25/2000,,,,1,"House - Resources | Senate - Indian Affairs",11/01/2000,"Became Public Law No: 106-425."
"S. 2915",https://www.congress.gov/bill/106th-congress/senate-bill/2915,"106th Congress (1999-2000)",,"Federal Courts Improvement Act of 2000","Sen. Grassley, Chuck [R-IA]",07/25/2000,,,,1,"Senate - Judiciary",11/13/2000,"Became Public Law No: 106-518."
"S. 2882",https://www.congress.gov/bill/106th-congress/senate-bill/2882,"106th Congress (1999-2000)",,"Klamath Basin Water Supply Enhancement Act of 2000","Sen. Smith, Gordon H. [R-OR]",07/17/2000,,,,1,"House - Resources | Senate - Energy and Natural Resources",11/09/2000,"Became Public Law No: 106-498."
"S. 2872",https://www.congress.gov/bill/106th-congress/senate-bill/2872,"106th Congress (1999-2000)",,"Indian Arts and Crafts Enforcement Act of 2000","Sen. Campbell, Ben Nighthorse [R-CO]",07/14/2000,,,,4,"Senate - Indian Affairs",11/09/2000,"Became Public Law No: 106-497."
"S. 2869",https://www.congress.gov/bill/106th-congress/senate-bill/2869,"106th Congress (1999-2000)",,"Religious Land Use and Institutionalized Persons Act of 2000","Sen. Hatch, Orrin G. [R-UT]",07/13/2000,,,,8,,09/22/2000,"Became Public Law No: 106-274."
"S. 2812",https://www.congress.gov/bill/106th-congress/senate-bill/2812,"106th Congress (1999-2000)",,"A bill to amend the Immigration and Nationality Act to provide a waiver of the oath of renunciation and allegiance for naturalization of aliens having certain disabilities.","Sen. Hatch, Orrin G. [R-UT]",06/29/2000,,,,6,"House - Judiciary | Senate - Judiciary",11/06/2000,"Became Public Law No: 106-448."
"S. 2796",https://www.congress.gov/bill/106th-congress/senate-bill/2796,"106th Congress (1999-2000)",,"Water Resources Development Act of 2000","Sen. Voinovich, George V. [R-OH]",06/27/2000,,,,2,"Senate - Environment and Public Works",12/11/2000,"Became Public Law No: 106-541."
"S. 2789",https://www.congress.gov/bill/106th-congress/senate-bill/2789,"106th Congress (1999-2000)",,"Congressional Recognition for Excellence in Arts Education Act","Sen. Cochran, Thad [R-MS]",06/26/2000,,,,4,"Senate - Governmental Affairs",11/22/2000,"Became Public Law No: 106-533."
"S. 2773",https://www.congress.gov/bill/106th-congress/senate-bill/2773,"106th Congress (1999-2000)",,"Dairy Market Enhancement Act of 2000","Sen. Feingold, Russell D. [D-WI]",06/22/2000,,,,6,"Senate - Agriculture, Nutrition, and Forestry",11/22/2000,"Became Public Law No: 106-532."
"S. 2749",https://www.congress.gov/bill/106th-congress/senate-bill/2749,"106th Congress (1999-2000)",,"California Trail Interpretive Act","Sen. Reid, Harry [D-NV]",06/19/2000,,,,0,"House - Resources | Senate - Energy and Natural Resources",12/28/2000,"Became Public Law No: 106-577."
"S. 2722",https://www.congress.gov/bill/106th-congress/senate-bill/2722,"106th Congress (1999-2000)",,"A bill to authorize the award of the Medal of Honor to Ed W. Freeman, James K. Okubo, and Andrew J. Smith.","Sen. Akaka, Daniel K. [D-HI]",06/13/2000,,,,1,,06/21/2000,"Became Public Law No: 106-223."
"S. 2719",https://www.congress.gov/bill/106th-congress/senate-bill/2719,"106th Congress (1999-2000)",,"Native American Business Development, Trade Promotion, and Tourism Act of 2000","Sen. Campbell, Ben Nighthorse [R-CO]",06/13/2000,,,,3,"House - Resources | Senate - Indian Affairs",11/07/2000,"Became Public Law No: 106-464."
"S. 2712",https://www.congress.gov/bill/106th-congress/senate-bill/2712,"106th Congress (1999-2000)",,"Reports Consolidation Act of 2000","Sen. Thompson, Fred [R-TN]",06/12/2000,,,,1,"House - Government Reform | Senate - Governmental Affairs",11/22/2000,"Became Public Law No: 106-531."
"S. 2686",https://www.congress.gov/bill/106th-congress/senate-bill/2686,"106th Congress (1999-2000)",,"A bill to amend chapter 36 of title 39, United States Code, to modify rates relating to reduced rate mail matter, and for other purposes.","Sen. Cochran, Thad [R-MS]",06/07/2000,,,,8,"House - Government Reform | Senate - Governmental Affairs",10/27/2000,"Became Public Law No: 106-384."
"S. 2594",https://www.congress.gov/bill/106th-congress/senate-bill/2594,"106th Congress (1999-2000)",,"A bill to authorize the Secretary of the Interior to contract with the Mancos Water Conservancy District to use the Mancos Project facilities for impounding, storage, diverting, and carriage of nonproject water for the purpose of irrigation, domestic, municipal, industrial, and any other beneficial purposes.","Sen. Allard, Wayne [R-CO]",05/18/2000,,,,0,"House - Resources | Senate - Energy and Natural Resources",12/19/2000,"Became Public Law No: 106-549."
"S. 2547",https://www.congress.gov/bill/106th-congress/senate-bill/2547,"106th Congress (1999-2000)",,"Great Sand Dunes National Park and Preserve Act of 2000","Sen. Allard, Wayne [R-CO]",05/11/2000,,,,1,"Senate - Energy and Natural Resources",11/22/2000,"Became Public Law No: 106-530."
"S. 2498",https://www.congress.gov/bill/106th-congress/senate-bill/2498,"106th Congress (1999-2000)",,"A bill to authorize the Smithsonian Institution to plan, design, construct, and equip laboratory, administrative, and support space to house base operations for the Smithsonian Astrophysical Observatory Submillimeter Array located on Mauna Kea at Hilo, Hawaii.","Sen. Moynihan, Daniel Patrick [D-NY]",05/02/2000,,,,2,"House - House Administration | Senate - Rules and Administration",10/27/2000,"Became Public Law No: 106-383."
"S. 2485",https://www.congress.gov/bill/106th-congress/senate-bill/2485,"106th Congress (1999-2000)",,"Saint Croix Island Heritage Act","Sen. Collins, Susan M. [R-ME]",04/27/2000,,,,1,"House - Resources | Senate - Energy and Natural Resources",11/22/2000,"Became Public Law No: 106-529."
"S. 2460",https://www.congress.gov/bill/106th-congress/senate-bill/2460,"106th Congress (1999-2000)",,"A bill to authorize the payment of rewards to individuals furnishing information relating to persons subject to indictment for serious violations of international humanitarian law in Rwanda, and for other purposes.","Sen. Feingold, Russell D. [D-WI]",04/25/2000,,,,4,"House - International Relations | Senate - Foreign Relations",10/02/2000,"Became Public Law No: 106-277."
"S. 2440",https://www.congress.gov/bill/106th-congress/senate-bill/2440,"106th Congress (1999-2000)",,"Airport Security Improvement Act of 2000","Sen. Hutchison, Kay Bailey [R-TX]",04/13/2000,,,,8,"House - Transportation and Infrastructure | Senate - Commerce, Science, and Transportation",11/22/2000,"Became Public Law No: 106-528."
"S. 2425",https://www.congress.gov/bill/106th-congress/senate-bill/2425,"106th Congress (1999-2000)",,"Bend Feed Canal Pipeline Project Act of 2000","Sen. Smith, Gordon H. [R-OR]",04/13/2000,,,,1,"House - Resources | Senate - Energy and Natural Resources",11/09/2000,"Became Public Law No: 106-496."
"S. 2413",https://www.congress.gov/bill/106th-congress/senate-bill/2413,"106th Congress (1999-2000)",,"Bulletproof Vest Partnership Grant Act of 2000","Sen. Campbell, Ben Nighthorse [R-CO]",04/12/2000,,,,20,"Senate - Judiciary",11/13/2000,"Became Public Law No: 106-517."
"S. 2412",https://www.congress.gov/bill/106th-congress/senate-bill/2412,"106th Congress (1999-2000)",,"National Transportation Safety Board Amendments Act of 2000
","Sen. McCain, John [R-AZ]",04/12/2000,,,,1,"Senate - Commerce, Science, and Transportation",11/01/2000,"Became Public Law No: 106-424."
"S. 2370",https://www.congress.gov/bill/106th-congress/senate-bill/2370,"106th Congress (1999-2000)",,"A bill to designate the Federal building located at 500 Pearl Street in New York City, New York, as the ""Daniel Patrick Moynihan United States Courthouse"".","Sen. Schumer, Charles E. [D-NY]",04/06/2000,,,,61,"House - Transportation and Infrastructure | Senate - Environment and Public Works",05/23/2000,"Became Public Law No: 106-204."
"S. 2345",https://www.congress.gov/bill/106th-congress/senate-bill/2345,"106th Congress (1999-2000)",,"Harriet Tubman Special Resource Study Act","Sen. Schumer, Charles E. [D-NY]",04/04/2000,,,,2,"House - Resources | Senate - Energy and Natural Resources",11/13/2000,"Became Public Law No: 106-516."
"S. 2327",https://www.congress.gov/bill/106th-congress/senate-bill/2327,"106th Congress (1999-2000)",,"Oceans Act of 2000","Sen. Hollings, Ernest F. [D-SC]",03/29/2000,,,,20,"House - Resources | Senate - Commerce, Science, and Transportation",08/07/2000,"Became Public Law No: 106-256."
"S. 2323",https://www.congress.gov/bill/106th-congress/senate-bill/2323,"106th Congress (1999-2000)",,"Worker Economic Opportunity Act","Sen. McConnell, Mitch [R-KY]",03/29/2000,,,,32,,05/18/2000,"Became Public Law No: 106-202."
"S. 2311",https://www.congress.gov/bill/106th-congress/senate-bill/2311,"106th Congress (1999-2000)",,"Ryan White CARE Act Amendments of 2000","Sen. Jeffords, James M. [R-VT]",03/29/2000,,,,51,"House - Commerce | Senate - Health, Education, Labor, and Pensions",10/20/2000,"Became Public Law No: 106-345."
"S. 2300",https://www.congress.gov/bill/106th-congress/senate-bill/2300,"106th Congress (1999-2000)",,"Coal Market Competition Act of 2000","Sen. Thomas, Craig [R-WY]",03/28/2000,,,,2,"House - Resources | Senate - Energy and Natural Resources",11/07/2000,"Became Public Law No: 106-463."
"S. 2289",https://www.congress.gov/bill/106th-congress/senate-bill/2289,"106th Congress (1999-2000)",,"A bill for the Relief of Jose Guadalupe Tellez Pinales.","Sen. Grassley, Chuck [R-IA]",03/23/2000,,,,0,"House - Judiciary | Senate - Judiciary",11/22/2000,"Became Private Law No: 106-24."
"S. 2272",https://www.congress.gov/bill/106th-congress/senate-bill/2272,"106th Congress (1999-2000)",,"Strengthening Abuse and Neglect Courts Act of 2000","Sen. DeWine, Mike [R-OH]",03/22/2000,,,,16,"House - Judiciary | Senate - Judiciary",10/17/2000,"Became Public Law No: 106-314."
"S. 2102",https://www.congress.gov/bill/106th-congress/senate-bill/2102,"106th Congress (1999-2000)",,"Timbisha Shoshone Homeland Act","Sen. Inouye, Daniel K. [D-HI]",02/24/2000,,,,2,"House - Resources | Senate - Indian Affairs",11/01/2000,"Became Public Law No: 106-423."
"S. 2069",https://www.congress.gov/bill/106th-congress/senate-bill/2069,"106th Congress (1999-2000)",,"A bill to permit the conveyance of certain land in Powell, Wyoming.","Sen. Enzi, Michael B. [R-WY]",02/10/2000,,,,1,"House - Resources | Senate - Energy and Natural Resources",11/09/2000,"Became Public Law No: 106-495."
"S. 2045",https://www.congress.gov/bill/106th-congress/senate-bill/2045,"106th Congress (1999-2000)",,"Kids 2000 Act","Sen. Hatch, Orrin G. [R-UT]",02/09/2000,,,,24,"Senate - Judiciary",10/17/2000,"Became Public Law No: 106-313."
"S. 2020",https://www.congress.gov/bill/106th-congress/senate-bill/2020,"106th Congress (1999-2000)",,"A bill to adjust the boundary of the Natchez Trace Parkway, Mississippi, and for other purposes.","Sen. Cochran, Thad [R-MS]",02/01/2000,,,,1,"House - Resources | Senate - Energy and Natural Resources",11/22/2000,"Became Public Law No: 106-527."
"S. 2019",https://www.congress.gov/bill/106th-congress/senate-bill/2019,"106th Congress (1999-2000)",,"A bill for the relief of Malia Miller.","Sen. Kyl, Jon [R-AZ]",02/01/2000,,,,0,"House - Judiciary | Senate - Judiciary",11/22/2000,"Became Private Law No: 106-23."
"S. 2002",https://www.congress.gov/bill/106th-congress/senate-bill/2002,"106th Congress (1999-2000)",,"A bill for the relief of Tony Lara.","Sen. Feinstein, Dianne [D-CA]",01/24/2000,,,,0,"House - Judiciary | Senate - Judiciary",11/22/2000,"Became Private Law No: 106-22."
