Congress Number,Legislation Number,Name Bill,Number of Cosponsors,Sponsor,Cosponsor
103,S.J.Res. 99,False,72,"Sen. D'Amato, Alfonse [R-NY]",True,
103,S.J.Res. 99,False,72,"Sen. Biden, Joseph R., Jr. [D-DE]",True,
103,S.J.Res. 99,False,72,"Sen. Bradley, Bill [D-NJ]",True,
103,S.J.Res. 99,False,72,"Sen. Graham, Bob [D-FL]",True,
103,S.J.Res. 99,False,72,"Sen. Heflin, Howell [D-AL]",True,
103,S.J.Res. 99,False,72,"Sen. Hollings, Ernest F. [D-SC]",True,
103,S.J.Res. 99,False,72,"Sen. Inouye, Daniel K. [D-HI]",True,
103,S.J.Res. 99,False,72,"Sen. Johnston, J. Bennett [D-LA]",True,
103,S.J.Res. 99,False,72,"Sen. Lautenberg, Frank R. [D-NJ]",True,
103,S.J.Res. 99,False,72,"Sen. Mitchell, George J. [D-ME]",True,
103,S.J.Res. 99,False,72,"Sen. Pell, Claiborne [D-RI]",True,
103,S.J.Res. 99,False,72,"Sen. Specter, Arlen [R-PA]",True,
103,S.J.Res. 99,False,72,"Sen. Wellstone, Paul D. [D-MN]",True,
103,S.J.Res. 99,False,72,"Sen. Wofford, Harris [D-PA]",True,
103,S.J.Res. 99,False,72,"Sen. Bryan, Richard H. [D-NV]",True,
103,S.J.Res. 99,False,72,"Sen. Levin, Carl [D-MI]",True,
103,S.J.Res. 99,False,72,"Sen. Thurmond, Strom [R-SC]",True,
103,S.J.Res. 99,False,72,"Sen. Mikulski, Barbara A. [D-MD]",True,
103,S.J.Res. 99,False,72,"Sen. Akaka, Daniel K. [D-HI]",True,
103,S.J.Res. 99,False,72,"Sen. Kohl, Herb [D-WI]",True,
103,S.J.Res. 99,False,72,"Sen. Grassley, Chuck [R-IA]",True,
103,S.J.Res. 99,False,72,"Sen. Cochran, Thad [R-MS]",True,
103,S.J.Res. 99,False,72,"Sen. Stevens, Ted [R-AK]",True,
103,S.J.Res. 99,False,72,"Sen. Metzenbaum, Howard M. [D-OH]",True,
103,S.J.Res. 99,False,72,"Sen. Robb, Charles S. [D-VA]",True,
103,S.J.Res. 99,False,72,"Sen. Dole, Robert J. [R-KS]",True,
103,S.J.Res. 99,False,72,"Sen. Shelby, Richard C. [D-AL]",True,
103,S.J.Res. 99,False,72,"Sen. Reid, Harry [D-NV]",True,
103,S.J.Res. 99,False,72,"Sen. Simon, Paul [D-IL]",True,
103,S.J.Res. 99,False,72,"Sen. Boren, David L. [D-OK]",True,
103,S.J.Res. 99,False,72,"Sen. Pressler, Larry [R-SD]",True,
103,S.J.Res. 99,False,72,"Sen. Sarbanes, Paul S. [D-MD]",True,
103,S.J.Res. 99,False,72,"Sen. Warner, John [R-VA]",True,
103,S.J.Res. 99,False,72,"Sen. Riegle, Donald W., Jr. [D-MI]",True,
103,S.J.Res. 99,False,72,"Sen. Exon, J. James [D-NE]",True,
103,S.J.Res. 99,False,72,"Sen. Conrad, Kent [D-ND]",True,
103,S.J.Res. 99,False,72,"Sen. Craig, Larry E. [R-ID]",True,
103,S.J.Res. 99,False,72,"Sen. Gorton, Slade [R-WA]",True,
103,S.J.Res. 99,False,72,"Sen. Durenberger, Dave [R-MN]",True,
103,S.J.Res. 99,False,72,"Sen. Leahy, Patrick J. [D-VT]",True,
103,S.J.Res. 99,False,72,"Sen. Ford, Wendell H. [D-KY]",True,
103,S.J.Res. 99,False,72,"Sen. Cohen, William S. [R-ME]",True,
103,S.J.Res. 99,False,72,"Sen. Glenn, John H., Jr. [D-OH]",True,
103,S.J.Res. 99,False,72,"Sen. Moseley-Braun, Carol [D-IL]",True,
103,S.J.Res. 99,False,72,"Sen. Breaux, John B. [D-LA]",True,
103,S.J.Res. 99,False,72,"Sen. Kempthorne, Dirk [R-ID]",True,
103,S.J.Res. 99,False,72,"Sen. Kassebaum, Nancy Landon [R-KS]",True,
103,S.J.Res. 99,False,72,"Sen. Baucus, Max [D-MT]",True,
103,S.J.Res. 99,False,72,"Sen. Pryor, David H. [D-AR]",True,
103,S.J.Res. 99,False,72,"Sen. Roth Jr., William V. [R-DE]",True,
103,S.J.Res. 99,False,72,"Sen. Packwood, Bob [R-OR]",True,
103,S.J.Res. 99,False,72,"Sen. Jeffords, James M. [R-VT]",True,
103,S.J.Res. 99,False,72,"Sen. Dodd, Christopher J. [D-CT]",True,
103,S.J.Res. 99,False,72,"Sen. Burns, Conrad R. [R-MT]",True,
103,S.J.Res. 99,False,72,"Sen. Hatch, Orrin G. [R-UT]",True,
103,S.J.Res. 99,False,72,"Sen. Chafee, John H. [R-RI]",True,
103,S.J.Res. 99,False,72,"Sen. Gramm, Phil [R-TX]",True,
103,S.J.Res. 99,False,72,"Sen. Nunn, Sam [D-GA]",True,
103,S.J.Res. 99,False,72,"Sen. Simpson, Alan K. [R-WY]",True,
103,S.J.Res. 99,False,72,"Sen. Bond, Christopher S. [R-MO]",True,
103,S.J.Res. 99,False,72,"Sen. Feingold, Russell D. [D-WI]",True,
103,S.J.Res. 99,False,72,"Sen. Gregg, Judd [R-NH]",True,
103,S.J.Res. 99,False,72,"Sen. Lieberman, Joseph I. [D-CT]",True,
103,S.J.Res. 99,False,72,"Sen. Daschle, Thomas A. [D-SD]",True,
103,S.J.Res. 99,False,72,"Sen. Bumpers, Dale [D-AR]",True,
103,S.J.Res. 99,False,72,"Sen. Byrd, Robert C. [D-WV]",True,
103,S.J.Res. 99,False,72,"Sen. Mack, Connie, III [R-FL]",True,
103,S.J.Res. 99,False,72,"Sen. Danforth, John C. [R-MO]",True,
103,S.J.Res. 99,False,72,"Sen. Kerrey, J. Robert [D-NE]",True,
103,S.J.Res. 99,False,72,"Sen. Mathews, Harlan [D-TN]",True,
103,S.J.Res. 99,False,72,"Sen. Campbell, Ben Nighthorse [D-CO]",True,
103,S.J.Res. 99,False,72,"Sen. Kerry, John F. [D-MA]",True,
100,S.J.Res. 98,True,55,"Sen. Helms, Jesse [R-NC]",True,
100,S.J.Res. 98,True,55,"Sen. Garn, E. J. (Jake) [R-UT]",True,
100,S.J.Res. 98,True,55,"Sen. Quayle, Dan [R-IN]",True,
100,S.J.Res. 98,True,55,"Sen. Cochran, Thad [R-MS]",True,
100,S.J.Res. 98,True,55,"Sen. Nunn, Sam [D-GA]",True,
100,S.J.Res. 98,True,55,"Sen. Shelby, Richard C. [D-AL]",True,
100,S.J.Res. 98,True,55,"Sen. Glenn, John H., Jr. [D-OH]",True,
100,S.J.Res. 98,True,55,"Sen. Metzenbaum, Howard M. [D-OH]",True,
100,S.J.Res. 98,True,55,"Sen. Gore, Albert, Jr. [D-TN]",True,
100,S.J.Res. 98,True,55,"Sen. Sanford, Terry [D-NC]",True,
100,S.J.Res. 98,True,55,"Sen. Warner, John [R-VA]",True,
100,S.J.Res. 98,True,55,"Sen. Durenberger, Dave [R-MN]",True,
100,S.J.Res. 98,True,55,"Sen. Heinz, John [R-PA]",True,
100,S.J.Res. 98,True,55,"Sen. Boren, David L. [D-OK]",True,
100,S.J.Res. 98,True,55,"Sen. Pell, Claiborne [D-RI]",True,
100,S.J.Res. 98,True,55,"Sen. Matsunaga, Spark M. [D-HI]",True,
100,S.J.Res. 98,True,55,"Sen. Bentsen, Lloyd M. [D-TX]",True,
100,S.J.Res. 98,True,55,"Sen. Mitchell, George J. [D-ME]",True,
100,S.J.Res. 98,True,55,"Sen. Lautenberg, Frank R. [D-NJ]",True,
100,S.J.Res. 98,True,55,"Sen. Wilson, Pete [R-CA]",True,
100,S.J.Res. 98,True,55,"Sen. Roth Jr., William V. [R-DE]",True,
100,S.J.Res. 98,True,55,"Sen. Mikulski, Barbara A. [D-MD]",True,
100,S.J.Res. 98,True,55,"Sen. Inouye, Daniel K. [D-HI]",True,
100,S.J.Res. 98,True,55,"Sen. Dodd, Christopher J. [D-CT]",True,
100,S.J.Res. 98,True,55,"Sen. Chafee, John H. [R-RI]",True,
100,S.J.Res. 98,True,55,"Sen. Fowler, Wyche, Jr. [D-GA]",True,
100,S.J.Res. 98,True,55,"Sen. DeConcini, Dennis [D-AZ]",True,
100,S.J.Res. 98,True,55,"Sen. Moynihan, Daniel Patrick [D-NY]",True,
100,S.J.Res. 98,True,55,"Sen. Bradley, Bill [D-NJ]",True,
100,S.J.Res. 98,True,55,"Sen. Stafford, Robert T. [R-VT]",True,
100,S.J.Res. 98,True,55,"Sen. Nickles, Don [R-OK]",True,
100,S.J.Res. 98,True,55,"Sen. Weicker, Lowell P., Jr. [R-CT]",True,
100,S.J.Res. 98,True,55,"Sen. Grassley, Chuck [R-IA]",True,
100,S.J.Res. 98,True,55,"Sen. Kassebaum, Nancy Landon [R-KS]",True,
100,S.J.Res. 98,True,55,"Sen. Danforth, John C. [R-MO]",True,
100,S.J.Res. 98,True,55,"Sen. Trible, Paul S., Jr. [R-VA]",True,
100,S.J.Res. 98,True,55,"Sen. Lugar, Richard G. [R-IN]",True,
100,S.J.Res. 98,True,55,"Sen. Hecht, Chic [R-NV]",True,
100,S.J.Res. 98,True,55,"Sen. D'Amato, Alfonse [R-NY]",True,
100,S.J.Res. 98,True,55,"Sen. Baucus, Max [D-MT]",True,
100,S.J.Res. 98,True,55,"Sen. Riegle, Donald W., Jr. [D-MI]",True,
100,S.J.Res. 98,True,55,"Sen. Hollings, Ernest F. [D-SC]",True,
100,S.J.Res. 98,True,55,"Sen. Pryor, David H. [D-AR]",True,
100,S.J.Res. 98,True,55,"Sen. Wirth, Timothy [D-CO]",True,
100,S.J.Res. 98,True,55,"Sen. Graham, Bob [D-FL]",True,
100,S.J.Res. 98,True,55,"Sen. Packwood, Bob [R-OR]",True,
100,S.J.Res. 98,True,55,"Sen. Humphrey, Gordon J. [R-NH]",True,
100,S.J.Res. 98,True,55,"Sen. Thurmond, Strom [R-SC]",True,
100,S.J.Res. 98,True,55,"Sen. Kasten, Robert W., Jr. [R-WI]",True,
100,S.J.Res. 98,True,55,"Sen. Stevens, Ted [R-AK]",True,
100,S.J.Res. 98,True,55,"Sen. Simon, Paul [D-IL]",True,
100,S.J.Res. 98,True,55,"Sen. Adams, Brock [D-WA]",True,
100,S.J.Res. 98,True,55,"Sen. Burdick, Quentin N. [D-ND]",True,
100,S.J.Res. 98,True,55,"Sen. Daschle, Thomas A. [D-SD]",True,
100,S.J.Res. 98,True,55,"Sen. Leahy, Patrick J. [D-VT]",True,
98,S.J.Res. 98,True,26,"Sen. Garn, E. J. (Jake) [R-UT]",True,
98,S.J.Res. 98,True,26,"Sen. Heinz, John [R-PA]",True,
98,S.J.Res. 98,True,26,"Sen. Armstrong, William L. [R-CO]",True,
98,S.J.Res. 98,True,26,"Sen. D'Amato, Alfonse [R-NY]",True,
98,S.J.Res. 98,True,26,"Sen. Gorton, Slade [R-WA]",True,
98,S.J.Res. 98,True,26,"Sen. Hawkins, Paula [R-FL]",True,
98,S.J.Res. 98,True,26,"Sen. Mattingly, Mack [R-GA]",True,
98,S.J.Res. 98,True,26,"Sen. Hecht, Chic [R-NV]",True,
98,S.J.Res. 98,True,26,"Sen. Trible, Paul S., Jr. [R-VA]",True,
98,S.J.Res. 98,True,26,"Sen. Proxmire, William [D-WI]",True,
98,S.J.Res. 98,True,26,"Sen. Cranston, Alan [D-CA]",True,
98,S.J.Res. 98,True,26,"Sen. Riegle, Donald W., Jr. [D-MI]",True,
98,S.J.Res. 98,True,26,"Sen. Sarbanes, Paul S. [D-MD]",True,
98,S.J.Res. 98,True,26,"Sen. Dodd, Christopher J. [D-CT]",True,
98,S.J.Res. 98,True,26,"Sen. Dixon, Alan J. [D-IL]",True,
98,S.J.Res. 98,True,26,"Sen. Sasser, Jim [D-TN]",True,
98,S.J.Res. 98,True,26,"Sen. Lautenberg, Frank R. [D-NJ]",True,
98,S.J.Res. 98,True,26,"Sen. Grassley, Chuck [R-IA]",True,
98,S.J.Res. 98,True,26,"Sen. Heflin, Howell [D-AL]",True,
98,S.J.Res. 98,True,26,"Sen. Bumpers, Dale [D-AR]",True,
98,S.J.Res. 98,True,26,"Sen. Bentsen, Lloyd M. [D-TX]",True,
98,S.J.Res. 98,True,26,"Sen. Johnston, J. Bennett [D-LA]",True,
98,S.J.Res. 98,True,26,"Sen. Huddleston, Walter (Dee) [D-KY]",True,
98,S.J.Res. 98,True,26,"Sen. Burdick, Quentin N. [D-ND]",True,
98,S.J.Res. 98,True,26,"Sen. Warner, John [R-VA]",True,
98,S.J.Res. 98,True,26,"Sen. Thurmond, Strom [R-SC]",True,
102,S.J.Res. 98,False,43,"Sen. Adams, Brock [D-WA]",True,
102,S.J.Res. 98,False,43,"Sen. Akaka, Daniel K. [D-HI]",True,
102,S.J.Res. 98,False,43,"Sen. Bentsen, Lloyd M. [D-TX]",True,
102,S.J.Res. 98,False,43,"Sen. Biden, Joseph R., Jr. [D-DE]",True,
102,S.J.Res. 98,False,43,"Sen. Bradley, Bill [D-NJ]",True,
102,S.J.Res. 98,False,43,"Sen. Bryan, Richard H. [D-NV]",True,
102,S.J.Res. 98,False,43,"Sen. Burdick, Quentin N. [D-ND]",True,
102,S.J.Res. 98,False,43,"Sen. Burns, Conrad R. [R-MT]",True,
102,S.J.Res. 98,False,43,"Sen. Byrd, Robert C. [D-WV]",True,
102,S.J.Res. 98,False,43,"Sen. Coats, Daniel [R-IN]",True,
102,S.J.Res. 98,False,43,"Sen. Conrad, Kent [D-ND]",True,
102,S.J.Res. 98,False,43,"Sen. D'Amato, Alfonse [R-NY]",True,
102,S.J.Res. 98,False,43,"Sen. DeConcini, Dennis [D-AZ]",True,
102,S.J.Res. 98,False,43,"Sen. Dixon, Alan J. [D-IL]",True,
102,S.J.Res. 98,False,43,"Sen. Dodd, Christopher J. [D-CT]",True,
102,S.J.Res. 98,False,43,"Sen. Domenici, Pete V. [R-NM]",True,
102,S.J.Res. 98,False,43,"Sen. Ford, Wendell H. [D-KY]",True,
102,S.J.Res. 98,False,43,"Sen. Fowler, Wyche, Jr. [D-GA]",True,
102,S.J.Res. 98,False,43,"Sen. Glenn, John H., Jr. [D-OH]",True,
102,S.J.Res. 98,False,43,"Sen. Gore, Albert, Jr. [D-TN]",True,
102,S.J.Res. 98,False,43,"Sen. Grassley, Chuck [R-IA]",True,
102,S.J.Res. 98,False,43,"Sen. Heinz, John [R-PA]",True,
102,S.J.Res. 98,False,43,"Sen. Hollings, Ernest F. [D-SC]",True,
102,S.J.Res. 98,False,43,"Sen. Inouye, Daniel K. [D-HI]",True,
102,S.J.Res. 98,False,43,"Sen. Jeffords, James M. [R-VT]",True,
102,S.J.Res. 98,False,43,"Sen. Kasten, Robert W., Jr. [R-WI]",True,
102,S.J.Res. 98,False,43,"Sen. Kennedy, Edward M. [D-MA]",True,
102,S.J.Res. 98,False,43,"Sen. Kerrey, J. Robert [D-NE]",True,
102,S.J.Res. 98,False,43,"Sen. Kerry, John F. [D-MA]",True,
102,S.J.Res. 98,False,43,"Sen. Lautenberg, Frank R. [D-NJ]",True,
102,S.J.Res. 98,False,43,"Sen. Leahy, Patrick J. [D-VT]",True,
102,S.J.Res. 98,False,43,"Sen. Lieberman, Joseph I. [D-CT]",True,
102,S.J.Res. 98,False,43,"Sen. Mikulski, Barbara A. [D-MD]",True,
102,S.J.Res. 98,False,43,"Sen. Pryor, David H. [D-AR]",True,
102,S.J.Res. 98,False,43,"Sen. Reid, Harry [D-NV]",True,
102,S.J.Res. 98,False,43,"Sen. Robb, Charles S. [D-VA]",True,
102,S.J.Res. 98,False,43,"Sen. Rockefeller, John D., IV [D-WV]",True,
102,S.J.Res. 98,False,43,"Sen. Sanford, Terry [D-NC]",True,
102,S.J.Res. 98,False,43,"Sen. Sarbanes, Paul S. [D-MD]",True,
102,S.J.Res. 98,False,43,"Sen. Simon, Paul [D-IL]",True,
102,S.J.Res. 98,False,43,"Sen. Specter, Arlen [R-PA]",True,
102,S.J.Res. 98,False,43,"Sen. Warner, John [R-VA]",True,
102,S.J.Res. 98,False,43,"Sen. Wellstone, Paul D. [D-MN]",True,
99,S.J.Res. 98,False,18,"Sen. Inouye, Daniel K. [D-HI]",True,
99,S.J.Res. 98,False,18,"Sen. Dixon, Alan J. [D-IL]",True,
99,S.J.Res. 98,False,18,"Sen. Specter, Arlen [R-PA]",True,
99,S.J.Res. 98,False,18,"Sen. Levin, Carl [D-MI]",True,
99,S.J.Res. 98,False,18,"Sen. Boren, David L. [D-OK]",True,
99,S.J.Res. 98,False,18,"Sen. Cohen, William S. [R-ME]",True,
99,S.J.Res. 98,False,18,"Sen. Bentsen, Lloyd M. [D-TX]",True,
99,S.J.Res. 98,False,18,"Sen. Nickles, Don [R-OK]",True,
99,S.J.Res. 98,False,18,"Sen. Quayle, Dan [R-IN]",True,
99,S.J.Res. 98,False,18,"Sen. Armstrong, William L. [R-CO]",True,
99,S.J.Res. 98,False,18,"Sen. Glenn, John H., Jr. [D-OH]",True,
99,S.J.Res. 98,False,18,"Sen. Mattingly, Mack [R-GA]",True,
99,S.J.Res. 98,False,18,"Sen. Zorinsky, Edward [D-NE]",True,
99,S.J.Res. 98,False,18,"Sen. Andrews, Mark [R-ND]",True,
99,S.J.Res. 98,False,18,"Sen. Lugar, Richard G. [R-IN]",True,
99,S.J.Res. 98,False,18,"Sen. Pell, Claiborne [D-RI]",True,
99,S.J.Res. 98,False,18,"Sen. Kerry, John F. [D-MA]",True,
99,S.J.Res. 98,False,18,"Sen. Roth Jr., William V. [R-DE]",True,
97,S.J.Res. 98,False,30,"Sen. Andrews, Mark [R-ND]",True,
97,S.J.Res. 98,False,30,"Sen. Baucus, Max [D-MT]",True,
97,S.J.Res. 98,False,30,"Sen. Bradley, Bill [D-NJ]",True,
97,S.J.Res. 98,False,30,"Sen. Cranston, Alan [D-CA]",True,
97,S.J.Res. 98,False,30,"Sen. Danforth, John C. [R-MO]",True,
97,S.J.Res. 98,False,30,"Sen. Dixon, Alan J. [D-IL]",True,
97,S.J.Res. 98,False,30,"Sen. Dodd, Christopher J. [D-CT]",True,
97,S.J.Res. 98,False,30,"Sen. Dole, Robert J. [R-KS]",True,
97,S.J.Res. 98,False,30,"Sen. Durenberger, Dave [R-MN]",True,
97,S.J.Res. 98,False,30,"Sen. Hatfield, Mark O. [R-OR]",True,
97,S.J.Res. 98,False,30,"Sen. Heinz, John [R-PA]",True,
97,S.J.Res. 98,False,30,"Sen. Huddleston, Walter (Dee) [D-KY]",True,
97,S.J.Res. 98,False,30,"Sen. Kassebaum, Nancy Landon [R-KS]",True,
97,S.J.Res. 98,False,30,"Sen. Kennedy, Edward M. [D-MA]",True,
97,S.J.Res. 98,False,30,"Sen. Levin, Carl [D-MI]",True,
97,S.J.Res. 98,False,30,"Sen. Lugar, Richard G. [R-IN]",True,
97,S.J.Res. 98,False,30,"Sen. Melcher, John [D-MT]",True,
97,S.J.Res. 98,False,30,"Sen. Mitchell, George J. [D-ME]",True,
97,S.J.Res. 98,False,30,"Sen. Pell, Claiborne [D-RI]",True,
97,S.J.Res. 98,False,30,"Sen. Percy, Charles H. [R-IL]",True,
97,S.J.Res. 98,False,30,"Sen. Pressler, Larry [R-SD]",True,
97,S.J.Res. 98,False,30,"Sen. Proxmire, William [D-WI]",True,
97,S.J.Res. 98,False,30,"Sen. Pryor, David H. [D-AR]",True,
97,S.J.Res. 98,False,30,"Sen. Specter, Arlen [R-PA]",True,
97,S.J.Res. 98,False,30,"Sen. Stafford, Robert T. [R-VT]",True,
97,S.J.Res. 98,False,30,"Sen. Tsongas, Paul E. [D-MA]",True,
97,S.J.Res. 98,False,30,"Sen. Inouye, Daniel K. [D-HI]",True,
97,S.J.Res. 98,False,30,"Sen. Sarbanes, Paul S. [D-MD]",True,
97,S.J.Res. 98,False,30,"Sen. Boschwitz, Rudy [R-MN]",True,
97,S.J.Res. 98,False,30,"Sen. Chafee, John H. [R-RI]",True,
100,S.J.Res. 97,True,52,"Sen. Bentsen, Lloyd M. [D-TX]",True,
100,S.J.Res. 97,True,52,"Sen. Cranston, Alan [D-CA]",True,
100,S.J.Res. 97,True,52,"Sen. Dole, Robert J. [R-KS]",True,
100,S.J.Res. 97,True,52,"Sen. Durenberger, Dave [R-MN]",True,
100,S.J.Res. 97,True,52,"Sen. Grassley, Chuck [R-IA]",True,
100,S.J.Res. 97,True,52,"Sen. Hollings, Ernest F. [D-SC]",True,
100,S.J.Res. 97,True,52,"Sen. Humphrey, Gordon J. [R-NH]",True,
100,S.J.Res. 97,True,52,"Sen. Matsunaga, Spark M. [D-HI]",True,
100,S.J.Res. 97,True,52,"Sen. Metzenbaum, Howard M. [D-OH]",True,
100,S.J.Res. 97,True,52,"Sen. Nickles, Don [R-OK]",True,
100,S.J.Res. 97,True,52,"Sen. Nunn, Sam [D-GA]",True,
100,S.J.Res. 97,True,52,"Sen. Thurmond, Strom [R-SC]",True,
100,S.J.Res. 97,True,52,"Sen. Trible, Paul S., Jr. [R-VA]",True,
100,S.J.Res. 97,True,52,"Sen. Warner, John [R-VA]",True,
100,S.J.Res. 97,True,52,"Sen. Dodd, Christopher J. [D-CT]",True,
100,S.J.Res. 97,True,52,"Sen. Cochran, Thad [R-MS]",True,
100,S.J.Res. 97,True,52,"Sen. Conrad, Kent [D-ND]",True,
100,S.J.Res. 97,True,52,"Sen. DeConcini, Dennis [D-AZ]",True,
100,S.J.Res. 97,True,52,"Sen. Helms, Jesse [R-NC]",True,
100,S.J.Res. 97,True,52,"Sen. Kerry, John F. [D-MA]",True,
100,S.J.Res. 97,True,52,"Sen. Levin, Carl [D-MI]",True,
100,S.J.Res. 97,True,52,"Sen. McCain, John [R-AZ]",True,
100,S.J.Res. 97,True,52,"Sen. Quayle, Dan [R-IN]",True,
100,S.J.Res. 97,True,52,"Sen. Stevens, Ted [R-AK]",True,
100,S.J.Res. 97,True,52,"Sen. Lugar, Richard G. [R-IN]",True,
100,S.J.Res. 97,True,52,"Sen. Bradley, Bill [D-NJ]",True,
100,S.J.Res. 97,True,52,"Sen. Riegle, Donald W., Jr. [D-MI]",True,
100,S.J.Res. 97,True,52,"Sen. Glenn, John H., Jr. [D-OH]",True,
100,S.J.Res. 97,True,52,"Sen. D'Amato, Alfonse [R-NY]",True,
100,S.J.Res. 97,True,52,"Sen. Moynihan, Daniel Patrick [D-NY]",True,
100,S.J.Res. 97,True,52,"Sen. Chafee, John H. [R-RI]",True,
100,S.J.Res. 97,True,52,"Sen. McClure, James A. [R-ID]",True,
100,S.J.Res. 97,True,52,"Sen. Symms, Steven D. [R-ID]",True,
100,S.J.Res. 97,True,52,"Sen. Kasten, Robert W., Jr. [R-WI]",True,
100,S.J.Res. 97,True,52,"Sen. Roth Jr., William V. [R-DE]",True,
100,S.J.Res. 97,True,52,"Sen. Garn, E. J. (Jake) [R-UT]",True,
100,S.J.Res. 97,True,52,"Sen. Inouye, Daniel K. [D-HI]",True,
100,S.J.Res. 97,True,52,"Sen. Burdick, Quentin N. [D-ND]",True,
100,S.J.Res. 97,True,52,"Sen. Stennis, John C. [D-MS]",True,
100,S.J.Res. 97,True,52,"Sen. Baucus, Max [D-MT]",True,
100,S.J.Res. 97,True,52,"Sen. Wilson, Pete [R-CA]",True,
100,S.J.Res. 97,True,52,"Sen. Bond, Christopher S. [R-MO]",True,
100,S.J.Res. 97,True,52,"Sen. Boschwitz, Rudy [R-MN]",True,
100,S.J.Res. 97,True,52,"Sen. Domenici, Pete V. [R-NM]",True,
100,S.J.Res. 97,True,52,"Sen. Leahy, Patrick J. [D-VT]",True,
100,S.J.Res. 97,True,52,"Sen. Mikulski, Barbara A. [D-MD]",True,
100,S.J.Res. 97,True,52,"Sen. Simon, Paul [D-IL]",True,
100,S.J.Res. 97,True,52,"Sen. Adams, Brock [D-WA]",True,
100,S.J.Res. 97,True,52,"Sen. Kennedy, Edward M. [D-MA]",True,
100,S.J.Res. 97,True,52,"Sen. Johnston, J. Bennett [D-LA]",True,
100,S.J.Res. 97,True,52,"Sen. Danforth, John C. [R-MO]",True,
100,S.J.Res. 97,True,52,"Sen. Simpson, Alan K. [R-WY]",True,
96,S.J.Res. 97,False,35,"Sen. Jackson, Henry M. [D-WA]",True,
96,S.J.Res. 97,False,35,"Sen. Pell, Claiborne [D-RI]",True,
96,S.J.Res. 97,False,35,"Sen. Stone, Richard (Dick) [D-FL]",True,
96,S.J.Res. 97,False,35,"Sen. Armstrong, William L. [R-CO]",True,
96,S.J.Res. 97,False,35,"Sen. Bentsen, Lloyd M. [D-TX]",True,
96,S.J.Res. 97,False,35,"Sen. Chiles, Lawton [D-FL]",True,
96,S.J.Res. 97,False,35,"Sen. Cohen, William S. [R-ME]",True,
96,S.J.Res. 97,False,35,"Sen. DeConcini, Dennis [D-AZ]",True,
96,S.J.Res. 97,False,35,"Sen. Dole, Robert J. [R-KS]",True,
96,S.J.Res. 97,False,35,"Sen. Durenberger, Dave [R-MN]",True,
96,S.J.Res. 97,False,35,"Sen. Gravel, Mike [D-AK]",True,
96,S.J.Res. 97,False,35,"Sen. Heinz, John [R-PA]",True,
96,S.J.Res. 97,False,35,"Sen. Javits, Jacob K. [R-NY]",True,
96,S.J.Res. 97,False,35,"Sen. Lugar, Richard G. [R-IN]",True,
96,S.J.Res. 97,False,35,"Sen. Matsunaga, Spark M. [D-HI]",True,
96,S.J.Res. 97,False,35,"Sen. McGovern, George [D-SD]",True,
96,S.J.Res. 97,False,35,"Sen. Metzenbaum, Howard M. [D-OH]",True,
96,S.J.Res. 97,False,35,"Sen. Moynihan, Daniel Patrick [D-NY]",True,
96,S.J.Res. 97,False,35,"Sen. Percy, Charles H. [R-IL]",True,
96,S.J.Res. 97,False,35,"Sen. Ribicoff, Abraham A. [D-CT]",True,
96,S.J.Res. 97,False,35,"Sen. Sarbanes, Paul S. [D-MD]",True,
96,S.J.Res. 97,False,35,"Sen. Williams, Harrison A., Jr. [D-NJ]",True,
96,S.J.Res. 97,False,35,"Sen. Zorinsky, Edward [D-NE]",True,
96,S.J.Res. 97,False,35,"Sen. Cranston, Alan [D-CA]",True,
96,S.J.Res. 97,False,35,"Sen. Nunn, Sam [D-GA]",True,
96,S.J.Res. 97,False,35,"Sen. Stevenson, Adlai E., III [D-IL]",True,
96,S.J.Res. 97,False,35,"Sen. Thurmond, Strom [R-SC]",True,
96,S.J.Res. 97,False,35,"Sen. Schweiker, Richard S. [R-PA]",True,
96,S.J.Res. 97,False,35,"Sen. Tsongas, Paul E. [D-MA]",True,
96,S.J.Res. 97,False,35,"Sen. Wallop, Malcolm [R-WY]",True,
96,S.J.Res. 97,False,35,"Sen. Sasser, Jim [D-TN]",True,
98,S.J.Res. 96,True,29,"Sen. Proxmire, William [D-WI]",True,
98,S.J.Res. 96,True,29,"Sen. Dixon, Alan J. [D-IL]",True,
98,S.J.Res. 96,True,29,"Sen. Hollings, Ernest F. [D-SC]",True,
98,S.J.Res. 96,True,29,"Sen. Boschwitz, Rudy [R-MN]",True,
98,S.J.Res. 96,True,29,"Sen. Sasser, Jim [D-TN]",True,
98,S.J.Res. 96,True,29,"Sen. Lugar, Richard G. [R-IN]",True,
98,S.J.Res. 96,True,29,"Sen. Wilson, Pete [R-CA]",True,
98,S.J.Res. 96,True,29,"Sen. Domenici, Pete V. [R-NM]",True,
98,S.J.Res. 96,True,29,"Sen. Bentsen, Lloyd M. [D-TX]",True,
98,S.J.Res. 96,True,29,"Sen. Pressler, Larry [R-SD]",True,
98,S.J.Res. 96,True,29,"Sen. Heflin, Howell [D-AL]",True,
98,S.J.Res. 96,True,29,"Sen. Quayle, Dan [R-IN]",True,
98,S.J.Res. 96,True,29,"Sen. Inouye, Daniel K. [D-HI]",True,
98,S.J.Res. 96,True,29,"Sen. Pell, Claiborne [D-RI]",True,
98,S.J.Res. 96,True,29,"Sen. Cohen, William S. [R-ME]",True,
