"Downloaded on",02/17/2020,"11:58:18 EST"
"Search URL",https://www.congress.gov/search?s=2&searchResultViewType=expanded&KWICView=false&q=%7B%22source%22%3A%5B%22legislation%22%5D%2C%22chamber%22%3A%22Senate%22%2C%22congress%22%3A%5B%22116%22%2C%22115%22%2C%22114%22%2C%22113%22%2C%22112%22%2C%22111%22%2C%22110%22%2C%22109%22%5D%2C%22bill-status%22%3A%5B%22law%22%5D%7D

"Legislation Number",URL,Congress,"Amends Bill",Title,Sponsor,"Date of Introduction","Date Offered","Date Submitted","Date Proposed","Number of Cosponsors",Committees,"Latest Action Date","Latest Action"
"S. 3847",https://www.congress.gov/bill/111th-congress/senate-bill/3847,"111th Congress (2009-2010)",,"Security Cooperation Act of 2010","Sen. Kerry, John F. [D-MA]",09/27/2010,,,,1,,10/08/2010,"Became Public Law No: 111-266."
"S. 3839",https://www.congress.gov/bill/111th-congress/senate-bill/3839,"111th Congress (2009-2010)",,"A bill to provide for an additional temporary extension of programs under the Small Business Act and the Small Business Investment Act of 1958, and for other purposes.","Sen. Landrieu, Mary L. [D-LA]",09/24/2010,,,,1,"House - Small Business",09/30/2010,"Became Public Law No: 111-251."
"S. 3828",https://www.congress.gov/bill/111th-congress/senate-bill/3828,"111th Congress (2009-2010)",,"A bill to make technical corrections in the Twenty-First Century Communications and Video Accessibility Act of 2010 and the amendments made by that Act.","Sen. Pryor, Mark L. [D-AR]",09/22/2010,,,,0,"House - Energy and Commerce",10/08/2010,"Became Public Law No: 111-265."
"S. 3817",https://www.congress.gov/bill/111th-congress/senate-bill/3817,"111th Congress (2009-2010)",,"CAPTA Reauthorization Act of 2010","Sen. Dodd, Christopher J. [D-CT]",09/22/2010,,,,4,"House - Education and Labor | Senate - Health, Education, Labor, and Pensions",12/20/2010,"Became Public Law No: 111-320."
"S. 3814",https://www.congress.gov/bill/111th-congress/senate-bill/3814,"111th Congress (2009-2010)",,"National Flood Insurance Program Reextension Act of 2010","Sen. Vitter, David [R-LA]",09/21/2010,,,,6,,09/30/2010,"Became Public Law No: 111-250."
"S. 3802",https://www.congress.gov/bill/111th-congress/senate-bill/3802,"111th Congress (2009-2010)",,"Mount Stevens and Ted Stevens Icefield Designation Act","Sen. Murkowski, Lisa [R-AK]",09/20/2010,,,,1,"House - Natural Resources | Senate - Energy and Natural Resources",10/18/2010,"Became Public Law No: 111-284."
"S. 3794",https://www.congress.gov/bill/111th-congress/senate-bill/3794,"111th Congress (2009-2010)",,"Formerly Owned Resources for Veterans to Express Thanks for Service Act of 2010","Sen. Leahy, Patrick J. [D-VT]",09/16/2010,,,,2,"House - Oversight and Government Reform | Senate - Homeland Security and Governmental Affairs",12/22/2010,"Became Public Law No: 111-338."
"S. 3789",https://www.congress.gov/bill/111th-congress/senate-bill/3789,"111th Congress (2009-2010)",,"Social Security Number Protection Act of 2010","Sen. Feinstein, Dianne [D-CA]",09/15/2010,,,,5,"Senate - Finance",12/18/2010,"Became Public Law No: 111-318."
"S. 3774",https://www.congress.gov/bill/111th-congress/senate-bill/3774,"111th Congress (2009-2010)",,"A bill to extend the deadline for Social Services Block Grant expenditures of supplemental funds appropriated following disasters occurring in 2008.","Sen. Cornyn, John [R-TX]",09/14/2010,,,,6,"Senate - Finance",11/24/2010,"Became Public Law No: 111-285."
"S. 3751",https://www.congress.gov/bill/111th-congress/senate-bill/3751,"111th Congress (2009-2010)",,"Stem Cell Therapeutic and Research Reauthorization Act of 2010","Sen. Hatch, Orrin G. [R-UT]",08/05/2010,,,,12,"Senate - Health, Education, Labor, and Pensions",10/08/2010,"Became Public Law No: 111-264."
"S. 3729",https://www.congress.gov/bill/111th-congress/senate-bill/3729,"111th Congress (2009-2010)",,"National Aeronautics and Space Administration Authorization Act of 2010","Sen. Rockefeller, John D., IV [D-WV]",08/05/2010,,,,0,"Senate - Commerce, Science, and Transportation",10/11/2010,"Became Public Law No: 111-267."
"S. 3717",https://www.congress.gov/bill/111th-congress/senate-bill/3717,"111th Congress (2009-2010)",,"A bill to amend the Securities Exchange Act of 1934, the Investment Company Act of 1940, and the Investment Advisers Act of 1940 to provide for certain disclosures under section 552 of title 5, United States Code, (commonly referred to as the Freedom of Information Act), and for other purposes.","Sen. Leahy, Patrick J. [D-VT]",08/05/2010,,,,3,"Senate - Judiciary",10/05/2010,"Became Public Law No: 111-257."
"S. 3689",https://www.congress.gov/bill/111th-congress/senate-bill/3689,"111th Congress (2009-2010)",,"Copyright Cleanup, Clarification, and Corrections Act of 2010","Sen. Leahy, Patrick J. [D-VT]",08/02/2010,,,,1,"House - Judiciary, Budget",12/09/2010,"Became Public Law No: 111-295."
"S. 3656",https://www.congress.gov/bill/111th-congress/senate-bill/3656,"111th Congress (2009-2010)",,"Mandatory Price Reporting Act of 2010","Sen. Lincoln, Blanche L. [D-AR]",07/27/2010,,,,19,"House - Agriculture | Senate - Agriculture, Nutrition, and Forestry",09/27/2010,"Became Public Law No: 111-239."
"S. 3592",https://www.congress.gov/bill/111th-congress/senate-bill/3592,"111th Congress (2009-2010)",,"A bill to designate the facility of the United States Postal Service located at 100 Commerce Drive in Tyrone, Georgia, as the ""First Lieutenant Robert Wilson Collins Post Office Building"".","Sen. Chambliss, Saxby [R-GA]",07/15/2010,,,,1,"Senate - Homeland Security and Governmental Affairs",01/04/2011,"Became Public Law No: 111-379."
"S. 3567",https://www.congress.gov/bill/111th-congress/senate-bill/3567,"111th Congress (2009-2010)",,"A bill to designate the facility of the United States Postal Service located at 100 Broadway in Lynbrook, New York, as the ""Navy Corpsman Jeffrey L. Wiener Post Office Building"".","Sen. Schumer, Charles E. [D-NY]",07/12/2010,,,,1,"House - Oversight and Government Reform | Senate - Homeland Security and Governmental Affairs",11/30/2010,"Became Public Law No: 111-288."
"S. 3481",https://www.congress.gov/bill/111th-congress/senate-bill/3481,"111th Congress (2009-2010)",,"A bill to amend the Federal Water Pollution Control Act to clarify Federal responsibility for stormwater pollution.","Sen. Cardin, Benjamin L. [D-MD]",06/10/2010,,,,3,"Senate - Environment and Public Works",01/04/2011,"Became Public Law No: 111-378."
"S. 3473",https://www.congress.gov/bill/111th-congress/senate-bill/3473,"111th Congress (2009-2010)",,"A bill to amend the Oil Pollution Act of 1990 to authorize advances from Oil Spill Liability Trust Fund for the Deepwater Horizon oil spill.","Sen. Reid, Harry [D-NV]",06/09/2010,,,,0,,06/15/2010,"Became Public Law No: 111-191."
"S. 3447",https://www.congress.gov/bill/111th-congress/senate-bill/3447,"111th Congress (2009-2010)",,"Post-9/11 Veterans Educational Assistance Improvements Act of 2010","Sen. Akaka, Daniel K. [D-HI]",05/27/2010,,,,35,"House - Veterans' Affairs, Armed Services, Budget | Senate - Veterans' Affairs",01/04/2011,"Became Public Law No: 111-377."
"S. 3397",https://www.congress.gov/bill/111th-congress/senate-bill/3397,"111th Congress (2009-2010)",,"Secure and Responsible Drug Disposal Act of 2010","Sen. Klobuchar, Amy [D-MN]",05/24/2010,,,,10,"House - Energy and Commerce, Judiciary | Senate - Judiciary",10/12/2010,"Became Public Law No: 111-273."
"S. 3386",https://www.congress.gov/bill/111th-congress/senate-bill/3386,"111th Congress (2009-2010)",,"Restore Online Shoppers' Confidence Act","Sen. Rockefeller, John D., IV [D-WV]",05/19/2010,,,,5,"House - Energy and Commerce | Senate - Commerce, Science, and Transportation",12/29/2010,"Became Public Law No: 111-345."
"S. 3372",https://www.congress.gov/bill/111th-congress/senate-bill/3372,"111th Congress (2009-2010)",,"A bill to modify the date on which the Administrator of the Environmental Protection Agency and applicable States may require permits for discharges from certain vessels.","Sen. Boxer, Barbara [D-CA]",05/13/2010,,,,15,"Senate - Environment and Public Works",07/30/2010,"Became Public Law No: 111-215."
"S. 3333",https://www.congress.gov/bill/111th-congress/senate-bill/3333,"111th Congress (2009-2010)",,"Satellite Television Extension and Localism Act of 2010","Sen. Leahy, Patrick J. [D-VT]",05/07/2010,,,,1,,05/27/2010,"Became Public Law No: 111-175."
"S. 3307",https://www.congress.gov/bill/111th-congress/senate-bill/3307,"111th Congress (2009-2010)",,"Healthy, Hunger-Free Kids Act of 2010","Sen. Lincoln, Blanche L. [D-AR]",05/05/2010,,,,0,"House - Education and Labor, Budget | Senate - Agriculture, Nutrition, and Forestry",12/13/2010,"Became Public Law No: 111-296."
"S. 3304",https://www.congress.gov/bill/111th-congress/senate-bill/3304,"111th Congress (2009-2010)",,"Twenty-First Century Communications and Video Accessibility Act of 2010","Sen. Pryor, Mark L. [D-AR]",05/04/2010,,,,5,"Senate - Commerce, Science, and Transportation",10/08/2010,"Became Public Law No: 111-260."
"S. 3253",https://www.congress.gov/bill/111th-congress/senate-bill/3253,"111th Congress (2009-2010)",,"A bill to provide for an additional temporary extension of programs under the Small Business Act and the Small Business Investment Act of 1958, and for other purposes.","Sen. Landrieu, Mary L. [D-LA]",04/22/2010,,,,0,,04/30/2010,"Became Public Law No: 111-162."
"S. 3250",https://www.congress.gov/bill/111th-congress/senate-bill/3250,"111th Congress (2009-2010)",,"Federal Buildings Personnel Training Act of 2010","Sen. Carper, Thomas R. [D-DE]",04/22/2010,,,,2,"House - Transportation and Infrastructure | Senate - Environment and Public Works",12/14/2010,"Became Public Law No: 111-308."
"S. 3243",https://www.congress.gov/bill/111th-congress/senate-bill/3243,"111th Congress (2009-2010)",,"Anti-Border Corruption Act of 2010","Sen. Pryor, Mark L. [D-AR]",04/21/2010,,,,0,"House - Homeland Security | Senate - Homeland Security and Governmental Affairs",01/04/2011,"Became Public Law No: 111-376."
"S. 3199",https://www.congress.gov/bill/111th-congress/senate-bill/3199,"111th Congress (2009-2010)",,"Early Hearing Detection and Intervention Act of 2010","Sen. Snowe, Olympia J. [R-ME]",04/14/2010,,,,7,"Senate - Health, Education, Labor, and Pensions",12/22/2010,"Became Public Law No: 111-337."
"S. 3196",https://www.congress.gov/bill/111th-congress/senate-bill/3196,"111th Congress (2009-2010)",,"Pre-Election Presidential Transition Act of 2010","Sen. Kaufman, Edward E. [D-DE]",04/13/2010,,,,5,"Senate - Homeland Security and Governmental Affairs",10/15/2010,"Became Public Law No: 111-283."
"S. 3186",https://www.congress.gov/bill/111th-congress/senate-bill/3186,"111th Congress (2009-2010)",,"Satellite Television Extension Act of 2010","Sen. Rockefeller, John D., IV [D-WV]",03/25/2010,,,,0,,03/26/2010,"Became Public Law No: 111-151."
"S. 3104",https://www.congress.gov/bill/111th-congress/senate-bill/3104,"111th Congress (2009-2010)",,"A bill to permanently authorize Radio Free Asia, and for other purposes.","Sen. Lugar, Richard G. [R-IN]",03/11/2010,,,,5,"Senate - Foreign Relations",07/13/2010,"Became Public Law No: 111-202."
"S. 3036",https://www.congress.gov/bill/111th-congress/senate-bill/3036,"111th Congress (2009-2010)",,"National Alzheimer's Project Act","Sen. Bayh, Evan [D-IN]",02/24/2010,,,,33,"Senate - Health, Education, Labor, and Pensions",01/04/2011,"Became Public Law No: 111-375."
"S. 2968",https://www.congress.gov/bill/111th-congress/senate-bill/2968,"111th Congress (2009-2010)",,"Trademark Technical and Conforming Amendment Act of 2010","Sen. Leahy, Patrick J. [D-VT]",01/28/2010,,,,1,"House - Judiciary",03/17/2010,"Became Public Law No: 111-146."
"S. 2950",https://www.congress.gov/bill/111th-congress/senate-bill/2950,"111th Congress (2009-2010)",,"Criminal History Background Checks Pilot Extension Act of 2009","Sen. Schumer, Charles E. [D-NY]",01/25/2010,,,,1,"House - Judiciary",03/01/2010,"Became Public Law No: 111-143."
"S. 2949",https://www.congress.gov/bill/111th-congress/senate-bill/2949,"111th Congress (2009-2010)",,"Emergency Aid to American Survivors of the Haiti Earthquake Act","Sen. Baucus, Max [D-MT]",01/25/2010,,,,4,,01/27/2010,"Became Public Law No: 111-127."
"S. 2906",https://www.congress.gov/bill/111th-congress/senate-bill/2906,"111th Congress (2009-2010)",,"A bill to amend the Act of August 9, 1955, to modify a provision relating to leases involving certain Indian tribes.","Sen. Cantwell, Maria [D-WA]",12/18/2009,,,,1,"House - Natural Resources | Senate - Indian Affairs",12/22/2010,"Became Public Law No: 111-336."
"S. 2868",https://www.congress.gov/bill/111th-congress/senate-bill/2868,"111th Congress (2009-2010)",,"Federal Supply Schedules Usage Act of 2010","Sen. Lieberman, Joseph I. [ID-CT]",12/10/2009,,,,1,"House - Oversight and Government Reform | Senate - Homeland Security and Governmental Affairs",10/08/2010,"Became Public Law No: 111-263."
"S. 2865",https://www.congress.gov/bill/111th-congress/senate-bill/2865,"111th Congress (2009-2010)",,"Congressional Award Program Reauthorization Act of 2009","Sen. Lieberman, Joseph I. [ID-CT]",12/10/2009,,,,1,"House - Education and Labor | Senate - Homeland Security and Governmental Affairs",07/07/2010,"Became Public Law No: 111-200."
"S. 2847",https://www.congress.gov/bill/111th-congress/senate-bill/2847,"111th Congress (2009-2010)",,"CALM Act","Sen. Whitehouse, Sheldon [D-RI]",12/08/2009,,,,7,"Senate - Commerce, Science, and Transportation",12/15/2010,"Became Public Law No: 111-311."
"S. 2781",https://www.congress.gov/bill/111th-congress/senate-bill/2781,"111th Congress (2009-2010)",,"Rosa's Law","Sen. Mikulski, Barbara A. [D-MD]",11/17/2009,,,,44,"House - Energy and Commerce, Education and Labor | Senate - Health, Education, Labor, and Pensions",10/05/2010,"Became Public Law No: 111-256."
"S. 1963",https://www.congress.gov/bill/111th-congress/senate-bill/1963,"111th Congress (2009-2010)",,"Caregivers and Veterans Omnibus Health Services Act of 2010","Sen. Akaka, Daniel K. [D-HI]",10/28/2009,,,,7,"House - Veterans' Affairs",05/05/2010,"Became Public Law No: 111-163."
"S. 1929",https://www.congress.gov/bill/111th-congress/senate-bill/1929,"111th Congress (2009-2010)",,"A bill to provide for an additional temporary extension of programs under the Small Business Act and the Small Business Investment Act of 1958, and for other purposes.","Sen. Landrieu, Mary L. [D-LA]",10/26/2009,,,,1,,10/30/2009,"Became Public Law No: 111-89."
"S. 1860",https://www.congress.gov/bill/111th-congress/senate-bill/1860,"111th Congress (2009-2010)",,"A bill to permit each current member of the Board of Directors of the Office of Compliance to serve for 3 terms.","Sen. Lieberman, Joseph I. [ID-CT]",10/22/2009,,,,0,"House - House Administration | Senate - Homeland Security and Governmental Affairs",12/14/2009,"Became Public Law No: 111-114."
"S. 1825",https://www.congress.gov/bill/111th-congress/senate-bill/1825,"111th Congress (2009-2010)",,"A bill to extend the authority for relocation expenses test programs for Federal employees, and for other purposes.","Sen. Lieberman, Joseph I. [ID-CT]",10/21/2009,,,,2,"Senate - Homeland Security and Governmental Affairs",11/30/2009,"Became Public Law No: 111-112."
"S. 1818",https://www.congress.gov/bill/111th-congress/senate-bill/1818,"111th Congress (2009-2010)",,"Morris K. Udall Scholarship and Excellence in National Environmental Policy Amendments Act of 2009","Sen. Bingaman, Jeff [D-NM]",10/20/2009,,,,1,,11/03/2009,"Became Public Law No: 111-90."
"S. 1793",https://www.congress.gov/bill/111th-congress/senate-bill/1793,"111th Congress (2009-2010)",,"Ryan White HIV/AIDS Treatment Extension Act of 2009","Sen. Harkin, Tom [D-IA]",10/15/2009,,,,0,"Senate - Health, Education, Labor, and Pensions",10/30/2009,"Became Public Law No: 111-87."
"S. 1789",https://www.congress.gov/bill/111th-congress/senate-bill/1789,"111th Congress (2009-2010)",,"Fair Sentencing Act of 2010","Sen. Durbin, Richard J. [D-IL]",10/15/2009,,,,23,"House - Judiciary, Energy and Commerce | Senate - Judiciary",08/03/2010,"Became Public Law No: 111-220."
"S. 1782",https://www.congress.gov/bill/111th-congress/senate-bill/1782,"111th Congress (2009-2010)",,"Federal Judiciary Administrative Improvements Act of 2010","Sen. Whitehouse, Sheldon [D-RI]",10/14/2009,,,,2,"Senate - Judiciary",05/27/2010,"Became Public Law No: 111-174."
"S. 1774",https://www.congress.gov/bill/111th-congress/senate-bill/1774,"111th Congress (2009-2010)",,"A bill for the relief of Hotaru Nakama Ferschke.","Sen. Webb, Jim [D-VA]",10/13/2009,,,,3,"Senate - Judiciary",12/22/2010,"Became Private Law No: 111-2."
"S. 1749",https://www.congress.gov/bill/111th-congress/senate-bill/1749,"111th Congress (2009-2010)",,"Cell Phone Contraband Act of 2010","Sen. Feinstein, Dianne [D-CA]",10/05/2009,,,,5,"House - Judiciary | Senate - Judiciary",08/10/2010,"Became Public Law No: 111-225."
"S. 1717",https://www.congress.gov/bill/111th-congress/senate-bill/1717,"111th Congress (2009-2010)",,"A bill to authorize major medical facility leases for the Department of Veterans Affairs for fiscal year 2010, and for other purposes.","Sen. Akaka, Daniel K. [D-HI]",09/25/2009,,,,1,,10/26/2009,"Became Public Law No: 111-82."
"S. 1707",https://www.congress.gov/bill/111th-congress/senate-bill/1707,"111th Congress (2009-2010)",,"Enhanced Partnership with Pakistan Act of 2009","Sen. Kerry, John F. [D-MA]",09/24/2009,,,,1,,10/15/2009,"Became Public Law No: 111-73."
"S. 1694",https://www.congress.gov/bill/111th-congress/senate-bill/1694,"111th Congress (2009-2010)",,"A bill to allow the funding for the interoperable emergency communications grant program established under the Digital Television Transition and Public Safety Act of 2005 to remain available until expended through fiscal year 2012, and for other purposes.","Sen. Rockefeller, John D., IV [D-WV]",09/22/2009,,,,6,"House - Energy and Commerce | Senate - Commerce, Science, and Transportation",11/06/2009,"Became Public Law No: 111-96."
"S. 1677",https://www.congress.gov/bill/111th-congress/senate-bill/1677,"111th Congress (2009-2010)",,"Defense Production Act Reauthorization of 2009","Sen. Dodd, Christopher J. [D-CT]",09/16/2009,,,,1,"House - Financial Services",09/30/2009,"Became Public Law No: 111-67."
"S. 1674",https://www.congress.gov/bill/111th-congress/senate-bill/1674,"111th Congress (2009-2010)",,"Improving Access to Clinical Trials Act of 2009","Sen. Wyden, Ron [D-OR]",09/15/2009,,,,21,"Senate - Finance",10/05/2010,"Became Public Law No: 111-255."
"S. 1660",https://www.congress.gov/bill/111th-congress/senate-bill/1660,"111th Congress (2009-2010)",,"Formaldehyde Standards for Composite Wood Products Act","Sen. Klobuchar, Amy [D-MN]",09/10/2009,,,,19,"Senate - Environment and Public Works",07/07/2010,"Became Public Law No: 111-199."
"S. 1609",https://www.congress.gov/bill/111th-congress/senate-bill/1609,"111th Congress (2009-2010)",,"Longline Catcher Processor Subsector Single Fishery Cooperative Act","Sen. Cantwell, Maria [D-WA]",08/06/2009,,,,3,"House - Natural Resources | Senate - Commerce, Science, and Transportation",12/22/2010,"Became Public Law No: 111-335."
"S. 1599",https://www.congress.gov/bill/111th-congress/senate-bill/1599,"111th Congress (2009-2010)",,"Reserve Officers Association Modernization Act of 2009","Sen. Leahy, Patrick J. [D-VT]",08/06/2009,,,,2,"House - Judiciary | Senate - Armed Services, Judiciary",12/14/2009,"Became Public Law No: 111-113."
"S. 1513",https://www.congress.gov/bill/111th-congress/senate-bill/1513,"111th Congress (2009-2010)",,"A bill to provide for an additional temporary extension of programs under the Small Business Act and the Small Business Investment Act of 1958, and for other purposes.","Sen. Landrieu, Mary L. [D-LA]",07/24/2009,,,,1,,07/31/2009,"Became Public Law No: 111-43."
"S. 1510",https://www.congress.gov/bill/111th-congress/senate-bill/1510,"111th Congress (2009-2010)",,"United States Secret Service Uniformed Division Modernization Act of 2010","Sen. Lieberman, Joseph I. [ID-CT]",07/23/2009,,,,0,"House - Oversight and Government Reform | Senate - Homeland Security and Governmental Affairs",10/15/2010,"Became Public Law No: 111-282."
"S. 1508",https://www.congress.gov/bill/111th-congress/senate-bill/1508,"111th Congress (2009-2010)",,"Improper Payments Elimination and Recovery Act of 2010","Sen. Carper, Thomas R. [D-DE]",07/23/2009,,,,5,"Senate - Homeland Security and Governmental Affairs",07/22/2010,"Became Public Law No: 111-204."
"S. 1481",https://www.congress.gov/bill/111th-congress/senate-bill/1481,"111th Congress (2009-2010)",,"Frank Melville Supportive Housing Investment Act of 2010","Sen. Menendez, Robert [D-NJ]",07/21/2009,,,,9,"Senate - Banking, Housing, and Urban Affairs",01/04/2011,"Became Public Law No: 111-374."
"S. 1472",https://www.congress.gov/bill/111th-congress/senate-bill/1472,"111th Congress (2009-2010)",,"Human Rights Enforcement Act of 2009","Sen. Durbin, Richard J. [D-IL]",07/20/2009,,,,3,"Senate - Judiciary",12/22/2009,"Became Public Law No: 111-122."
"S. 1448",https://www.congress.gov/bill/111th-congress/senate-bill/1448,"111th Congress (2009-2010)",,"A bill to amend the Act of August 9, 1955, to authorize the Coquille Indian Tribe, the Confederated Tribes of Siletz Indians, the Confederated Tribes of the Coos, Lower Umpqua, and Siuslaw, the Klamath Tribes, and the Burns Paiute Tribe to obtain 99-year lease authority for trust land.","Sen. Merkley, Jeff [D-OR]",07/14/2009,,,,1,"House - Natural Resources | Senate - Indian Affairs",12/22/2010,"Became Public Law No: 111-334."
"S. 1422",https://www.congress.gov/bill/111th-congress/senate-bill/1422,"111th Congress (2009-2010)",,"Airline Flight Crew Technical Corrections Act","Sen. Murray, Patty [D-WA]",07/09/2009,,,,23,"Senate - Health, Education, Labor, and Pensions",12/21/2009,"Became Public Law No: 111-119."
"S. 1421",https://www.congress.gov/bill/111th-congress/senate-bill/1421,"111th Congress (2009-2010)",,"Asian Carp Prevention and Control Act","Sen. Levin, Carl [D-MI]",07/09/2009,,,,9,"Senate - Environment and Public Works",12/14/2010,"Became Public Law No: 111-307."
"S. 1405",https://www.congress.gov/bill/111th-congress/senate-bill/1405,"111th Congress (2009-2010)",,"Longfellow House-Washington's Headquarters National Historic Site Designation Act","Sen. Kennedy, Edward M. [D-MA]",07/07/2009,,,,2,"House - Natural Resources | Senate - Energy and Natural Resources",12/22/2010,"Became Public Law No: 111-333."
"S. 1376",https://www.congress.gov/bill/111th-congress/senate-bill/1376,"111th Congress (2009-2010)",,"International Adoption Simplification Act","Sen. Klobuchar, Amy [D-MN]",06/25/2009,,,,7,"House - Judiciary | Senate - Judiciary",11/30/2010,"Became Public Law No: 111-287."
"S. 1338",https://www.congress.gov/bill/111th-congress/senate-bill/1338,"111th Congress (2009-2010)",,"A bill to require the accreditation of English language training programs, and for other purposes.","Sen. Carper, Thomas R. [D-DE]",06/24/2009,,,,1,"House - Judiciary | Senate - Judiciary",12/14/2010,"Became Public Law No: 111-306."
"S. 1314",https://www.congress.gov/bill/111th-congress/senate-bill/1314,"111th Congress (2009-2010)",,"A bill to designate the facility of the United States Postal Service located at 630 Northeast Killingsworth Avenue in Portland, Oregon, as the ""Dr. Martin Luther King, Jr. Post Office"".","Sen. Wyden, Ron [D-OR]",06/22/2009,,,,1,"Senate - Homeland Security and Governmental Affairs",11/30/2009,"Became Public Law No: 111-111."
"S. 1289",https://www.congress.gov/bill/111th-congress/senate-bill/1289,"111th Congress (2009-2010)",,"Foreign Evidence Request Efficiency Act of 2009","Sen. Whitehouse, Sheldon [D-RI]",06/18/2009,,,,2,"House - Judiciary | Senate - Judiciary",10/19/2009,"Became Public Law No: 111-79."
"S. 1275",https://www.congress.gov/bill/111th-congress/senate-bill/1275,"111th Congress (2009-2010)",,"National Foundation on Fitness, Sports, and Nutrition Establishment Act","Sen. Warner, Mark R. [D-VA]",06/16/2009,,,,10,"Senate - Health, Education, Labor, and Pensions",12/22/2010,"Became Public Law No: 111-332."
"S. 1211",https://www.congress.gov/bill/111th-congress/senate-bill/1211,"111th Congress (2009-2010)",,"A bill to designate the facility of the United States Postal Service located at 60 School Street, Orchard Park, New York, as the ""Jack F. Kemp Post Office Building"".","Sen. Schumer, Charles E. [D-NY]",06/09/2009,,,,1,"House - Oversight and Government Reform | Senate - Homeland Security and Governmental Affairs",11/30/2009,"Became Public Law No: 111-110."
"S. 1147",https://www.congress.gov/bill/111th-congress/senate-bill/1147,"111th Congress (2009-2010)",,"Prevent All Cigarette Trafficking Act of 2009","Sen. Kohl, Herb [D-WI]",05/21/2009,,,,20,"Senate - Judiciary",03/31/2010,"Became Public Law No: 111-154."
"S. 1132",https://www.congress.gov/bill/111th-congress/senate-bill/1132,"111th Congress (2009-2010)",,"Law Enforcement Officers Safety Act Improvements Act of 2010","Sen. Leahy, Patrick J. [D-VT]",05/21/2009,,,,3,"House - Judiciary | Senate - Judiciary",10/12/2010,"Became Public Law No: 111-272."
"S. 1107",https://www.congress.gov/bill/111th-congress/senate-bill/1107,"111th Congress (2009-2010)",,"Judicial Survivors Protection Act of 2009","Sen. Durbin, Richard J. [D-IL]",05/20/2009,,,,2,"House - Judiciary | Senate - Judiciary",08/12/2009,"Became Public Law No: 111-49."
"S. 1067",https://www.congress.gov/bill/111th-congress/senate-bill/1067,"111th Congress (2009-2010)",,"Lord's Resistance Army Disarmament and Northern Uganda Recovery Act of 2009","Sen. Feingold, Russell D. [D-WI]",05/19/2009,,,,64,"House - Foreign Affairs | Senate - Foreign Relations",05/24/2010,"Became Public Law No: 111-172."
"S. 1055",https://www.congress.gov/bill/111th-congress/senate-bill/1055,"111th Congress (2009-2010)",,"A bill to grant the congressional gold medal, collectively, to the 100th Infantry Battalion and the 442nd Regimental Combat Team, United States Army, in recognition of their dedicated service during World War II.","Sen. Boxer, Barbara [D-CA]",05/14/2009,,,,73,"Senate - Banking, Housing, and Urban Affairs",10/05/2010,"Became Public Law No: 111-254."
"S. 1053",https://www.congress.gov/bill/111th-congress/senate-bill/1053,"111th Congress (2009-2010)",,"A bill to amend the National Law Enforcement Museum Act to extend the termination date.","Sen. Murkowski, Lisa [R-AK]",05/14/2009,,,,0,"House - Natural Resources | Senate - Energy and Natural Resources",08/06/2010,"Became Public Law No: 111-222."
"S. 896",https://www.congress.gov/bill/111th-congress/senate-bill/896,"111th Congress (2009-2010)",,"Helping Families Save Their Homes Act of 2009","Sen. Dodd, Christopher J. [D-CT]",04/24/2009,,,,2,,05/20/2009,"Became Public Law No: 111-22."
"S. 846",https://www.congress.gov/bill/111th-congress/senate-bill/846,"111th Congress (2009-2010)",,"A bill to award a congressional gold medal to Dr. Muhammad Yunus, in recognition of his contributions to the fight against global poverty.","Sen. Durbin, Richard J. [D-IL]",04/21/2009,,,,70,"House - Financial Services | Senate - Banking, Housing, and Urban Affairs",10/05/2010,"Became Public Law No: 111-253."
"S. 841",https://www.congress.gov/bill/111th-congress/senate-bill/841,"111th Congress (2009-2010)",,"Pedestrian Safety Enhancement Act of 2010","Sen. Kerry, John F. [D-MA]",04/21/2009,,,,29,"House - Energy and Commerce, Transportation and Infrastructure | Senate - Commerce, Science, and Transportation",01/04/2011,"Became Public Law No: 111-373."
"S. 832",https://www.congress.gov/bill/111th-congress/senate-bill/832,"111th Congress (2009-2010)",,"A bill to amend title 36, United States Code, to grant a Federal charter to the Military Officers Association of America, and for other purposes.","Sen. Nelson, Bill [D-FL]",04/20/2009,,,,41,"Senate - Judiciary",11/06/2009,"Became Public Law No: 111-95."
"S. 748",https://www.congress.gov/bill/111th-congress/senate-bill/748,"111th Congress (2009-2010)",,"A bill to redesignate the facility of the United States Postal Service located at 2777 Logan Avenue in San Diego, California, as the ""Cesar E. Chavez Post Office"".","Sen. Boxer, Barbara [D-CA]",03/31/2009,,,,1,"House - Oversight and Government Reform | Senate - Homeland Security and Governmental Affairs",11/30/2009,"Became Public Law No: 111-109."
"S. 735",https://www.congress.gov/bill/111th-congress/senate-bill/735,"111th Congress (2009-2010)",,"Protecting Incentives for the Adoption of Children with Special Needs Act of 2009","Sen. Baucus, Max [D-MT]",03/30/2009,,,,1,"House - Ways and Means | Senate - Finance",05/15/2009,"Became Public Law No: 111-20."
"S. 692",https://www.congress.gov/bill/111th-congress/senate-bill/692,"111th Congress (2009-2010)",,"A bill to provide that claims of the United States to certain documents relating to Franklin Delano Roosevelt shall be treated as waived and relinquished in certain circumstances.","Sen. Schumer, Charles E. [D-NY]",03/25/2009,,,,0,"Senate - Homeland Security and Governmental Affairs",02/01/2010,"Became Public Law No: 111-138."
